gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,pointsOffTurnovers,pointsSecondChance,pointsFastBreak,pointsPaint,oppPointsOffTurnovers,oppPointsSecondChance,oppPointsFastBreak,oppPointsPaint,blocks,blocksAgainst,foulsPersonal,foulsDrawn,SEASON,SEASON_TYPE
0042000101,1610612764,Washington,Wizards,WAS,wizards,203078,Bradley,Beal,B. Beal,bradley-beal,F,,3,40:59,0,2,4,22,15,16,12,50,0,2,0,6,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,1629060,Rui,Hachimura,R. Hachimura,rui-hachimura,F,,8,36:08,2,2,2,6,14,11,14,46,0,0,3,0,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,203458,Alex,Len,A. Len,alex-len,C,,27,16:11,0,3,0,8,6,7,6,28,0,0,3,5,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,203526,Raul,Neto,R. Neto,raul-neto,G,,19,21:44,0,0,3,4,9,7,12,32,0,0,0,1,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,201566,Russell,Westbrook,R. Westbrook,russell-westbrook,G,,4,42:41,2,4,2,12,13,14,14,52,1,2,4,3,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,202397,Ish,Smith,I. Smith,ish-smith,,,14,22:34,0,0,2,4,3,7,2,26,1,1,2,1,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,202722,Davis,Bertans,D. Bertans,davis-bertans,,,42,27:54,3,0,5,2,6,9,2,26,1,0,3,1,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,1629655,Daniel,Gafford,D. Gafford,daniel-gafford,,,21,20:01,2,4,0,12,6,4,8,18,1,0,5,0,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,201577,Robin,Lopez,R. Lopez,robin-lopez,,,15,11:48,0,0,0,6,3,5,0,12,0,0,4,1,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,1629067,Isaac,Bonga,I. Bonga,isaac-bonga,,DNP - Coach's Decision,17,,0,0,0,0,0,0,0,0,0,0,0,0,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,1630264,Anthony,Gill,A. Gill,anthony-gill,,DNP - Coach's Decision,16,,0,0,0,0,0,0,0,0,0,0,0,0,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,1628990,Chandler,Hutchison,C. Hutchison,chandler-hutchison,,DNP - Coach's Decision,1,,0,0,0,0,0,0,0,0,0,0,0,0,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,1629726,Garrison,Mathews,G. Mathews,garrison-mathews,,DNP - Coach's Decision,24,,0,0,0,0,0,0,0,0,0,0,0,0,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,1630216,Cassius,Winston,C. Winston,cassius-winston,,DNP - Coach's Decision,5,,0,0,0,0,0,0,0,0,0,0,0,0,2020-21,Playoffs
0042000101,1610612755,Philadelphia,76ers,PHI,sixers,201980,Danny,Green,D. Green,danny-green,F,,14,31:21,3,0,2,2,4,9,11,50,1,0,1,1,2020-21,Playoffs
0042000101,1610612755,Philadelphia,76ers,PHI,sixers,202699,Tobias,Harris,T. Harris,tobias-harris,F,,12,37:02,4,4,5,26,9,11,18,60,0,3,0,3,2020-21,Playoffs
0042000101,1610612755,Philadelphia,76ers,PHI,sixers,203954,Joel,Embiid,J. Embiid,joel-embiid,C,,21,29:46,1,2,0,8,4,6,4,36,1,0,4,9,2020-21,Playoffs
0042000101,1610612755,Philadelphia,76ers,PHI,sixers,203552,Seth,Curry,S. Curry,seth-curry,G,,31,32:08,5,3,3,2,4,7,11,46,0,0,3,0,2020-21,Playoffs
0042000101,1610612755,Philadelphia,76ers,PHI,sixers,1627732,Ben,Simmons,B. Simmons,ben-simmons,G,,25,38:05,2,2,2,6,4,11,11,56,1,0,4,4,2020-21,Playoffs
0042000101,1610612755,Philadelphia,76ers,PHI,sixers,2730,Dwight,Howard,D. Howard,dwight-howard,,,39,18:15,0,3,0,4,5,9,14,40,0,1,2,5,2020-21,Playoffs
0042000101,1610612755,Philadelphia,76ers,PHI,sixers,1629680,Matisse,Thybulle,M. Thybulle,matisse-thybulle,,,22,13:46,0,0,0,0,5,6,7,24,2,0,1,0,2020-21,Playoffs
0042000101,1610612755,Philadelphia,76ers,PHI,sixers,201588,George,Hill,G. Hill,george-hill,,,33,18:25,0,2,2,8,5,8,9,30,0,0,3,0,2020-21,Playoffs
0042000101,1610612755,Philadelphia,76ers,PHI,sixers,1629003,Shake,Milton,S. Milton,shake-milton,,,18,9:39,0,0,0,0,5,4,3,18,0,0,0,1,2020-21,Playoffs
