gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON,SEASON_TYPE
0042000101,1610612764,Washington,Wizards,WAS,wizards,203078,Bradley,Beal,B. Beal,bradley-beal,F,,,40:59,119.3,119.3,126.7,126.7,-7.4,-7.4,0.2,1.0,15.8,0.065,0.167,0.127,15.8,0.587,0.644,0.323,0.323,101.9,101.9,84.91,88.0,0.174,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,1629060,Rui,Hachimura,R. Hachimura,rui-hachimura,F,,,36:08,100.0,100.0,124.7,124.7,-24.7,-24.7,0.0,0.0,0.0,0.0,0.128,0.07,0.0,0.75,0.75,0.096,0.096,102.29,102.29,85.24,77.0,0.073,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,203458,Alex,Len,A. Len,alex-len,C,,,16:11,82.4,82.4,133.3,133.3,-51.0,-51.0,0.0,0.0,0.0,0.0,0.231,0.103,10.0,0.667,0.661,0.263,0.263,99.36,99.36,82.8,34.0,0.099,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,203526,Raul,Neto,R. Neto,raul-neto,G,,,21:44,111.1,111.1,139.1,139.1,-28.0,-28.0,0.056,1.0,14.3,0.059,0.1,0.081,14.3,0.7,0.7,0.125,0.125,100.49,100.49,83.74,45.0,0.068,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,201566,Russell,Westbrook,R. Westbrook,russell-westbrook,G,,,42:41,110.9,110.9,123.3,123.3,-12.5,-12.5,0.4,2.33,36.8,0.026,0.087,0.06,15.8,0.412,0.447,0.231,0.231,102.34,102.34,85.28,92.0,0.079,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,202397,Ish,Smith,I. Smith,ish-smith,,,,22:34,130.6,130.6,114.6,114.6,16.0,16.0,0.083,0.0,18.2,0.0,0.08,0.045,0.0,0.333,0.333,0.161,0.161,103.16,103.16,85.97,49.0,0.05,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,202722,Davis,Bertans,D. Bertans,davis-bertans,,,,27:54,121.3,121.3,108.3,108.3,13.0,13.0,0.038,0.0,9.1,0.0,0.147,0.088,0.0,0.7,0.7,0.143,0.143,104.09,104.09,86.74,61.0,0.104,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,1629655,Daniel,Gafford,D. Gafford,daniel-gafford,,,,20:01,148.9,148.9,117.8,117.8,31.1,31.1,0.087,0.0,25.0,0.154,0.148,0.15,0.0,1.0,1.0,0.12,0.12,107.92,107.92,89.93,45.0,0.125,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,201577,Robin,Lopez,R. Lopez,robin-lopez,,,,11:48,92.0,92.0,103.7,103.7,-11.7,-11.7,0.0,0.0,0.0,0.091,0.077,0.083,20.0,0.75,0.75,0.179,0.179,105.75,105.75,88.12,25.0,0.037,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,1629067,Isaac,Bonga,I. Bonga,isaac-bonga,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,1630264,Anthony,Gill,A. Gill,anthony-gill,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,1628990,Chandler,Hutchison,C. Hutchison,chandler-hutchison,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,1629726,Garrison,Mathews,G. Mathews,garrison-mathews,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21,Playoffs
0042000101,1610612764,Washington,Wizards,WAS,wizards,1630216,Cassius,Winston,C. Winston,cassius-winston,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21,Playoffs
0042000101,1610612755,Philadelphia,76ers,PHI,sixers,201980,Danny,Green,D. Green,danny-green,F,,,31:21,136.4,136.4,111.9,111.9,24.4,24.4,0.069,2.0,22.2,0.03,0.04,0.034,11.1,0.917,0.917,0.089,0.089,101.8,101.8,84.83,66.0,0.086,2020-21,Playoffs
0042000101,1610612755,Philadelphia,76ers,PHI,sixers,202699,Tobias,Harris,T. Harris,tobias-harris,F,,,37:02,120.3,120.3,116.3,116.3,4.0,4.0,0.095,1.0,5.7,0.0,0.194,0.079,5.7,0.552,0.593,0.34,0.34,103.04,103.04,85.87,79.0,0.188,2020-21,Playoffs
0042000101,1610612755,Philadelphia,76ers,PHI,sixers,203954,Joel,Embiid,J. Embiid,joel-embiid,C,,,29:46,125.4,125.4,92.2,92.2,33.2,33.2,0.15,0.6,10.0,0.0,0.222,0.109,16.7,0.563,0.691,0.38,0.38,102.43,102.43,85.35,63.0,0.185,2020-21,Playoffs
0042000101,1610612755,Philadelphia,76ers,PHI,sixers,203552,Seth,Curry,S. Curry,seth-curry,G,,,32:08,123.5,123.5,112.3,112.3,11.2,11.2,0.037,0.0,7.1,0.028,0.125,0.067,0.0,0.577,0.577,0.159,0.159,99.36,99.36,82.8,68.0,0.079,2020-21,Playoffs
