Tm,Year,age_computed_mean,age_computed_std,age_computed_min,age_computed_max,experience_mean,experience_std,experience_max,PER_mean,PER_max,PER_std,WS_sum,WS_mean,WS/48_mean,VORP_sum,VORP_mean,BPM_mean,PTS_mean,TRB_mean,AST_mean,G_mean,roster_size,nationality_diversity,avg_draft_pick,star_player_count,TEAM_ID,W,L,W_PCT,HOME_RECORD,ROAD_RECORD
HOU,1982,24.90909090909091,8.17868626925554,2.0,34.0,7.0,4.69041575982343,14,13.021428571428572,26.8,4.816027499830216,43.7,3.1214285714285714,0.07464285714285714,9.8,0.7000000000000001,-1.6142857142857143,657.1428571428571,270.7857142857143,157.42857142857142,62.07142857142857,14,1,9.545454545454545,1,1610612745.0,,,,,
HOU,1983,28.0,3.861229196653691,23.0,35.0,6.357142857142857,4.378393503367379,15,11.892857142857142,16.0,2.9947298030718215,12.2,0.8714285714285713,0.02114285714285714,-2.7,-0.19285714285714287,-3.5214285714285714,581.7857142857143,247.57142857142858,137.92857142857142,59.5,14,1,10.083333333333334,0,1610612745.0,,,,,
HOU,1984,27.363636363636363,3.5006492904239144,23.0,34.0,5.461538461538462,4.215356541175463,16,13.2,20.1,3.257811126098831,34.1,2.623076923076923,0.06946153846153846,6.3999999999999995,0.4923076923076923,-1.7153846153846155,697.7692307692307,283.3076923076923,169.53846153846155,68.84615384615384,13,1,8.272727272727273,1,1610612745.0,,,,,
HOU,1985,27.083333333333332,3.0883456393154556,23.0,32.0,4.5,3.228479041758971,11,13.278571428571428,21.1,4.14639390526062,44.4,3.1714285714285713,0.08950000000000001,11.6,0.8285714285714285,-1.242857142857143,651.2857142857143,265.7142857142857,159.92857142857142,61.714285714285715,14,1,8.0,1,1610612745.0,,,,,
HOU,1986,26.90909090909091,3.0480992587035436,23.0,33.0,4.3076923076923075,2.689008968145928,10,14.423076923076923,24.2,4.9410110041963815,46.6,3.5846153846153848,0.09769230769230769,12.6,0.9692307692307692,-0.8692307692307693,721.4615384615385,288.46153846153845,178.30769230769232,65.38461538461539,13,1,10.636363636363637,1,1610612745.0,,,,,
HOU,1987,26.923076923076923,2.9569561619323586,23.0,32.0,4.2,3.0284366546831665,11,13.020000000000001,23.8,4.8047892773773135,43.5,2.9,0.07866666666666668,10.799999999999999,0.72,-1.8733333333333335,584.3333333333334,244.73333333333332,148.46666666666667,56.46666666666667,15,1,13.692307692307692,1,1610612745.0,,,,,
HOU,1988,28.25,3.2227881773960316,24.0,33.0,6.5625,3.650913127789631,14,14.25625,23.4,3.7934977263733787,44.5,2.78125,0.098375,10.9,0.68125,-0.675,558.4375,235.5625,121.0,55.125,16,1,11.923076923076923,2,1610612745.0,,,,,
HOU,1989,28.23076923076923,3.059244082935254,22.0,32.0,6.357142857142857,2.9248837677666875,11,11.678571428571429,25.2,5.184619053052473,43.5,3.107142857142857,0.06585714285714286,10.1,0.7214285714285714,-2.242857142857143,635.5,268.92857142857144,144.0,61.642857142857146,14,1,13.615384615384615,1,1610612745.0,,,,,
HOU,1990,28.533333333333335,3.9617216074881005,23.0,37.0,6.125,3.8794329482541645,14,12.40625,24.1,4.583516663000147,45.8,2.8625,0.0755,11.9,0.74375,-1.9562499999999998,547.0,240.9375,137.125,52.4375,16,1,14.076923076923077,1,1610612745.0,,,,,
HOU,1991,27.615384615384617,3.1500915737605033,24.0,33.0,5.214285714285714,3.8864373923164655,12,13.407142857142857,24.3,4.677189209461052,50.6,3.6142857142857143,0.09428571428571429,13.9,0.9928571428571429,-1.55,625.2142857142857,270.2142857142857,136.14285714285714,60.0,14,1,14.222222222222221,1,1610612745.0,,,,,
