player,season_start,salary,salary_real_2023
Patrick Ewing,1990,4250000,9694547
Hot Rod Williams,1990,3785000,8633850
Hakeem Olajuwon,1990,3175000,7242397
Charles Barkley,1990,2900000,6615103
Chris Mullin,1990,2850000,6501049
Isiah Thomas,1990,2720000,6204510
Danny Ferry,1990,2640000,6022024
Robert Parish,1990,2500000,5702675
Michael Jordan,1990,2500000,5702675
Moses Malone,1990,2406000,5488254
Magic Johnson,1990,2400000,5474568
Wayman Tisdale,1990,2330000,5314893
Pervis Ellison,1990,2300000,5246461
David Robinson,1990,2265000,5166623
Karl Malone,1990,2260000,5155218
Ralph Sampson,1990,2250000,5132407
Danny Manning,1990,2200000,5018354
Blair Rasmussen,1990,2185000,4984138
Chuck Person,1990,2150000,4904300
Derrick Coleman,1990,2100000,4790247
Dominique Wilkins,1990,2065000,4710409
Tom Chambers,1990,2060000,4699004
Sam Bowie,1990,2000000,4562140
LaSalle Thompson,1990,2000000,4562140
Willie Burton,1990,2000000,4562140
Terry Porter,1990,2000000,4562140
John Stockton,1990,2000000,4562140
Mark Eaton,1990,2000000,4562140
Sam Perkins,1990,1970000,4493708
Terry Cummings,1990,1860000,4242790
Sean Elliott,1990,1800000,4105926
Mark Jackson,1990,1785000,4071710
Otis Thorpe,1990,1760000,4014683
A.C. Green,1990,1750000,3991872
Benoit Benjamin,1990,1750000,3991872
Kevin Johnson,1990,1750000,3991872
Kevin Duckworth,1990,1710000,3900629
Alton Lister,1990,1700000,3877819
Gary Payton,1990,1685000,3843603
Mahmoud Abdul-Rauf,1990,1660000,3786576
Mike Gminski,1990,1650000,3763765
Rolando Blackman,1990,1650000,3763765
James Worthy,1990,1600000,3649712
Alec Kessler,1990,1600000,3649712
Jack Sikma,1990,1600000,3649712
Bernard King,1990,1600000,3649712
Dennis Scott,1990,1560000,3558469
Jon Koncak,1990,1550000,3535658
Glen Rice,1990,1550000,3535658
Buck Williams,1990,1550000,3535658
Derek Harper,1990,1519000,3464945
Fat Lever,1990,1519000,3464945
Bill Laimbeer,1990,1510000,3444415
Larry Bird,1990,1500000,3421605
Kendall Gill,1990,1500000,3421605
Alex English,1990,1500000,3421605
Danny Schayes,1990,1500000,3421605
Johnny Dawkins,1990,1500000,3421605
Kevin McHale,1990,1400000,3193498
Mark Price,1990,1400000,3193498
Vinnie Johnson,1990,1400000,3193498
Sleepy Floyd,1990,1400000,3193498
Xavier McDaniel,1990,1400000,3193498
Greg Anderson,1990,1365000,3113660
Ron Harper,1990,1365000,3113660
Rik Smits,1990,1350000,3079444
Rick Mahorn,1990,1330000,3033823
Brad Daugherty,1990,1320000,3011012
Manute Bol,1990,1300000,2965391
Brad Lohaus,1990,1275000,2908364
Sarunas Marciulionis,1990,1270000,2896958
Larry Nance,1990,1260000,2874148
Roy Hinson,1990,1250000,2851337
J.R. Reid,1990,1250000,2851337
Dale Ellis,1990,1250000,2851337
Jim Petersen,1990,1235000,2817121
Brian Shaw,1990,1212000,2764656
Drazen Petrovic,1990,1200000,2737284
Johnny Newman,1990,1200000,2737284
Tony Campbell,1990,1200000,2737284
Armen Gilliam,1990,1200000,2737284
Clyde Drexler,1990,1180000,2691662
Detlef Schrempf,1990,1160000,2646041
Randy Breuer,1990,1150000,2623230
Mark Aguirre,1990,1115000,2543393
Bill Cartwright,1990,1100000,2509177
Byron Scott,1990,1100000,2509177
Ricky Pierce,1990,1100000,2509177
Jeff Hornacek,1990,1100000,2509177
Wayne Cooper,1990,1100000,2509177
Terry Catledge,1990,1085000,2474961
Felton Spencer,1990,1070000,2440744
Ken Norman,1990,1050000,2395123
Charles Oakley,1990,1050000,2395123
Joe Dumars,1990,1035000,2360907
Kiki Vandeweghe,1990,1025000,2338096
Kelly Tripucka,1990,1000000,2281070
Horace Grant,1990,1000000,2281070
Stacey King,1990,1000000,2281070
Herb Williams,1990,1000000,2281070
Tyrone Hill,1990,1000000,2281070
Charles Smith,1990,1000000,2281070
Maurice Cheeks,1990,1000000,2281070
Eddie Johnson,1990,1000000,2281070
Hersey Hawkins,1990,1000000,2281070
Thurl Bailey,1990,1000000,2281070
John Williams,1990,1000000,2281070
Joe Wolf,1990,990000,2258259
Rodney McCray,1990,985000,2246854
Sam Vincent,1990,980000,2235448
Derrick McKey,1990,962000,2194389
Chris Dudley,1990,950000,2167016
Bo Kimble,1990,950000,2167016
George McCloud,1990,940000,2144205
James Edwards,1990,935000,2132800
Lionel Simmons,1990,930000,2121395
Craig Ehlo,1990,925000,2109989
Dennis Hopson,1990,915000,2087179
Jeff Malone,1990,915000,2087179
Michael Cage,1990,910000,2075773
Frank Brickowski,1990,905000,2064368
Dell Curry,1990,900000,2052963
Lester Conner,1990,900000,2052963
Kurt Rambis,1990,900000,2052963
Walter Davis,1990,900000,2052963
Paul Pressey,1990,900000,2052963
Doc Rivers,1990,895000,2041557
James Donaldson,1990,880000,2007341
Dennis Rodman,1990,880000,2007341
Kenny Walker,1990,875000,1995936
Mark West,1990,875000,1995936
Alvin Robertson,1990,870000,1984530
Joe Kleine,1990,850000,1938909
William Bedford,1990,850000,1938909
Mitch Richmond,1990,850000,1938909
Darrell Griffith,1990,850000,1938909
Sidney Green,1990,837000,1909255
Trent Tucker,1990,835000,1904693
Tyrone Corbin,1990,830000,1893288
Michael Adams,1990,825000,1881882
Loy Vaught,1990,825000,1881882
Muggsy Bogues,1990,805000,1836261
Orlando Woolridge,1990,805000,1836261
Rumeal Robinson,1990,800000,1824856
Tree Rollins,1990,800000,1824856
Larry Smith,1990,800000,1824856
Travis Mays,1990,800000,1824856
Tom Hammonds,1990,800000,1824856
Tim McCormick,1990,775000,1767829
Vlade Divac,1990,770000,1756423
Reggie Theus,1990,765000,1745018
Scottie Pippen,1990,765000,1745018
Roy Tarpley,1990,765000,1745018
Mike Sanders,1990,760000,1733613
Rony Seikaly,1990,755000,1722207
Ed Pinckney,1990,750000,1710802
Chris Morris,1990,750000,1710802
Cliff Levingston,1990,750000,1710802
David Wingate,1990,750000,1710802
Randy White,1990,730000,1665181
Gerald Wilkins,1990,725000,1653775
Nick Anderson,1990,725000,1653775
Danny Ainge,1990,725000,1653775
Willie Anderson,1990,725000,1653775
Kenny Smith,1990,700000,1596749
Bill Wennington,1990,700000,1596749
Fred Roberts,1990,690000,1573938
Kevin Willis,1990,685000,1562532
Rex Chapman,1990,675000,1539722
Buck Johnson,1990,675000,1539722
Tim Perry,1990,675000,1539722
Charles Jones,1990,675000,1539722
Vern Fleming,1990,667000,1521473
Nate McMillan,1990,658000,1500944
Reggie Miller,1990,654000,1491819
Alexander Volkov,1990,650000,1482695
Dave Jamerson,1990,650000,1482695
Jay Humphries,1990,650000,1482695
Sedale Threatt,1990,650000,1482695
Duane Causwell,1990,650000,1482695
Dave Greenwood,1990,650000,1482695
Mike Brown,1990,650000,1482695
Chucky Brown,1990,630000,1437074
Mychal Thompson,1990,615000,1402858
Pooh Richardson,1990,615000,1402858
Antoine Carr,1990,610000,1391452
Darrell Walker,1990,610000,1391452
Jeff Grayer,1990,605000,1380047
Larry Krystkowiak,1990,605000,1380047
Ledell Eackles,1990,605000,1380047
Terry Mills,1990,600000,1368642
Craig Hodges,1990,600000,1368642
Brad Davis,1990,600000,1368642
Olden Polynice,1990,600000,1368642
Andrew Lang,1990,600000,1368642
John Battle,1990,590000,1345831
Tod Murphy,1990,590000,1345831
John Salley,1990,575000,1311615
Elden Campbell,1990,575000,1311615
Gerald Glass,1990,575000,1311615
Todd Lichti,1990,565000,1288804
Jerrod Mustaf,1990,565000,1288804
John Bagley,1990,550000,1254588
Larry Drew,1990,550000,1254588
Terry Teagle,1990,550000,1254588
Ed Nealy,1990,550000,1254588
Jerome Kersey,1990,550000,1254588
Bob Hansen,1990,550000,1254588
Steve Kerr,1990,548000,1250026
Dee Brown,1990,547000,1247745
Gary Grant,1990,530000,1208967
Michael Smith,1990,525000,1197561
Mookie Blaylock,1990,525000,1197561
Derrick Chievous,1990,525000,1197561
Winston Bennett,1990,525000,1197561
Dwayne Schintzius,1990,520000,1186156
Sidney Moncrief,1990,510000,1163345
Spud Webb,1990,510000,1163345
Bill Hanzlik,1990,510000,1163345
Les Jepsen,1990,505000,1151940
Jerome Lane,1990,500000,1140535
Tim Hardaway,1990,500000,1140535
Rod Higgins,1990,500000,1140535
Randy Wittman,1990,500000,1140535
Sam Mitchell,1990,500000,1140535
Dana Barros,1990,500000,1140535
Jayson Williams,1990,500000,1140535
Mark Alarie,1990,500000,1140535
Eric Leckner,1990,485000,1106318
Greg Kite,1990,480000,1094913
Harvey Grant,1990,475000,1083508
Negele Knight,1990,468000,1067540
Brian Oliver,1990,455000,1037886
Will Perdue,1990,450000,1026481
Scott Hastings,1990,450000,1026481
Winston Garland,1990,450000,1026481
Jerry Reynolds,1990,450000,1026481
Otis Smith,1990,450000,1026481
Danny Young,1990,450000,1026481
Mark Acres,1990,437000,996827
Dan Majerle,1990,430000,980860
BJ Armstrong,1990,425000,969454
Kevin Edwards,1990,425000,969454
Quintin Dailey,1990,425000,969454
Ron Anderson,1990,425000,969454
Tate George,1990,410000,935238
Jeff Turner,1990,410000,935238
Scott Skiles,1990,408000,930676
Tom Tolbert,1990,405000,923833
Mark Bryant,1990,405000,923833
Reggie Lewis,1990,400000,912428
Ken Bannister,1990,400000,912428
Billy Thompson,1990,400000,912428
Adrian Dantley,1990,400000,912428
Eddie Lee Wilkins,1990,400000,912428
Dave Hoppen,1990,400000,912428
Kenny Payne,1990,400000,912428
Rod Strickland,1990,400000,912428
Alaa Abdelnaby,1990,395000,901022
John Paxson,1990,385000,878211
Kevin Gamble,1990,375000,855401
Byron Irvin,1990,375000,855401
Anthony Cook,1990,370000,843995
Lance Blanks,1990,365000,832590
Jack Haley,1990,360000,821185
Brian Quinnett,1990,360000,821185
Blue Edwards,1990,360000,821185
Kenny Gattison,1990,355000,809779
John Morton,1990,350000,798374
Kenny Battle,1990,350000,798374
Shawn Kemp,1990,350000,798374
Joe Barry Carroll,1990,350000,798374
Morlon Wiley,1990,347000,791531
Tom Garrick,1990,340000,775563
Jon Sundvold,1990,335000,764158
Bob Thornton,1990,335000,764158
Micheal Williams,1990,325000,741347
Mike Smrek,1990,325000,741347
Sherman Douglas,1990,325000,741347
Randolph Keys,1990,322000,734504
Derek Smith,1990,315000,718537
David Wood,1990,300000,684321
Greg Dreiling,1990,300000,684321
Grant Long,1990,300000,684321
Greg Grant,1990,300000,684321
Dave Corzine,1990,300000,684321
Scott Meents,1990,300000,684321
Rory Sparrow,1990,300000,684321
Steve Colter,1990,300000,684321
Scott Brooks,1990,295000,672915
Bimbo Coles,1990,290000,661510
Adrian Caldwell,1990,275000,627294
Dave Feitl,1990,275000,627294
A.J. English,1990,275000,627294
Greg Foster,1990,275000,627294
Steve Alford,1990,250000,570267
Vernon Maxwell,1990,250000,570267
Terry Davis,1990,250000,570267
Cliff Robinson,1990,250000,570267
Doug West,1990,230000,524646
Jud Buechler,1990,225000,513240
Frank Kornet,1990,225000,513240
Walter Palmer,1990,225000,513240
Stojko Vrankovic,1990,222000,506397
Delaney Rudd,1990,215000,490430
Marcus Liberty,1990,210000,479024
Jeff Martin,1990,210000,479024
Gary Leonard,1990,200000,456214
Steve Scheffler,1990,200000,456214
Milos Babic,1990,200000,456214
Michael Ansley,1990,200000,456214
Kevin Pritchard,1990,185000,421997
Kenny Williams,1990,175000,399187
Cedric Ceballos,1990,175000,399187
Derrick Gervin,1990,155000,353565
Scott Williams,1990,150000,342160
John Shasky,1990,150000,342160
John Long,1990,150000,342160
Keith Askins,1990,150000,342160
Richard Coffey,1990,150000,342160
Sean Higgins,1990,150000,342160
Tony Massenburg,1990,150000,342160
Alan Ogg,1990,130000,296539
Ian Lockhart,1990,130000,296539
Duane Ferrell,1990,125000,285133
Gerald Henderson,1990,125000,285133
Rick Calloway,1990,125000,285133
Kurk Lee,1990,120000,273728
Gerald Paddio,1990,120000,273728
Matt Bullard,1990,120000,273728
Kennard Winchester,1990,120000,273728
Tony Smith,1990,120000,273728
Irving Thomas,1990,120000,273728
Steve Henson,1990,120000,273728
John Starks,1990,120000,273728
Rickey Green,1990,120000,273728
Andy Toolson,1990,120000,273728
Haywoode Workman,1990,120000,273728
Jim Grandholm,1990,115000,262323
Andre Turner,1990,110000,250917
Darnell Valentine,1990,100000,228107
Paul Mokeski,1990,100000,228107
Dave Popson,1990,80000,182485
Scott Haffner,1990,75000,171080
Henry James,1990,75000,171080
Mario Elie,1990,50000,114053
Avery Johnson,1990,50000,114053
Alan Bannister,1990,50000,114053
Tony Brown,1990,50000,114053
A.J. Wynder,1990,30000,68432
Kelvin Upshaw,1990,30000,68432
Anthony Frederick,1990,30000,68432
Larry Bird,1991,7070000,15403814
Hot Rod Williams,1991,3786000,8248775
Kevin McHale,1991,3500000,7625650
Reggie Lewis,1991,3340000,7277049
Michael Jordan,1991,3250000,7080961
Reggie Miller,1991,3211000,6995989
Charles Barkley,1991,3200000,6972023
Hakeem Olajuwon,1991,3170000,6906660
Patrick Ewing,1991,3139000,6839119
Dominique Wilkins,1991,3100000,6754147
Robert Parish,1991,3000000,6536272
Isiah Thomas,1991,2960000,6449121
Benoit Benjamin,1991,2875000,6263927
Chris Mullin,1991,2844000,6196385
Danny Ferry,1991,2843000,6194207
Scottie Pippen,1991,2770000,6035157
Ralph Sampson,1991,2685000,5849963
Karl Malone,1991,2556000,5568903
Bernard King,1991,2525000,5501362
Sam Perkins,1991,2507000,5462144
Magic Johnson,1991,2500000,5446893
Wayman Tisdale,1991,2333000,5083040
Derrick Coleman,1991,2300000,5011141
Danny Manning,1991,2300000,5011141
Pervis Ellison,1991,2300000,5011141
Tom Chambers,1991,2275000,4956672
Steve Smith,1991,2250000,4902204
Brad Daugherty,1991,2245000,4891310
David Robinson,1991,2240000,4880416
Chuck Person,1991,2156000,4697400
John Stockton,1991,2100000,4575390
Kevin Duckworth,1991,2013000,4385838
Mahmoud Abdul-Rauf,1991,2008000,4374944
Dikembe Mutombo,1991,2005000,4368408
Rony Seikaly,1991,2002000,4361872
Jon Koncak,1991,2000000,4357514
Sam Bowie,1991,2000000,4357514
Bill Cartwright,1991,2000000,4357514
John Salley,1991,2000000,4357514
LaSalle Thompson,1991,2000000,4357514
Dennis Scott,1991,1980000,4313939
Larry Johnson,1991,1955000,4259470
Kevin Johnson,1991,1950000,4248576
Scott Skiles,1991,1925000,4194107
Rolando Blackman,1991,1920000,4183214
Kendall Gill,1991,1908000,4157069
Gary Payton,1991,1883000,4102600
Terry Cummings,1991,1861000,4054667
Mike Gminski,1991,1850000,4030701
Kenny Anderson,1991,1828000,3982768
Mychal Thompson,1991,1807000,3937014
Sean Elliott,1991,1802000,3926120
Terry Porter,1991,1787000,3893439
Otis Thorpe,1991,1786000,3891260
Horace Grant,1991,1750000,3812825
A.C. Green,1991,1750000,3812825
James Worthy,1991,1750000,3812825
Ricky Pierce,1991,1750000,3812825
Derek Harper,1991,1725000,3758356
Johnny Dawkins,1991,1700000,3703887
Buck Williams,1991,1700000,3703887
Ron Harper,1991,1650000,3594949
Kenny Smith,1991,1633000,3557910
Xavier McDaniel,1991,1625000,3540480
Fat Lever,1991,1619000,3527408
John Paxson,1991,1600000,3486011
Danny Schayes,1991,1600000,3486011
Moses Malone,1991,1600000,3486011
Luc Longley,1991,1590000,3464224
Vinnie Johnson,1991,1580000,3442436
Jeff Malone,1991,1580000,3442436
Blair Rasmussen,1991,1558000,3394503
Mark Price,1991,1520000,3311711
Billy Owens,1991,1509000,3287744
Doug Smith,1991,1500000,3268136
Sleepy Floyd,1991,1500000,3268136
Greg Anderson,1991,1465000,3191879
Jeff Hornacek,1991,1428000,3111265
Willie Burton,1991,1402000,3054617
Kevin Gamble,1991,1400000,3050260
Michael Cage,1991,1390000,3028472
Terry Catledge,1991,1386000,3019757
Clyde Drexler,1991,1378000,3002327
Brad Lohaus,1991,1377000,3000148
Drazen Petrovic,1991,1375000,2995791
Bill Laimbeer,1991,1369000,2982718
Larry Nance,1991,1363000,2969646
Cliff Levingston,1991,1350000,2941322
Rik Smits,1991,1350000,2941322
Armen Gilliam,1991,1350000,2941322
Manute Bol,1991,1350000,2941322
Felton Spencer,1991,1340000,2919534
Alton Lister,1991,1333000,2904283
Mark Eaton,1991,1333000,2904283
Charles Shackleford,1991,1332000,2902104
Brian Shaw,1991,1313000,2860708
Michael Adams,1991,1309000,2851993
Glen Rice,1991,1302000,2836742
Dale Ellis,1991,1300000,2832384
Jerry Reynolds,1991,1300000,2832384
Joe Dumars,1991,1295000,2821490
Lionel Simmons,1991,1289000,2808418
Detlef Schrempf,1991,1278000,2784451
Sarunas Marciulionis,1991,1267000,2760485
Antoine Carr,1991,1263000,2751770
Sam Vincent,1991,1260000,2745234
J.R. Reid,1991,1250000,2723446
Sherman Douglas,1991,1250000,2723446
Randy Breuer,1991,1250000,2723446
Mark Jackson,1991,1250000,2723446
Mark Aguirre,1991,1232000,2684229
Walter Davis,1991,1215000,2647189
Johnny Newman,1991,1206000,2627581
Tyrone Hill,1991,1200000,2614508
Wayne Cooper,1991,1200000,2614508
Doc Rivers,1991,1195000,2603615
Herb Williams,1991,1183000,2577469
Tony Campbell,1991,1183000,2577469
Mike Brown,1991,1175000,2560039
Ken Norman,1991,1150000,2505570
Bo Kimble,1991,1150000,2505570
Alec Kessler,1991,1122000,2444565
Derrick McKey,1991,1112000,2422778
Stacey King,1991,1100000,2396633
Byron Scott,1991,1100000,2396633
John Williams,1991,1100000,2396633
Dennis Rodman,1991,1075000,2342164
Sidney Green,1991,1063000,2316019
Frank Brickowski,1991,1055000,2298589
Charles Smith,1991,1050000,2287695
Charles Oakley,1991,1050000,2287695
Eddie Johnson,1991,1050000,2287695
Alvin Robertson,1991,1033000,2250656
Rumeal Robinson,1991,1025000,2233226
Rodney McCray,1991,1025000,2233226
Kiki Vandeweghe,1991,1020000,2222332
Dell Curry,1991,1006000,2191829
Maurice Cheeks,1991,1000000,2178757
Travis Mays,1991,1000000,2178757
Chris Dudley,1991,1000000,2178757
Loy Vaught,1991,1000000,2178757
Thurl Bailey,1991,1000000,2178757
Ron Anderson,1991,1000000,2178757
Paul Pressey,1991,1000000,2178757
Larry Smith,1991,997000,2172221
George McCloud,1991,990000,2156969
Mark West,1991,975000,2124288
Mark Macon,1991,970000,2113394
Orlando Woolridge,1991,957000,2085070
Joe Kleine,1991,950000,2069819
Jeff Grayer,1991,950000,2069819
Kurt Rambis,1991,950000,2069819
Dennis Hopson,1991,950000,2069819
Mitch Richmond,1991,950000,2069819
Roy Hinson,1991,943000,2054568
Vlade Divac,1991,942000,2052389
Rex Chapman,1991,940000,2048031
Jim Petersen,1991,936000,2039316
James Edwards,1991,933000,2032780
Gary Grant,1991,928000,2021886
Craig Ehlo,1991,925000,2015350
Joe Barry Carroll,1991,925000,2015350
Tyrone Corbin,1991,922000,2008814
Muggsy Bogues,1991,906000,1973954
Ed Pinckney,1991,900000,1960881
William Bedford,1991,900000,1960881
Lester Conner,1991,900000,1960881
James Donaldson,1991,880000,1917306
Stacey Augmon,1991,875000,1906412
Greg Anthony,1991,865000,1884625
Mike Sanders,1991,860000,1873731
Randy White,1991,855000,1862837
Terry Mills,1991,850000,1851943
Darrell Griffith,1991,850000,1851943
Dave Jamerson,1991,840000,1830156
Tim McCormick,1991,825000,1797474
Tom Hammonds,1991,825000,1797474
Duane Causwell,1991,820000,1786581
Trent Tucker,1991,813000,1771329
Hersey Hawkins,1991,805000,1753899
Gerald Wilkins,1991,795000,1732112
Fred Roberts,1991,791000,1723397
Ledell Eackles,1991,780000,1699430
Bison Dele,1991,777000,1692894
Buck Johnson,1991,775000,1688536
Willie Anderson,1991,775000,1688536
Joe Wolf,1991,763000,1662391
Vern Fleming,1991,760000,1655855
Jay Humphries,1991,760000,1655855
Pooh Richardson,1991,760000,1655855
Tod Murphy,1991,760000,1655855
Victor Alexander,1991,750000,1634068
Olden Polynice,1991,750000,1634068
Nick Anderson,1991,750000,1634068
Charles Jones,1991,750000,1634068
Jerrod Mustaf,1991,735000,1601386
Nate McMillan,1991,733000,1597029
Kevin Willis,1991,725000,1579599
Danny Ainge,1991,725000,1579599
Dee Brown,1991,705000,1536023
Gerald Glass,1991,705000,1536023
Craig Hodges,1991,700000,1525130
John Battle,1991,700000,1525130
Chris Gatling,1991,700000,1525130
Terry Teagle,1991,700000,1525130
Greg Kite,1991,700000,1525130
Andrew Lang,1991,700000,1525130
Alexander Volkov,1991,675000,1470661
Tim Perry,1991,675000,1470661
Stojko Vrankovic,1991,665000,1448873
Darrell Walker,1991,665000,1448873
Mike Woodson,1991,658000,1433622
Chris Morris,1991,650000,1416192
Jayson Williams,1991,650000,1416192
Ed Nealy,1991,650000,1416192
Dwayne Schintzius,1991,650000,1416192
Chucky Brown,1991,640000,1394404
Jerome Lane,1991,640000,1394404
Tim Hardaway,1991,640000,1394404
Sam Mitchell,1991,630000,1372617
Michael Smith,1991,625000,1361723
Kevin Brooks,1991,625000,1361723
LaBradford Smith,1991,620000,1350829
Eric Leckner,1991,618000,1346472
John Turner,1991,615000,1339935
Sedale Threatt,1991,612000,1333399
Larry Krystkowiak,1991,605000,1318148
Bob Hansen,1991,600000,1307254
Brad Davis,1991,600000,1307254
Brad Sellers,1991,600000,1307254
Greg Dreiling,1991,600000,1307254
Larry Drew,1991,600000,1307254
Kevin Edwards,1991,600000,1307254
Rich King,1991,600000,1307254
Eric Murdock,1991,600000,1307254
Mookie Blaylock,1991,575000,1252785
Elden Campbell,1991,575000,1252785
Anthony Bonner,1991,568000,1237534
Todd Lichti,1991,565000,1230997
Jerome Kersey,1991,561000,1222282
Spud Webb,1991,560000,1220104
Steve Kerr,1991,553000,1204852
John Bagley,1991,550000,1198316
Rod Higgins,1991,550000,1198316
Randy Wittman,1991,550000,1198316
Jeff Turner,1991,550000,1198316
Stanley Roberts,1991,550000,1198316
Danny Young,1991,550000,1198316
Mark Alarie,1991,550000,1198316
Mark Acres,1991,547000,1191780
Dan Majerle,1991,535000,1165635
Rick Fox,1991,525000,1143847
Terrell Brandon,1991,525000,1143847
Winston Bennett,1991,525000,1143847
Otis Smith,1991,525000,1143847
Stuart Gray,1991,520000,1132953
Bill Hanzlik,1991,508000,1106808
Tom Tolbert,1991,506000,1102451
Les Jepsen,1991,504000,1098093
Duane Ferrell,1991,500000,1089378
Will Perdue,1991,500000,1089378
Alex English,1991,500000,1089378
Scott Hastings,1991,500000,1089378
Micheal Williams,1991,500000,1089378
Dana Barros,1991,500000,1089378
Dave Hoppen,1991,500000,1089378
Alaa Abdelnaby,1991,494000,1076306
Tate George,1991,481000,1047982
Anthony Cook,1991,480000,1045803
Henry James,1991,477000,1039267
Pete Chilcutt,1991,475000,1034909
Cliff Robinson,1991,474000,1032730
Negele Knight,1991,469000,1021837
Kenny Gattison,1991,456000,993513
Brian Oliver,1991,456000,993513
John Morton,1991,450000,980440
Winston Garland,1991,450000,980440
Brian Quinnett,1991,450000,980440
Andrew Toney,1991,450000,980440
Mark Bryant,1991,450000,980440
Harvey Grant,1991,450000,980440
Rickey Green,1991,445000,969546
BJ Armstrong,1991,435000,947759
Dale Davis,1991,430000,936865
Shawn Kemp,1991,430000,936865
Reggie Williams,1991,425000,925971
Quintin Dailey,1991,425000,925971
Lance Blanks,1991,415000,904184
Kenny Payne,1991,410000,893290
Mike Holton,1991,400000,871502
Tony Smith,1991,400000,871502
Scott Brooks,1991,400000,871502
John Starks,1991,400000,871502
Rod Strickland,1991,400000,871502
Blue Edwards,1991,390000,849715
Jeff Sanders,1991,385000,838821
Terry Davis,1991,382000,832285
Tree Rollins,1991,375000,817034
Scott Williams,1991,350000,762565
Steve Henson,1991,350000,762565
Greg Foster,1991,339000,738598
Bob Thornton,1991,335000,729883
Mitchell Wiggins,1991,335000,729883
Jon Sundvold,1991,333000,725526
Vernon Maxwell,1991,325000,708096
Carl Herrera,1991,325000,708096
A.J. English,1991,325000,708096
Jim Les,1991,323000,703738
Rafael Addison,1991,311000,677593
Doug West,1991,310000,675414
Ken Bannister,1991,300000,653627
Jack Haley,1991,300000,653627
Dave Corzine,1991,300000,653627
Kevin Pritchard,1991,288000,627481
Matt Bullard,1991,275000,599158
Kenny Williams,1991,275000,599158
Walter Palmer,1991,275000,599158
Ian Lockhart,1991,263000,573013
Marcus Liberty,1991,260000,566476
Grant Long,1991,252000,549046
John Shasky,1991,250000,544689
Kelvin Upshaw,1991,250000,544689
Mark Hughes,1991,250000,544689
Cedric Ceballos,1991,250000,544689
Andy Toolson,1991,250000,544689
David Wingate,1991,250000,544689
Haywoode Workman,1991,250000,544689
Delaney Rudd,1991,240000,522901
David Benoit,1991,230000,501114
Jim Paxson,1991,225000,490220
Rodney Monroe,1991,217000,472790
Bimbo Coles,1991,212000,461896
Anthony Mason,1991,210000,457539
Randy Brown,1991,210000,457539
Keith Askins,1991,202000,440108
Alan Ogg,1991,202000,440108
Jimmy Oliver,1991,200000,435751
Myron Brown,1991,200000,435751
Tom Garrick,1991,200000,435751
Tony Massenburg,1991,200000,435751
Mike Iuzzolino,1991,185000,403070
Mark Randall,1991,180000,392176
LeRon Ellis,1991,180000,392176
Jawann Oldham,1991,175000,381282
Greg Sutton,1991,175000,381282
Tom Copa,1991,160000,348601
Doug Lee,1991,150000,326813
Lamont Strothers,1991,150000,326813
Dave Feitl,1991,135000,294132
Vincent Askew,1991,135000,294132
Gary Leonard,1991,130000,283238
A.J. Wynder,1991,130000,283238
Anthony Frederick,1991,130000,283238
Darnell Valentine,1991,130000,283238
Donald Hodge,1991,130000,283238
Bob McCann,1991,130000,283238
Charles Thomas,1991,130000,283238
Mario Elie,1991,130000,283238
Sean Green,1991,130000,283238
Elliot Perry,1991,130000,283238
Lanard Copeland,1991,130000,283238
Tony Brown,1991,130000,283238
Keith Owens,1991,130000,283238
Bobby Phills,1991,130000,283238
Patrick Eddie,1991,130000,283238
Bart Kofoed,1991,130000,283238
Marty Conlon,1991,130000,283238
Derek Strong,1991,130000,283238
Robert Reid,1991,130000,283238
Tharon Mayes,1991,130000,283238
Ennis Whatley,1991,130000,283238
Robert Pack,1991,130000,283238
Donald Royal,1991,130000,283238
Morlon Wiley,1991,130000,283238
Corey Crowder,1991,130000,283238
Isaac Austin,1991,130000,283238
Andre Turner,1991,130000,283238
Larry Stewart,1991,130000,283238
Rory Sparrow,1991,126000,274523
Paul Graham,1991,125000,272344
Kennard Winchester,1991,120000,261450
Chuck Nevitt,1991,118000,257093
Dan Godfread,1991,100000,217875
David Robinson,1992,5720000,12089150
Michael Jordan,1992,4000000,8453951
Hot Rod Williams,1992,3786000,8001665
Vlade Divac,1992,3633000,7678301
Robert Parish,1992,3513000,7424682
Dominique Wilkins,1992,3500000,7397207
Kevin McHale,1992,3500000,7397207
Scottie Pippen,1992,3425000,7238695
Reggie Lewis,1992,3320000,7016779
Patrick Ewing,1992,3300000,6974509
Reggie Miller,1992,3211000,6786409
Benoit Benjamin,1992,3175000,6710324
Hakeem Olajuwon,1992,3170000,6699756
Danny Ferry,1992,3143000,6642692
Sam Perkins,1992,3047000,6439797
Shaquille O'Neal,1992,3000000,6340463
Brad Daugherty,1992,2923000,6177725
Derrick Coleman,1992,2870000,6065710
Karl Malone,1992,2854000,6031894
Chris Mullin,1992,2844000,6010759
Larry Nance,1992,2775000,5864928
Ralph Sampson,1992,2685000,5674714
Jerome Kersey,1992,2655000,5611310
Sam Bowie,1992,2600000,5495068
Danny Manning,1992,2600000,5495068
Larry Johnson,1992,2540000,5368259
Magic Johnson,1992,2500000,5283719
Bernard King,1992,2500000,5283719
Jon Koncak,1992,2450000,5178045
Kevin Willis,1992,2425000,5125208
Charles Barkley,1992,2420000,5114640
Terry Cummings,1992,2407000,5087165
