player,season_start,salary,salary_real_2023
Kevin Ollie,2008,1262275,1709325
Theo Ratliff,2008,1262275,1709325
Sam Cassell,2008,1262275,1709325
Jacque Vaughn,2008,1262275,1709325
Roko Ukic,2008,1250000,1692702
Ryan Anderson,2008,1225200,1659119
Jared Dudley,2008,1222320,1655219
Josh Boone,2008,1212120,1641407
Ronnie Price,2008,1188000,1608744
Courtney Lee,2008,1176240,1592819
Wilson Chandler,2008,1173480,1589082
Kyle Lowry,2008,1163520,1575594
Anthony Carter,2008,1147533,1553945
Lindsey Hunter,2008,1143473,1548447
Jamaal Magloire,2008,1141838,1546233
Ryan Bowen,2008,1141838,1546233
Sean Marks,2008,1141838,1546233
Michael Ruffin,2008,1141838,1546233
Kosta Koufos,2008,1129320,1529282
Rudy Fernandez,2008,1084080,1468020
Morris Almond,2008,1081440,1464445
Jordan Farmar,2008,1080000,1462495
Ime Udoka,2008,1080000,1462495
Sergio Rodriguez,2008,1048800,1420245
Aaron Brooks,2008,1045560,1415857
Maurice Ager,2008,1042440,1411632
Nicolas Batum,2008,1040640,1409195
Mardy Collins,2008,1034760,1401232
Arron Afflalo,2008,1015440,1375070
Ian Mahinmi,2008,1009200,1366620
George Hill,2008,1006200,1362557
Alando Tucker,2008,1001880,1356708
Chris Andersen,2008,998398,1351992
Mike Wilks,2008,998398,1351992
Devin Brown,2008,998398,1351992
Melvin Ely,2008,998398,1351992
Juan Dixon,2008,998398,1351992
Darrell Arthur,2008,977160,1323233
Ryan Hollins,2008,972581,1317032
Chris Quinn,2008,972581,1317032
Donte Greene,2008,971160,1315108
DJ White,2008,964080,1305520
JR Giddens,2008,957120,1296095
Keith McLeod,2008,926678,1254872
Dahntay Jones,2008,926678,1254872
Kareem Rush,2008,926678,1254872
Matt Barnes,2008,926678,1254872
Yakhouba Diawara,2008,875000,1184891
Gerald Green,2008,854957,1157750
Josh Powell,2008,854957,1157750
Quinton Ross,2008,854957,1157750
Royal Ivey,2008,854957,1157750
Brandon Bass,2008,826269,1118902
James Singleton,2008,826269,1118902
Von Wafer,2008,826269,1118902
Stephen Graham,2008,826269,1118902
Shavlik Randolph,2008,826269,1118902
Jake Voskuhl,2008,826153,1118745
Joey Dorsey,2008,816500,1105673
Kyrylo Fesenko,2008,810000,1096871
Kyle Weaver,2008,806452,1092066
Randolph Morris,2008,797581,1080054
Solomon Jones,2008,797581,1080054
Leon Powe,2008,797581,1080054
Anthony Roberson,2008,797581,1080054
Tarence Kinsey,2008,797581,1080054
Steve Novak,2008,797581,1080054
Cheikh Samb,2008,797581,1080054
Shannon Brown,2008,797581,1080054
Juaquin Hawkins,2008,797581,1080054
Paul Millsap,2008,797581,1080054
Dikembe Mutombo,2008,794491,1075869
Jeremy Richardson,2008,769431,1041934
Luc Mbah a Moute,2008,757000,1025100
Ramon Sessions,2008,722517,978405
Mario West,2008,711517,963509
Thomas Gardner,2008,711517,963509
Gabe Pruitt,2008,711517,963509
Glen Davis,2008,711517,963509
Aaron Gray,2008,711517,963509
Will Bynum,2008,711517,963509
CJ Watson,2008,711517,963509
Josh McRoberts,2008,711517,963509
Alex Acker,2008,711517,963509
Jamario Moon,2008,711517,963509
Joel Anthony,2008,711517,963509
Marcin Gortat,2008,711517,963509
Willie Solomon,2008,711517,963509
Dominic McGuire,2008,711517,963509
Mario Chalmers,2008,700000,947913
Fred Jones,2008,622531,843007
Austin Croshere,2008,601436,814440
DeAndre Jordan,2008,550000,744789
Henry Walker,2008,542114,734110
Mike Taylor,2008,500000,677081
Darnell Jackson,2008,450000,609372
Chris Douglas-Roberts,2008,442411,599096
Othello Hunter,2008,442114,598694
Sean Singletary,2008,442114,598694
Sonny Weems,2008,442114,598694
Walter Sharpe,2008,442114,598694
Anthony Morrow,2008,442114,598694
Sun Yue,2008,442114,598694
Bobby Brown,2008,442114,598694
Nathan Jawai,2008,442114,598694
Rob Kurz,2008,429111,581085
Jermareo Davidson,2008,422725,572438
Eddie Gill,2008,387613,524890
Shaun Livingston,2008,370000,501040
Malik Hairston,2008,351091,475434
Paul Davis,2008,328416,444728
Hassan Adams,2008,297163,402406
Jawad Williams,2008,244463,331042
Dee Brown,2008,238567,323057
Anthony Tolliver,2008,213255,288781
Cartier Martin,2008,200252,271173
Trey Johnson,2008,187258,253577
Courtney Sims,2008,184648,250043
DeMarcus Nelson,2008,182047,246521
Steven Hill,2008,148238,200738
Blake Ahearn,2008,125562,170031
Linton Johnson,2008,125374,169776
Andre Brown,2008,107908,146124
Demetris Nichols,2008,87893,119021
Desmon Farmer,2008,83708,113354
Richard Hendrix,2008,57215,77478
Dwayne Jones,2008,46812,63391
Tracy McGrady,2009,23239562,31925643
Kobe Bryant,2009,23034375,31643765
Jermaine O'Neal,2009,23016000,31618522
Tim Duncan,2009,22183220,30474480
Shaquille O'Neal,2009,20000000,27475254
Dirk Nowitzki,2009,19795714,27194613
Paul Pierce,2009,19795712,27194610
Rashard Lewis,2009,18876000,25931144
Ray Allen,2009,18776860,25794950
Michael Redd,2009,17040000,23408916
Pau Gasol,2009,16452000,22601144
Andrei Kirilenko,2009,16452000,22601144
Kevin Garnett,2009,16400000,22529708
Yao Ming,2009,16378325,22499932
Amare Stoudemire,2009,16378325,22499932
Vince Carter,2009,16300000,22392332
Gilbert Arenas,2009,16192080,22244075
Zach Randolph,2009,16000000,21980203
LeBron James,2009,15779912,21677854
Carmelo Anthony,2009,15779912,21677854
Dwyane Wade,2009,15779912,21677854
Chris Bosh,2009,15779912,21677854
Kenyon Martin,2009,15363636,21105990
Dwight Howard,2009,15202590,20884751
Joe Johnson,2009,14976754,20574506
Elton Brand,2009,14858471,20412013
Richard Jefferson,2009,14200000,19507430
Larry Hughes,2009,13655268,18759097
Chris Paul,2009,13520500,18573958
Carlos Boozer,2009,13520500,18573958
Predrag Stojakovic,2009,13392000,18397430
Jason Richardson,2009,13333333,18316835
Steve Nash,2009,13125000,18030635
Tony Parker,2009,12600000,17309410
Andrew Bynum,2009,12526998,17209122
Deron Williams,2009,12323900,16930114
Brad Miller,2009,12250000,16828593
Andre Iguodala,2009,12200000,16759905
Baron Davis,2009,12150000,16691216
Erick Dampier,2009,12115500,16643822
Chauncey Billups,2009,12100000,16622528
Samuel Dalembert,2009,12025694,16520449
Al Jefferson,2009,12000000,16485152
Tyson Chandler,2009,11850000,16279088
Antawn Jamison,2009,11641095,15992102
Richard Hamilton,2009,11625000,15969991
Zydrunas Ilgauskas,2009,11541074,15854697
Troy Murphy,2009,11047619,15176807
Monta Ellis,2009,11000000,15111389
Josh Howard,2009,10890000,14960275
Josh Smith,2009,10800000,14836637
Manu Ginobili,2009,10728130,14737904
Bobby Simmons,2009,10560000,14506934
Emeka Okafor,2009,10538937,14477998
Nenê,2009,10520000,14451983
Eddy Curry,2009,10500423,14425089
Chris Kaman,2009,10400000,14287132
Luol Deng,2009,10370425,14246503
Tayshaun Prince,2009,10324380,14183248
Kevin Martin,2009,10180170,13985137
Al Harrington,2009,10026875,13774546
Ben Gordon,2009,10000000,13737627
Andrew Bogut,2009,10000000,13737627
Danny Granger,2009,9930500,13642150
Jason Terry,2009,9862500,13548734
Mike Dunleavy,2009,9780992,13436762
Caron Butler,2009,9780970,13436731
Mike Miller,2009,9750000,13394186
Kirk Hinrich,2009,9500000,13050745
Cuttino Mobley,2009,9500000,13050745
Earl Watson,2009,9400000,12913368
Jamal Crawford,2009,9360000,12858418
Quentin Richardson,2009,9352400,12847978
Gerald Wallace,2009,9075000,12466896
David West,2009,9075000,12466896
Boris Diaw,2009,9000000,12363864
Andris Biedrins,2009,9000000,12363864
Darius Miles,2009,9000000,12363864
Hidayet Turkoglu,2009,9000000,12363864
Mehmet Okur,2009,9000000,12363864
Corey Maggette,2009,8937931,12278596
Maurice Williams,2009,8860000,12171537
Kenny Thomas,2009,8775000,12054767
TJ Ford,2009,8500000,11676983
Devin Harris,2009,8400000,11539606
Jose Calderon,2009,8219009,11290968
Jason Kidd,2009,8000000,10990101
Mark Blount,2009,7962500,10938585
Tim Thomas,2009,7773055,10678332
Paul Millsap,2009,7692932,10568263
Stephen Jackson,2009,7650000,10509284
Marcus Camby,2009,7650000,10509284
Marvin Williams,2009,7500000,10303220
Antonio McDyess,2009,7500000,10303220
Lamar Odom,2009,7500000,10303220
Darko Milicic,2009,7500000,10303220
Andres Nocioni,2009,7500000,10303220
Etan Thomas,2009,7350000,10097155
Marko Jaric,2009,7100000,9753715
Udonis Haslem,2009,7100000,9753715
David Lee,2009,7000000,9616338
Shane Battier,2009,6864200,9429781
Joel Przybilla,2009,6857725,9420886
Brian Cardinal,2009,6750000,9272898
Dan Gadzuric,2009,6749260,9271881
Andre Miller,2009,6730800,9246522
Shawn Marion,2009,6635068,9115008
Jerome James,2009,6600000,9066833
Leandro Barbosa,2009,6600000,9066833
Shareef Abdur-Rahim,2009,6600000,9066833
Andrea Bargnani,2009,6527491,8967223
Charlie Villanueva,2009,6500000,8929457
Luke Ridnour,2009,6500000,8929457
Matt Harpring,2009,6500000,8929457
Nazr Mohammed,2009,6466600,8883573
Vladimir Radmanovic,2009,6466600,8883573
Jared Jeffries,2009,6466600,8883573
Mike James,2009,6466600,8883573
Anderson Varejao,2009,6300000,8654705
Tony Battie,2009,6292000,8643714
Nick Collison,2009,6250000,8586016
Mike Bibby,2009,6217617,8541530
Morris Peterson,2009,6212960,8535132
Jason Kapono,2009,6212960,8535132
Jamaal Tinsley,2009,6190300,8504003
Jameer Nelson,2009,6138888,8433375
Jeff Foster,2009,6077500,8349042
DeSagana Diop,2009,6031800,8286261
James Posey,2009,6031800,8286261
Chris Duhon,2009,6031800,8286261
Beno Udrih,2009,6031800,8286261
Brendan Haywood,2009,6000000,8242576
Antonio Daniels,2009,5863580,8055167
Rasheed Wallace,2009,5854000,8042006
Trevor Ariza,2009,5854000,8042006
Metta World Peace,2009,5854000,8042006
Marcin Gortat,2009,5854000,8042006
LaMarcus Aldridge,2009,5844827,8029405
Francisco Garcia,2009,5800000,7967823
JR Smith,2009,5508426,7567270
Raymond Felton,2009,5501196,7557337
John Salmons,2009,5456000,7495249
Nenad Krstic,2009,5400000,7418318
Greg Oden,2009,5361240,7365071
Mickael Pietrus,2009,5300000,7280942
Adam Morrison,2009,5257229,7222185
Raja Bell,2009,5250000,7212254
Speedy Claxton,2009,5209454,7156553
Derrick Rose,2009,5184480,7122245
Kyle Korver,2009,5155115,7081904
Rafer Alston,2009,5053133,6941805
Derek Fisher,2009,5048000,6934754
Jason Maxiell,2009,5000000,6868813
Sasha Vujacic,2009,5000000,6868813
Blake Griffin,2009,4983480,6846118
Louis Williams,2009,4972500,6831035
Reggie Evans,2009,4960000,6813863
Steve Blake,2009,4930000,6772650
Luke Walton,2009,4840000,6649011
Kevin Durant,2009,4796880,6589774
Zaza Pachulia,2009,4750000,6525372
Tyrus Thomas,2009,4743598,6516578
Matt Carroll,2009,4700000,6456684
Michael Beasley,2009,4638600,6372335
Marcus Banks,2009,4553793,6255831
Darius Songaila,2009,4526000,6217650
Drew Gooden,2009,4500000,6181932
Jarrett Jack,2009,4500000,6181932
Hasheem Thabeet,2009,4458840,6125388
Trenton Hassell,2009,4350000,5975867
Martell Webster,2009,4344000,5967625
James Jones,2009,4320000,5934654
Al Horford,2009,4307640,5917675
Delonte West,2009,4254250,5844330
Kendrick Perkins,2009,4250000,5838491
OJ Mayo,2009,4165560,5722490
Ronny Turiaf,2009,4140000,5687377
Kwame Brown,2009,4100000,5632427
Daniel Gibson,2009,4088500,5616628
James Harden,2009,4054160,5569453
Nate Robinson,2009,4000000,5495050
Travis Outlaw,2009,4000000,5495050
Brandon Bass,2009,4000000,5495050
Rasual Butler,2009,3945000,5419493
Brandon Roy,2009,3910816,5372533
Fabricio Oberto,2009,3900000,5357673
DeShawn Stevenson,2009,3886928,5339716
Mike Conley,2009,3883800,5335419
Ryan Gomes,2009,3867500,5313027
Kurt Thomas,2009,3800000,5220298
Roger Mason,2009,3780000,5192823
Russell Westbrook,2009,3755640,5159358
CJ Miles,2009,3700000,5082922
Steven Hunter,2009,3696000,5077426
Willie Green,2009,3682000,5058194
Ramon Sessions,2009,3670667,5042625
Amir Johnson,2009,3666666,5037129
Chris Andersen,2009,3650000,5014233
Tyreke Evans,2009,3610080,4959393
Charlie Bell,2009,3596000,4940050
Randy Foye,2009,3575761,4912247
Keyon Dooling,2009,3564000,4896090
Jeff Green,2009,3516960,4831468
Brian Cook,2009,3500000,4808169
Carlos Delfino,2009,3500000,4808169
Brian Scalabrine,2009,3413793,4689741
Kevin Love,2009,3401040,4672221
Luis Scola,2009,3375600,4637273
Damien Wilkins,2009,3300000,4533416
Rudy Gay,2009,3280997,4507311
Matt Bonner,2009,3240380,4451513
Marc Gasol,2009,3240000,4450991
Kris Humphries,2009,3200000,4396040
Yi Jianlian,2009,3194400,4388347
Kelenna Azubuike,2009,3132000,4302624
Eduardo Najera,2009,3100000,4258664
Danilo Gallinari,2009,3089040,4243607
Glen Davis,2009,3000000,4121288
Hakim Warrick,2009,3000000,4121288
Chris Wilcox,2009,3000000,4121288
Grant Hill,2009,3000000,4121288
Carl Landry,2009,3000000,4121288
Andray Blatche,2009,3000000,4121288
Jonny Flynn,2009,2969280,4079086
Corey Brewer,2009,2916120,4006056
Eddie House,2009,2862000,3931708
Mark Madsen,2009,2840000,3901486
JJ Redick,2009,2839408,3900672
Eric Gordon,2009,2819880,3873845
Hilton Armstrong,2009,2801198,3848181
Thabo Sefolosha,2009,2759628,3791074
Jamario Moon,2009,2750000,3777847
Dorell Wright,2009,2750000,3777847
Aleksandar Pavlovic,2009,2750000,3777847
Ronnie Brewer,2009,2717161,3732734
Stephen Curry,2009,2710560,3723666
Brandan Wright,2009,2671440,3669924
Jerry Stackhouse,2009,2668598,3666019
Anthony Parker,2009,2644230,3632544
Joe Alexander,2009,2583360,3548923
Mikki Moore,2009,2537952,3486543
Maurice Evans,2009,2500000,3434406
Tony Allen,2009,2500000,3434406
Sebastian Telfair,2009,2500000,3434406
Dahntay Jones,2009,2500000,3434406
Craig Smith,2009,2500000,3434406
Michael Finley,2009,2500000,3434406
Ricky Davis,2009,2484000,3412426
Jordan Hill,2009,2483280,3411437
Joakim Noah,2009,2455680,3373521
Shawne Williams,2009,2416067,3319102
DJ Augustin,2009,2385480,3277083
Spencer Hawes,2009,2332800,3204713
David Andersen,2009,2300000,3159654
DeMar DeRozan,2009,2282640,3135805
Brook Lopez,2009,2225880,3057830
Acie Law,2009,2216160,3044477
Ryan Hollins,2009,2183333,2999381
Brandon Jennings,2009,2168520,2979031
Anthony Johnson,2009,2160000,2967327
Jerryd Bayless,2009,2143080,2944083
Renaldo Balkman,2009,2112417,2901959
Chuck Hayes,2009,2111750,2901043
Antoine Wright,2009,2110550,2899394
Thaddeus Young,2009,2105400,2892320
Ersan Ilyasova,2009,2100000,2884901
Rajon Rondo,2009,2094922,2877925
Chucky Atkins,2009,2066455,2838818
Jarvis Hayes,2009,2062800,2833797
Brent Barry,2009,2062800,2833797
Terrence Williams,2009,2060040,2830006
Josh Boone,2009,2056968,2825785
Jason Thompson,2009,2035920,2796870
Kyle Lowry,2009,2034997,2795602
Julian Wright,2009,2000040,2747580
Jannero Pargo,2009,2000000,2747525
Shannon Brown,2009,2000000,2747525
Bruce Bowen,2009,2000000,2747525
Channing Frye,2009,2000000,2747525
Marquis Daniels,2009,1990000,2733787
Ronald Murray,2009,1990000,2733787
Radoslav Nesterovic,2009,1990000,2733787
Gerald Henderson,2009,1957080,2688563
Jordan Farmar,2009,1947240,2675045
Brandon Rush,2009,1934160,2657076
Al Thornton,2009,1900200,2610423
Sergio Rodriguez,2009,1892035,2599207
Mardy Collins,2009,1867742,2565834
Tyler Hansbrough,2009,1859160,2554044
Anthony Randolph,2009,1837560,2524371
Goran Dragic,2009,1836000,2522228
Rodney Stuckey,2009,1805040,2479696
Earl Clark,2009,1766280,2426449
Robin Lopez,2009,1745520,2397930
Travis Diener,2009,1740000,2390347
Nick Young,2009,1714800,2355728
Francisco Elson,2009,1700000,2335396
Austin Daye,2009,1677840,2304954
Marreese Speights,2009,1658280,2278083
Jose Juan Barea,2009,1657500,2277011
Sean Williams,2009,1629120,2238024
Hamed Haddadi,2009,1627779,2236182
Solomon Jones,2009,1620000,2225495
Patrick O'Bryant,2009,1620000,2225495
Devean George,2009,1600000,2198020
Matt Barnes,2009,1600000,2198020
James Johnson,2009,1594080,2189887
Roy Hibbert,2009,1575360,2164170
Oleksiy Pecherov,2009,1547640,2126090
Marco Belinelli,2009,1547640,2126090
Jrue Holiday,2009,1514280,2080261
JaVale McGee,2009,1496640,2056028
Javaris Crittenton,2009,1477920,2030311
Ty Lawson,2009,1438690,1976418
JJ Hickson,2009,1429200,1963381
Jason Smith,2009,1418880,1949204
Jeff Teague,2009,1373880,1887385
Alexis Ajinca,2009,1372080,1884912
Daequan Cook,2009,1362120,1871229
Eric Maynor,2009,1318920,1811883
Ryan Anderson,2009,1317120,1809410
Jared Dudley,2009,1307640,1796387
Joe Smith,2009,1306455,1794759
Theo Ratliff,2009,1306455,1794759
Lindsey Hunter,2009,1306455,1794759
Anthony Carter,2009,1306455,1794759
Brian Skinner,2009,1306455,1794759
Kevin Ollie,2009,1306455,1794759
Adonal Foyle,2009,1306455,1794759
Jason Williams,2009,1306455,1794759
Juwan Howard,2009,1306455,1794759
Ben Wallace,2009,1306445,1794745
Malik Allen,2009,1300000,1785891
Darren Collison,2009,1266120,1739348
Courtney Lee,2009,1264440,1737040
Wilson Chandler,2009,1255440,1724676
Ronnie Price,2009,1250000,1717203
Jamaal Magloire,2009,1229225,1688663
Kosta Koufos,2009,1214040,1667802
Allen Iverson,2009,1191180,1636398
Earl Boykins,2009,1191180,1636398
Sean Marks,2009,1187686,1631598
Jason Collins,2009,1181803,1623516
Jarron Collins,2009,1181803,1623516
Omri Casspi,2009,1167000,1603181
Rudy Fernandez,2009,1165320,1600873
Serge Ibaka,2009,1120200,1538888
BJ Mullens,2009,1120200,1538888
Nicolas Batum,2009,1118760,1536910
Aaron Brooks,2009,1118520,1536581
Carlos Arroyo,2009,1107572,1521541
Primoz Brezec,2009,1107572,1521541
Devin Brown,2009,1100000,1511138
Arron Afflalo,2009,1086240,1492236
George Hill,2009,1081680,1485971
Ian Mahinmi,2009,1079640,1483169
Rodrigue Beaubois,2009,1075440,1477399
Alando Tucker,2009,1071720,1472288
Chris Quinn,2009,1055000,1449319
Darrell Arthur,2009,1050480,1443110
Royal Ivey,2009,1050000,1442450
Donte Greene,2009,1044000,1434208
Taj Gibson,2009,1039800,1428438
DJ White,2009,1036440,1423822
Keith Bogans,2009,1033342,1419566
Quinton Ross,2009,1033342,1419566
James Singleton,2009,1030189,1415235
JR Giddens,2009,1028880,1413436
DeMarre Carroll,2009,1009680,1387060
Wayne Ellington,2009,1003560,1378653
CJ Watson,2009,1000497,1374445
Aaron Gray,2009,1000497,1374445
Greg Buckner,2009,1000000,1373762
Toney Douglas,2009,996240,1368597
Josh Powell,2009,959111,1317590
Didier Ilunga-Mbenga,2009,959111,1317590
Yakhouba Diawara,2009,945000,1298205
Stephen Graham,2009,884881,1215616
Joey Graham,2009,884881,1215616
Johan Petro,2009,884881,1215616
Luther Head,2009,884881,1215616
Ike Diogu,2009,884881,1215616
Sean May,2009,884881,1215616
Joey Dorsey,2009,881000,1210284
Kyle Weaver,2009,870968,1196503
Kyrylo Fesenko,2009,870000,1195173
Randolph Morris,2009,855189,1174826
Leon Powe,2009,855189,1174826
Steve Novak,2009,855189,1174826
Marcus Williams,2009,855189,1174826
Rodney Carney,2009,855189,1174826
Louis Amundson,2009,855189,1174826
DeJuan Blair,2009,850000,1167698
Ime Udoka,2009,838034,1151259
Shelden Williams,2009,825497,1134036
Will Bynum,2009,825497,1134036
Josh McRoberts,2009,825497,1134036
Joel Anthony,2009,825497,1134036
Dominic McGuire,2009,825497,1134036
Marcus Haislip,2009,825497,1134036
Sam Young,2009,824200,1132255
Jonathan Bender,2009,801361,1100879
Mario Chalmers,2009,773500,1062605
Darnell Jackson,2009,736420,1011666
Jawad Williams,2009,736420,1011666
Anthony Morrow,2009,736420,1011666
DeAndre Jordan,2009,736420,1011666
Bobby Brown,2009,736420,1011666
Luc Mbah a Moute,2009,736420,1011666
Nathan Jawai,2009,736420,1011666
Henry Walker,2009,736420,1011666
Malik Hairston,2009,736420,1011666
Sonny Weems,2009,736420,1011666
Chris Douglas-Roberts,2009,736000,1011089
Jermaine Taylor,2009,725000,995977
Jodie Meeks,2009,650000,892945
Chris Hunter,2009,632455,868843
Kareem Rush,2009,534906,734833
Jason Hart,2009,521384,716257
Marcus Thornton,2009,457888,629029
Marcus Landry,2009,457588,628617
Derrick Brown,2009,457588,628617
Danny Green,2009,457588,628617
Jonas Jerebko,2009,457588,628617
DaJuan Summers,2009,457588,628617
Chase Budinger,2009,457588,628617
AJ Price,2009,457588,628617
Taylor Griffin,2009,457588,628617
Dante Cunningham,2009,457588,628617
Jeff Ayres,2009,457588,628617
Patrick Mills,2009,457588,628617
Jon Brockman,2009,457588,628617
Wesley Matthews,2009,457588,628617
Mario West,2009,446740,613714
Anthony Tolliver,2009,411529,565342
Lester Hudson,2009,392987,539869
Coby Karl,2009,355215,487981
Shavlik Randolph,2009,343542,471944
Pops Mensah-Bonsu,2009,330199,453614
Othello Hunter,2009,307564,422519
Roko Ukic,2009,303232,416568
Shaun Livingston,2009,296695,407588
Sundiata Gaines,2009,269169,369774
Ryan Bowen,2009,209592,287929
Garrett Temple,2009,180344,247749
Mike Wilks,2009,175908,241655
Antonio Anderson,2009,139968,192282
Cartier Martin,2009,86638,119020
Quincy Douby,2009,85519,117482
Paul Davis,2009,80488,110571
Desmond Mason,2009,76850,105573
Mike Harris,2009,64978,89264
Cedric Jackson,2009,53834,73955
Will Conroy,2009,48559,66708
Chris Richard,2009,43319,59510
JamesOn Curry,2009,26917,36977
Kobe Bryant,2010,24806250,33722683
Rashard Lewis,2010,19573711,26609344
Kevin Garnett,2010,18800000,25557528
Tim Duncan,2010,18700000,25421584
Michael Redd,2010,18300000,24877807
Pau Gasol,2010,17823000,24229353
Andrei Kirilenko,2010,17823000,24229353
Gilbert Arenas,2010,17730694,24103868
Yao Ming,2010,17686100,24043245
Zach Randolph,2010,17666666,24016825
Vince Carter,2010,17300000,23518364
Dirk Nowitzki,2010,17278618,23489296
Carmelo Anthony,2010,17149243,23313418
Dwight Howard,2010,16647180,22630892
Kenyon Martin,2010,16545454,22492602
Amare Stoudemire,2010,16486611,22412608
Joe Johnson,2010,16324500,22192227
Elton Brand,2010,15959099,21695485
Predrag Stojakovic,2010,15532320,21115303
Chris Paul,2010,14940153,20310286
Deron Williams,2010,14940152,20310285
LeBron James,2010,14500000,19711923
Chris Bosh,2010,14500000,19711923
Jason Richardson,2010,14444444,19636398
Carlos Boozer,2010,14400000,19575979
Dwyane Wade,2010,14200000,19304091
Paul Pierce,2010,13876321,18864067
Andrew Bynum,2010,13700000,18624369
Rudy Gay,2010,13603750,18493523
Brandon Roy,2010,13520500,18380349
Tony Parker,2010,13500000,18352480
Samuel Dalembert,2010,13428129,18254776
Antawn Jamison,2010,13358905,18160670
Nick Collison,2010,13250000,18012620
Chauncey Billups,2010,13150000,17876675
Baron Davis,2010,13000000,17672759
Al Jefferson,2010,13000000,17672759
Tyson Chandler,2010,12600000,17128982
Richard Hamilton,2010,12500000,16993037
Andre Iguodala,2010,12345250,16782664
Troy Murphy,2010,11968253,16270158
Manu Ginobili,2010,11854584,16115631
Chris Kaman,2010,11800000,16041427
Marcus Camby,2010,11749832,15973227
Josh Smith,2010,11600000,15769539
Eddy Curry,2010,11530592,15675182
Emeka Okafor,2010,11495000,15626797
Nenê,2010,11360000,15443272
Luol Deng,2010,11345000,15422881
LaMarcus Aldridge,2010,11244000,15285577
Tayshaun Prince,2010,11148760,15156104
Kevin Martin,2010,11100005,15089824
Monta Ellis,2010,11000000,14953873
Andrew Bogut,2010,11000000,14953873
Danny Granger,2010,10973202,14917442
Jamal Crawford,2010,10800000,14681984
Ben Gordon,2010,10800000,14681984
David Lee,2010,10800000,14681984
Jason Terry,2010,10650000,14478068
Mike Dunleavy,2010,10561984,14358415
Caron Butler,2010,10561960,14358382
Gerald Wallace,2010,10500000,14274151
Steve Nash,2010,10310938,14017132
Hidayet Turkoglu,2010,10215850,13887866
Ray Allen,2010,10000000,13594430
Mehmet Okur,2010,9945000,13519660
Corey Maggette,2010,9600000,13050653
Maurice Williams,2010,9300000,12642820
Rajon Rondo,2010,9090911,12358575
Kirk Hinrich,2010,9000000,12234987
Boris Diaw,2010,9000000,12234987
Andris Biedrins,2010,9000000,12234987
Jose Calderon,2010,9000000,12234987
Devin Harris,2010,8981000,12209157
Jason Kidd,2010,8610500,11705484
TJ Ford,2010,8500000,11555265
Andrea Bargnani,2010,8500000,11555265
Stephen Jackson,2010,8453250,11491711
Richard Jefferson,2010,8400000,11419321
David West,2010,8287500,11266384
Lamar Odom,2010,8200000,11147432
John Salmons,2010,8000000,10875544
Jameer Nelson,2010,7800000,10603655
Luis Scola,2010,7775378,10570183
Marko Jaric,2010,7625000,10365753
Paul Millsap,2010,7600000,10331767
Raymond Felton,2010,7500000,10195822
Joel Przybilla,2010,7405300,10067083
Shane Battier,2010,7354500,9998023
Shawn Marion,2010,7305500,9931411
Anderson Varejao,2010,7281818,9899216
Andre Miller,2010,7269264,9882150
JJ Redick,2010,7250000,9855961
Dan Gadzuric,2010,7248325,9853684
James Posey,2010,7148800,9718386
Leandro Barbosa,2010,7100000,9652045
Charlie Villanueva,2010,7020000,9543290
Travis Outlaw,2010,7000000,9516101
Brendan Haywood,2010,6900000,9380156
Vladimir Radmanovic,2010,6883800,9358133
Jared Jeffries,2010,6883800,9358133
Nazr Mohammed,2010,6883800,9358133
Andres Nocioni,2010,6850000,9312184
Greg Oden,2010,6760524,9190547
JR Smith,2010,6757851,9186913
Marvin Williams,2010,6712500,9125261
Morris Peterson,2010,6665000,9060687
Jeff Foster,2010,6655000,9047093
Jason Kapono,2010,6641440,9028659
Tyrus Thomas,2010,6611570,8988052
Josh Childress,2010,6500000,8836379
DeSagana Diop,2010,6478600,8807287
Beno Udrih,2010,6478600,8807287
Rasheed Wallace,2010,6322320,8594833
Metta World Peace,2010,6322320,8594833
Trevor Ariza,2010,6322320,8594833
Marcin Gortat,2010,6322320,8594833
Kevin Durant,2010,6053663,8229609
Andray Blatche,2010,5900000,8020713
Jermaine O'Neal,2010,5765000,7837189
Al Harrington,2010,5765000,7837189
Wesley Matthews,2010,5765000,7837189
Drew Gooden,2010,5760000,7830391
Kyle Lowry,2010,5750000,7816797
Mike Bibby,2010,5564767,7564983
Derrick Rose,2010,5546160,7539688
Nenad Krstic,2010,5543116,7535550
Jamaal Tinsley,2010,5500000,7476936
Francisco Garcia,2010,5500000,7476936
Sasha Vujacic,2010,5475113,7443104
Al Horford,2010,5444857,7401972
Blake Griffin,2010,5357280,7282916
Mickael Pietrus,2010,5300000,7205048
Luke Walton,2010,5260000,7150670
Channing Frye,2010,5200000,7069103
John Wall,2010,5144280,6993355
Reggie Evans,2010,5080000,6905970
Kyle Korver,2010,5000000,6797215
Jason Maxiell,2010,5000000,6797215
Mike Miller,2010,5000000,6797215
Louis Williams,2010,5000000,6797215
Amir Johnson,2010,5000000,6797215
Linas Kleiza,2010,4995000,6790417
Michael Beasley,2010,4962240,6745882
Mike Conley,2010,4913007,6678953
Antonio McDyess,2010,4860000,6606893
Marcus Banks,2010,4847586,6590016
Darius Songaila,2010,4818000,6549796
Martell Webster,2010,4800000,6525326
Hasheem Thabeet,2010,4793280,6516191
Ronnie Brewer,2010,4790000,6511732
Kendrick Perkins,2010,4640208,6308098
