Player,season_start,REG_PER,REG_TS%,REG_USG%,REG_WS,REG_WS/48,REG_VORP,REG_BPM,REG_OBPM,REG_DBPM,POF_PER,POF_TS%,POF_USG%,POF_WS,POF_WS/48,POF_VORP,POF_BPM,POF_OBPM,POF_DBPM,team
Al Thornton,2009,12.6,0.502,22.6,1.3,0.023,-1.4,-4.1,-2.3,-1.8,,,,,,,,,,LAC
Al Thornton,2010,11.6,0.526,18.9,1.5,0.05,-0.6,-3.7,-2.2,-1.4,,,,,,,,,,LAC
Al Thornton,2011,11.3,0.549,19.6,0.3,0.042,-0.3,-5.5,-4.1,-1.3,,,,,,,,,,GSW
Al-Farouq Aminu,2011,9.6,0.499,17.3,0.7,0.022,-0.3,-2.8,-2.7,-0.1,,,,,,,,,,LAC
Al-Farouq Aminu,2015,14.4,0.504,15.2,3.3,0.115,1.0,0.7,-0.7,1.5,20.4,0.711,12.4,0.6,0.199,0.4,7.5,4.4,3.1,DAL
Al-Farouq Aminu,2016,12.7,0.533,16.9,4.0,0.082,1.2,0.1,-0.2,0.2,15.5,0.572,18.6,0.8,0.1,0.4,2.7,2.1,0.5,POR
Al-Farouq Aminu,2017,11.3,0.506,15.4,1.9,0.051,0.4,-1.1,-1.4,0.4,12.4,0.574,18.7,0.0,0.016,0.1,-0.1,-0.2,0.1,POR
Al-Farouq Aminu,2018,12.0,0.522,14.8,4.2,0.097,1.3,0.4,-0.7,1.1,21.3,0.652,19.2,0.4,0.152,0.2,4.7,4.4,0.3,POR
Al-Farouq Aminu,2019,13.2,0.568,13.7,5.8,0.121,1.5,0.7,0.1,0.6,11.0,0.473,15.3,0.4,0.052,0.1,-0.9,-0.8,-0.1,POR
Al-Farouq Aminu,2020,7.6,0.395,13.2,0.1,0.014,-0.1,-3.0,-4.4,1.4,,,,,,,,,,ORL
Al-Farouq Aminu,2021,9.9,0.482,14.3,0.1,0.014,-0.1,-3.1,-4.4,1.3,,,,,,,,,,ORL
Alaa Abdelnaby,1995,14.1,0.54,25.7,0.6,0.058,-0.1,-3.1,-3.6,0.5,,,,,,,,,,SAC
Alan Anderson,2017,5.0,0.494,13.7,0.1,0.02,-0.3,-6.1,-4.2,-1.9,,,,,,,,,,LAC
Alan Henderson,1996,12.9,0.482,19.3,2.0,0.069,-0.8,-4.1,-3.2,-0.9,15.1,0.597,17.8,0.2,0.078,0.0,-2.4,-1.3,-1.2,ATL
Alan Henderson,1997,15.0,0.51,21.1,1.3,0.126,0.0,-2.4,-2.3,0.0,16.3,0.638,18.8,0.5,0.17,0.1,1.1,-0.5,1.6,ATL
Alan Henderson,1998,18.4,0.534,23.9,6.0,0.144,0.8,-0.5,1.4,-1.9,16.2,0.555,20.7,0.4,0.139,0.1,-0.1,0.6,-0.6,ATL
Alan Henderson,1999,16.0,0.485,22.5,3.1,0.131,0.8,0.6,0.3,0.3,-5.3,,0.0,0.0,-0.002,0.0,-10.7,-10.1,-0.6,ATL
Alan Henderson,2000,14.7,0.503,19.4,4.3,0.074,0.3,-1.6,-0.4,-1.2,,,,,,,,,,ATL
Alan Henderson,2001,14.0,0.487,22.6,1.9,0.05,-0.5,-3.0,-1.2,-1.9,,,,,,,,,,ATL
Alan Henderson,2002,13.4,0.527,16.8,0.7,0.074,0.0,-1.9,-1.8,-0.1,,,,,,,,,,ATL
Alan Henderson,2003,12.1,0.508,13.8,2.6,0.083,-0.3,-2.9,-1.7,-1.2,,,,,,,,,,ATL
Alan Henderson,2004,18.2,0.508,17.8,0.2,0.109,0.1,1.0,3.1,-2.1,,,,,,,,,,ATL
Alan Henderson,2005,12.4,0.539,11.3,3.1,0.122,0.2,-1.4,-1.1,-0.3,9.9,0.605,8.1,0.1,0.076,0.0,-2.1,-1.5,-0.6,DAL
Alan Henderson,2006,12.2,0.564,11.7,1.3,0.116,0.0,-2.1,-1.3,-0.8,-5.3,0.0,10.6,0.0,-0.156,0.0,-16.0,-8.3,-7.7,CLE
Alan Henderson,2007,15.7,0.679,11.0,1.6,0.181,0.1,-0.6,-0.3,-0.4,,,,,,,,,,PHI
Alan Williams,2016,21.1,0.481,22.6,0.2,0.146,0.0,-0.2,-2.0,1.8,,,,,,,,,,PHO
Alan Williams,2017,19.5,0.547,20.9,2.1,0.142,0.1,-1.3,-0.8,-0.6,,,,,,,,,,PHO
Alan Williams,2018,9.3,0.455,17.5,0.0,-0.004,-0.1,-5.0,-7.3,2.3,,,,,,,,,,PHO
Alando Tucker,2008,11.8,0.446,23.0,0.0,0.042,-0.1,-7.2,-2.8,-4.5,,,,,,,,,,PHO
Alando Tucker,2009,13.0,0.509,23.3,0.2,0.039,-0.2,-4.2,-0.6,-3.5,,,,,,,,,,PHO
Alando Tucker,2010,15.7,0.548,26.9,0.1,0.099,0.0,-2.1,1.3,-3.4,,,,,,,,,,PHO
Alec Burks,2012,14.0,0.506,22.5,1.5,0.076,0.0,-2.0,-0.6,-1.4,9.7,0.381,25.6,-0.1,-0.057,0.0,-3.0,-1.5,-1.6,UTA
Alec Burks,2013,11.5,0.507,20.7,1.0,0.044,-0.2,-2.6,-1.9,-0.7,,,,,,,,,,UTA
Alec Burks,2014,15.8,0.547,23.9,3.2,0.07,0.7,-0.8,0.2,-1.0,,,,,,,,,,UTA
Alec Burks,2015,13.0,0.524,20.8,1.7,0.089,0.1,-1.7,-0.5,-1.2,,,,,,,,,,UTA
Alec Burks,2016,14.3,0.52,25.9,1.5,0.09,0.3,-0.4,0.2,-0.6,,,,,,,,,,UTA
Alec Burks,2017,11.6,0.501,22.7,0.8,0.056,0.0,-2.3,-2.2,0.0,,,,,,,,,,UTA
Alec Burks,2018,13.1,0.527,22.5,1.9,0.084,0.3,-0.9,-1.3,0.4,22.3,0.581,28.9,0.4,0.169,0.3,7.0,4.2,2.8,UTA
Alec Burks,2019,13.2,0.517,19.2,0.9,0.042,0.1,-1.4,-0.2,-1.2,,,,,,,,,,CLE
Alec Burks,2020,16.1,0.552,23.8,2.5,0.085,0.7,0.1,0.7,-0.6,9.4,0.397,25.7,-0.1,-0.065,0.0,-3.5,-0.8,-2.7,GSW
Alec Burks,2021,14.8,0.564,21.3,3.3,0.126,1.1,1.5,0.9,0.6,16.0,0.544,23.7,0.3,0.12,0.2,3.9,2.3,1.6,NYK
Alec Burks,2022,13.7,0.559,17.7,6.1,0.126,1.7,0.8,-0.4,1.2,,,,,,,,,,NYK
Alec Burks,2023,16.5,0.602,22.8,2.5,0.109,0.9,1.2,1.8,-0.5,,,,,,,,,,DET
Alec Peters,2018,10.7,0.523,15.5,0.3,0.055,0.0,-2.8,-0.5,-2.3,,,,,,,,,,PHO
Aleem Ford,2022,0.5,0.35,14.0,-0.2,-0.103,-0.2,-11.4,-9.1,-2.2,,,,,,,,,,ORL
Aleksandar Djordjevic,1997,12.5,0.687,17.1,0.1,0.114,0.1,1.1,2.0,-0.8,,,,,,,,,,POR
Aleksandar Radojević,2005,-1.5,0.406,13.8,-0.3,-0.117,-0.3,-11.6,-10.7,-0.9,,,,,,,,,,UTA
Alen Smailagić,2020,14.5,0.61,18.2,0.2,0.081,0.0,-2.2,-1.5,-0.7,,,,,,,,,,GSW
Alen Smailagić,2021,8.9,0.472,17.6,0.0,0.015,-0.1,-5.3,-4.9,-0.4,,,,,,,,,,GSW
Alex Acker,2006,-2.4,0.281,27.2,-0.2,-0.23,-0.1,-15.3,-11.0,-4.2,,,,,,,,,,DET
Alex Acker,2009,9.8,0.46,19.2,0.0,-0.013,-0.1,-4.4,-1.9,-2.5,,,,,,,,,,LAC
Alex Caruso,2018,8.7,0.519,12.9,0.5,0.041,-0.1,-2.9,-3.8,0.9,,,,,,,,,,LAL
Alex Caruso,2019,13.9,0.569,19.0,1.0,0.093,0.2,-0.2,-1.0,0.7,,,,,,,,,,LAL
Alex Caruso,2020,10.8,0.525,13.8,2.3,0.095,0.5,-0.2,-2.6,2.4,9.9,0.543,13.4,0.8,0.08,0.2,-0.5,-2.4,1.9,LAL
Alex Caruso,2021,11.1,0.547,14.8,2.4,0.095,0.6,0.0,-2.5,2.5,3.0,0.45,16.9,-0.1,-0.055,-0.1,-5.7,-5.4,-0.3,LAL
Alex Caruso,2022,11.7,0.528,13.3,2.0,0.082,0.6,0.2,-2.2,2.3,12.4,0.543,9.3,0.3,0.128,0.2,3.3,-0.6,3.9,CHI
Alex Caruso,2023,11.5,0.588,11.1,3.6,0.109,1.2,1.1,-2.2,3.3,,,,,,,,,,CHI
Alex Garcia,2004,-4.7,0.19,31.6,-0.1,-0.319,0.0,-13.6,-14.5,0.9,,,,,,,,,,SAS
Alex Kirk,2015,8.5,0.41,15.7,0.0,0.061,0.0,-6.0,-2.5,-3.5,,,,,,,,,,CLE
Alex Len,2014,7.3,0.469,14.3,0.2,0.024,-0.4,-6.6,-5.9,-0.7,,,,,,,,,,PHO
Alex Len,2015,13.5,0.542,13.7,3.4,0.107,0.1,-1.8,-2.8,1.0,,,,,,,,,,PHO
Alex Len,2016,12.4,0.482,20.4,1.3,0.035,-1.0,-4.3,-3.5,-0.8,,,,,,,,,,PHO
Alex Len,2017,15.0,0.553,17.6,3.0,0.091,-0.1,-2.3,-2.4,0.1,,,,,,,,,,PHO
Alex Len,2018,19.4,0.612,17.0,4.5,0.154,0.8,0.3,0.6,-0.3,,,,,,,,,,PHO
Alex Len,2019,17.2,0.575,22.1,3.2,0.1,0.3,-1.2,0.0,-1.3,,,,,,,,,,ATL
Alex Len,2020,17.5,0.59,18.6,1.8,0.113,0.3,-0.4,-0.2,-0.2,,,,,,,,,,ATL
Alex Len,2022,13.1,0.577,17.1,0.9,0.07,-0.1,-2.9,-3.2,0.3,,,,,,,,,,SAC
Alex Len,2023,12.8,0.58,14.1,0.3,0.085,-0.1,-4.0,-4.9,0.9,11.2,0.816,13.7,0.1,0.084,0.0,-5.0,-6.3,1.3,SAC
Alex Poythress,2017,13.2,0.548,16.9,0.3,0.099,0.0,-2.9,-0.8,-2.1,,,,,,,,,,PHI
Alex Poythress,2018,7.8,0.5,12.0,0.1,0.066,-0.1,-5.1,-3.8,-1.3,,,,,,,,,,IND
Alex Poythress,2019,12.2,0.571,14.2,0.5,0.086,-0.1,-3.5,-2.5,-1.0,,,,,,,,,,ATL
Alex Scales,2006,,,,0.0,,0.0,-5.7,-5.0,-0.7,,,,,,,,,,SAS
Alex Stepheson,2016,8.9,0.532,7.1,0.0,0.113,0.0,-2.6,-6.2,3.6,,,,,,,,,,LAC
Alexander Johnson,2008,8.9,0.554,17.6,0.2,0.019,-0.6,-6.2,-5.2,-1.0,,,,,,,,,,MIA
Alexey Shved,2013,11.0,0.474,20.6,0.8,0.02,0.1,-1.7,-1.1,-0.6,,,,,,,,,,MIN
Alexey Shved,2014,10.2,0.452,20.8,0.2,0.017,0.0,-1.9,-1.8,-0.1,,,,,,,,,,MIN
Alexey Shved,2015,20.0,0.545,26.5,0.9,0.16,0.3,2.7,3.4,-0.7,,,,,,,,,,PHI
Alexis Ajinça,2011,12.8,0.435,21.4,0.1,0.084,0.0,-2.9,-3.4,0.5,,,,,,,,,,DAL
Alfonzo McKinnie,2019,11.2,0.569,13.9,2.1,0.1,-0.4,-3.5,-2.2,-1.3,7.5,0.521,12.8,0.2,0.04,-0.2,-4.9,-3.1,-1.8,GSW
Alfonzo McKinnie,2020,8.7,0.493,15.2,0.2,0.014,-0.5,-5.3,-4.4,-0.9,,,,,,,,,,CLE
Alfonzo McKinnie,2021,15.5,0.604,17.8,0.8,0.156,0.1,-0.4,0.3,-0.8,-10.6,0.0,11.2,-0.1,-0.239,0.0,-16.0,-12.5,-3.6,LAL
Alfonzo McKinnie,2022,5.6,0.457,15.3,-0.1,-0.015,-0.4,-9.0,-5.6,-3.4,,,,,,,,,,CHI
Alize Johnson,2019,6.3,0.333,13.3,0.0,0.027,-0.1,-7.7,-5.7,-2.0,,,,,,,,,,IND
Alize Johnson,2020,13.3,0.509,15.0,0.3,0.111,0.0,-1.6,-1.8,0.2,,,,0.0,,0.0,-7.1,-4.2,-2.9,IND
Alize Johnson,2022,10.2,0.537,12.4,0.2,0.063,-0.1,-4.0,-3.4,-0.6,,,,,,,,,,CHI
Alize Johnson,2023,4.3,0.509,15.0,-0.1,-0.099,-0.1,-9.1,-7.4,-1.7,,,,,,,,,,SAS
Allan Houston,1995,16.4,0.589,23.5,3.8,0.091,1.4,0.7,2.5,-1.8,,,,,,,,,,DET
Allan Houston,1996,15.7,0.576,25.4,7.1,0.112,2.3,1.0,1.9,-0.9,14.9,0.561,28.5,0.0,0.007,0.0,-1.0,1.2,-2.2,DET
Allan Houston,1997,11.3,0.531,22.2,4.7,0.084,0.6,-1.1,-0.6,-0.5,14.1,0.583,23.2,0.7,0.094,0.4,1.8,2.3,-0.4,NYK
Allan Houston,1998,15.1,0.53,26.7,6.1,0.102,1.9,0.6,0.8,-0.2,14.0,0.526,27.8,0.5,0.055,0.2,-0.4,0.7,-1.1,NYK
Allan Houston,1999,13.1,0.515,24.3,2.9,0.078,0.6,-0.7,0.0,-0.7,15.6,0.528,25.2,1.6,0.098,0.5,0.6,1.0,-0.3,NYK
Allan Houston,2000,16.5,0.569,24.0,8.6,0.13,2.9,1.7,1.8,-0.2,13.8,0.533,23.5,1.0,0.071,0.4,0.5,0.4,0.1,NYK
Allan Houston,2001,16.1,0.543,25.7,7.5,0.126,2.2,1.1,1.3,-0.1,20.4,0.706,22.1,0.8,0.214,0.3,5.0,3.8,1.2,NYK
Allan Houston,2002,15.2,0.54,25.9,4.7,0.077,1.4,-0.1,1.3,-1.4,,,,,,,,,,NYK
Allan Houston,2003,17.7,0.563,27.0,7.2,0.111,2.4,1.0,2.9,-1.8,,,,,,,,,,NYK
Allan Houston,2004,14.8,0.539,24.7,3.1,0.083,0.7,-0.5,1.1,-1.6,,,,,,,,,,NYK
Allan Houston,2005,12.5,0.529,21.0,0.7,0.064,0.0,-1.8,0.4,-2.3,,,,,,,,,,NYK
Allan Ray,2007,10.0,0.512,20.8,0.6,0.039,-0.1,-2.7,-1.5,-1.2,,,,,,,,,,BOS
Allen Crabbe,2014,7.7,0.475,16.5,0.1,0.037,-0.1,-6.1,-4.6,-1.4,,,,,,,,,,POR
Allen Crabbe,2015,8.7,0.525,11.5,1.3,0.088,0.2,-0.8,-2.4,1.5,15.0,1.0,7.1,0.1,0.145,0.1,6.5,2.4,4.1,POR
Allen Crabbe,2016,12.2,0.572,16.4,4.3,0.098,0.5,-1.0,-0.9,-0.1,12.8,0.645,12.4,0.7,0.114,0.2,0.4,0.2,0.2,POR
Allen Crabbe,2017,11.6,0.602,14.9,4.2,0.089,0.4,-1.3,-0.7,-0.6,3.7,0.434,11.9,-0.1,-0.043,-0.1,-6.2,-4.4,-1.7,POR
Allen Crabbe,2020,7.2,0.482,12.7,0.1,0.009,-0.3,-4.1,-3.1,-1.1,,,,,,,,,,ATL
Allen Iverson,1997,18.0,0.513,28.9,4.1,0.065,2.2,0.9,2.5,-1.6,,,,,,,,,,PHI
Allen Iverson,1998,20.4,0.535,26.9,9.0,0.138,4.5,3.6,3.5,0.1,,,,,,,,,,PHI
Allen Iverson,1999,22.2,0.508,32.6,7.2,0.173,3.9,5.7,5.1,0.6,22.6,0.481,33.1,1.0,0.136,0.8,6.2,5.8,0.4,PHI
Allen Iverson,2000,20.0,0.496,34.4,6.9,0.116,3.8,3.2,3.4,-0.2,16.6,0.472,32.0,0.4,0.04,0.3,0.7,2.2,-1.5,PHI
Allen Iverson,2001,24.0,0.518,35.9,11.8,0.19,6.1,6.1,5.0,1.1,22.5,0.48,36.8,2.7,0.13,2.1,6.1,5.5,0.6,PHI
Allen Iverson,2002,21.9,0.489,37.8,6.9,0.126,4.5,4.8,3.9,0.8,24.3,0.515,35.5,0.6,0.132,0.4,5.8,5.7,0.2,PHI
Allen Iverson,2003,21.2,0.5,32.9,9.2,0.127,4.8,3.5,3.2,0.2,23.6,0.499,36.7,1.6,0.14,1.1,5.8,5.8,0.1,PHI
Allen Iverson,2004,19.3,0.478,35.3,2.8,0.066,2.1,2.1,2.7,-0.6,,,,,,,,,,PHI
Allen Iverson,2005,23.2,0.532,35.0,9.0,0.136,5.0,4.2,4.2,0.0,23.6,0.562,32.4,0.7,0.133,0.5,7.0,6.8,0.2,PHI
Allen Iverson,2006,25.9,0.543,35.8,10.6,0.165,5.3,4.8,5.8,-1.0,,,,,,,,,,PHI
Allen Iverson,2007,18.4,0.545,27.1,4.6,0.105,1.7,1.1,1.9,-0.8,13.0,0.447,29.6,0.0,0.008,0.1,-0.2,1.2,-1.4,DEN
Allen Iverson,2008,20.9,0.567,26.7,11.6,0.163,4.0,2.7,3.4,-0.7,18.7,0.502,27.4,0.2,0.067,0.2,2.6,4.0,-1.3,DEN
Allen Iverson,2009,15.9,0.502,25.9,2.7,0.065,1.1,0.2,0.1,0.1,,,,,,,,,,DET
Allen Iverson,2010,13.1,0.508,22.8,0.6,0.034,-0.2,-3.1,-1.2,-1.9,,,,,,,,,,PHI
Allonzo Trier,2019,12.2,0.564,21.5,0.9,0.03,-0.4,-3.1,-1.6,-1.5,,,,,,,,,,NYK
Allonzo Trier,2020,14.5,0.62,21.4,0.5,0.087,0.1,-0.4,1.0,-1.4,,,,,,,,,,NYK
Alonzo Gee,2011,11.1,0.552,14.6,1.0,0.052,-0.1,-2.3,-1.9,-0.4,,,,,,,,,,CLE
Alonzo Gee,2012,13.2,0.516,18.7,2.4,0.063,0.3,-1.4,-1.2,-0.2,,,,,,,,,,CLE
Alonzo Gee,2013,10.5,0.505,16.9,1.9,0.036,-0.4,-2.6,-2.2,-0.3,,,,,,,,,,CLE
Alonzo Gee,2014,8.6,0.491,13.4,0.9,0.041,-0.3,-3.1,-3.7,0.6,,,,,,,,,,CLE
Alonzo Gee,2015,14.0,0.574,16.1,1.1,0.1,0.3,0.2,-0.5,0.7,16.3,,0.0,0.0,0.181,0.0,8.6,2.0,6.6,DEN
Alonzo Gee,2017,3.1,0.306,10.5,-0.1,-0.032,-0.1,-6.7,-7.5,0.7,,,,,,,,,,DEN
Alonzo Mourning,1995,20.1,0.593,25.6,9.4,0.153,2.3,1.1,0.2,0.9,21.3,0.58,24.7,0.6,0.176,0.3,5.4,2.7,2.6,CHO
Alonzo Mourning,1996,22.7,0.584,28.1,9.9,0.178,4.2,4.2,2.2,2.0,13.6,0.571,32.1,-0.1,-0.067,0.0,-1.3,-2.4,1.1,MIA
Alonzo Mourning,1997,21.6,0.578,27.5,8.4,0.174,2.9,2.9,0.5,2.5,15.9,0.529,27.1,1.0,0.073,0.5,0.8,-1.2,2.1,MIA
Alonzo Mourning,1998,22.4,0.595,26.8,7.5,0.185,2.2,2.5,1.8,0.7,23.1,0.56,27.7,0.5,0.173,0.2,4.6,3.3,1.4,MIA
Alonzo Mourning,1999,24.6,0.563,27.1,7.9,0.216,3.0,4.7,2.5,2.2,25.8,0.571,28.8,0.7,0.184,0.4,5.9,3.2,2.7,MIA
Alonzo Mourning,2000,25.8,0.596,28.1,12.9,0.226,5.0,5.3,3.1,2.2,23.8,0.542,29.3,1.7,0.217,0.7,5.5,3.7,1.8,MIA
Alonzo Mourning,2001,24.6,0.536,30.6,0.9,0.148,0.4,2.9,1.7,1.2,12.6,0.525,20.3,0.0,0.012,0.0,-0.6,-0.6,0.0,MIA
Alonzo Mourning,2002,18.9,0.558,24.1,7.4,0.145,2.0,1.3,-0.1,1.4,,,,,,,,,,MIA
Alonzo Mourning,2004,13.3,0.558,20.9,0.6,0.14,0.0,-1.4,-1.6,0.1,,,,,,,,,,BRK
Alonzo Mourning,2005,18.9,0.551,18.7,0.9,0.173,0.3,2.7,-0.5,3.2,17.6,0.68,16.8,0.9,0.178,0.3,2.7,-1.9,4.7,MIA
Alonzo Mourning,2006,19.4,0.615,17.5,4.8,0.176,1.2,1.8,-0.7,2.5,17.5,0.721,15.2,1.0,0.204,0.3,2.6,-1.8,4.4,MIA
Alonzo Mourning,2007,16.7,0.59,20.8,3.5,0.107,0.0,-1.9,-3.1,1.2,20.0,0.748,15.2,0.2,0.177,0.1,5.7,3.6,2.0,MIA
Alonzo Mourning,2008,16.2,0.58,18.7,0.8,0.098,0.1,-1.5,-2.5,1.1,,,,,,,,,,MIA
Alperen Şengün,2022,16.0,0.552,22.0,2.1,0.068,0.4,-1.0,-1.6,0.6,,,,,,,,,,HOU
Alperen Şengün,2023,19.7,0.599,21.4,5.2,0.115,1.9,1.4,1.1,0.4,,,,,,,,,,HOU
Alphonso Ford,1995,0.4,0.238,21.8,-0.4,-0.21,-0.2,-11.0,-8.1,-2.9,,,,,,,,,,PHI
Alton Ford,2002,10.0,0.573,17.3,0.8,0.083,-0.5,-6.4,-5.6,-0.8,,,,,,,,,,PHO
Alton Ford,2003,-2.2,0.339,17.8,-0.1,-0.113,-0.1,-14.7,-12.4,-2.2,,,,,,,,,,PHO
Alton Ford,2004,12.4,0.55,19.4,0.1,0.117,0.0,-0.7,-2.6,1.9,,,,,,,,,,HOU
Alton Lister,1995,10.2,0.507,11.6,1.0,0.062,-0.3,-3.6,-4.8,1.1,,,,,,,,,,MIL
Alton Lister,1996,9.9,0.539,11.1,0.8,0.061,-0.3,-4.1,-4.9,0.8,,,,,,,,,,BOS
Alton Lister,1997,7.8,0.48,10.0,0.3,0.028,-0.6,-6.8,-5.1,-1.7,,,,,,,,,,BOS
Alton Lister,1998,2.4,0.375,10.3,0.0,0.021,-0.1,-7.0,-8.9,1.9,-8.0,0.333,20.1,-0.1,-0.275,-0.1,-20.8,-19.3,-1.5,POR
Alvin Heggs,1996,20.7,0.633,20.3,0.1,0.196,0.0,0.8,3.2,-2.4,,,,,,,,,,HOU
Alvin Jones,2002,6.2,0.451,14.5,0.1,0.034,-0.2,-8.7,-9.5,0.9,-8.4,,9.4,0.0,-0.34,0.0,-21.6,-16.1,-5.6,PHI
Alvin Sims,1999,10.9,0.451,33.6,-0.1,-0.139,0.0,-4.0,-2.6,-1.4,,,,,,,,,,PHO
Alvin Williams,1998,11.0,0.519,16.9,1.4,0.075,0.0,-1.8,-2.1,0.3,,,,,,,,,,POR
Alvin Williams,2007,6.6,0.266,31.2,-0.1,-0.309,0.0,-4.7,-7.0,2.3,,,,,,,,,,LAC
Amal McCaskill,1997,6.1,0.376,20.4,-0.2,-0.086,-0.1,-5.6,-6.5,0.9,33.3,0.579,30.7,0.0,0.323,0.0,14.9,9.1,5.9,ORL
Amal McCaskill,2002,10.2,0.43,22.6,0.0,0.01,-0.2,-6.9,-6.8,-0.1,,,,,,,,,,SAS
Amal McCaskill,2003,7.3,0.293,13.6,0.0,0.015,-0.1,-5.3,-4.8,-0.5,,,,,,,,,,ATL
Amal McCaskill,2004,7.3,0.438,11.4,0.6,0.047,-0.3,-4.0,-4.4,0.4,,,,,,,,,,PHI
Amar'e Stoudemire,2003,16.2,0.53,21.5,6.2,0.116,0.4,-1.4,-0.9,-0.4,15.9,0.55,21.1,0.5,0.11,0.2,2.3,-0.1,2.4,PHO
Amar'e Stoudemire,2004,19.8,0.536,27.5,4.4,0.105,1.1,0.1,0.8,-0.7,,,,,,,,,,PHO
Amar'e Stoudemire,2005,26.6,0.617,28.3,14.6,0.243,4.7,4.4,4.1,0.3,27.6,0.616,30.4,2.7,0.218,1.0,4.4,5.0,-0.6,PHO
Amar'e Stoudemire,2006,17.8,0.42,28.7,0.1,0.085,0.0,-4.4,-2.0,-2.4,,,,,,,,,,PHO
Amar'e Stoudemire,2007,23.1,0.637,25.8,11.2,0.201,2.6,1.8,1.5,0.3,29.6,0.591,30.7,1.9,0.269,0.7,5.7,4.3,1.4,PHO
Amar'e Stoudemire,2008,27.6,0.656,28.2,14.6,0.262,4.6,4.8,4.2,0.6,18.9,0.517,28.6,0.3,0.077,0.1,0.8,1.4,-0.7,PHO
Amar'e Stoudemire,2009,20.3,0.617,24.2,6.1,0.149,1.8,1.7,1.9,-0.3,,,,,,,,,,PHO
Amar'e Stoudemire,2010,22.6,0.615,27.3,10.7,0.181,2.2,1.0,2.1,-1.1,21.2,0.589,26.8,1.8,0.145,0.5,1.2,2.1,-1.0,PHO
Amar'e Stoudemire,2011,22.7,0.565,30.9,8.0,0.134,2.4,1.4,2.0,-0.6,10.7,0.442,25.5,-0.1,-0.031,-0.1,-4.1,-1.5,-2.5,NYK
Amar'e Stoudemire,2012,17.7,0.541,25.4,4.1,0.128,0.7,-0.3,0.1,-0.4,16.9,0.631,20.5,0.3,0.104,0.1,1.8,0.8,1.0,NYK
Amar'e Stoudemire,2013,22.1,0.637,25.7,2.7,0.191,0.5,0.7,1.6,-0.9,9.8,0.508,25.9,0.0,0.066,0.0,-6.9,-3.1,-3.7,NYK
Amar'e Stoudemire,2014,18.8,0.596,23.4,3.8,0.124,0.2,-1.6,0.3,-1.8,,,,,,,,,,NYK
Amar'e Stoudemire,2015,19.5,0.589,22.9,2.2,0.12,0.3,-0.6,0.3,-0.9,11.3,0.479,26.0,0.0,-0.01,-0.1,-5.5,-3.5,-2.1,NYK
Amar'e Stoudemire,2016,17.3,0.599,17.8,2.4,0.15,0.3,-0.6,-1.3,0.6,12.4,0.666,18.3,0.2,0.103,0.0,-3.7,-5.6,1.9,MIA
Amida Brimah,2021,16.6,0.697,19.6,0.0,0.073,0.0,-4.8,-6.2,1.4,,,,,,,,,,IND
Amile Jefferson,2019,21.1,0.692,13.1,0.4,0.258,0.1,2.5,0.5,2.0,,,,,,,,,,ORL
Amile Jefferson,2020,8.9,0.372,13.5,0.0,0.023,-0.1,-5.8,-4.8,-1.0,,,,,,,,,,ORL
Amir Coffey,2020,8.5,0.493,17.6,0.1,0.041,-0.1,-4.1,-4.3,0.1,21.4,0.258,24.3,0.0,0.099,0.0,10.5,3.4,7.1,LAC
Amir Coffey,2021,10.1,0.585,15.1,0.7,0.085,0.0,-2.0,-1.9,-0.1,18.1,0.788,15.8,0.0,0.117,0.0,6.7,3.1,3.7,LAC
Amir Coffey,2022,13.0,0.598,15.8,3.8,0.116,0.7,-0.3,-0.3,0.0,,,,,,,,,,LAC
Amir Coffey,2023,7.0,0.498,13.5,0.4,0.033,-0.5,-5.0,-4.3,-0.7,0.0,,0.0,0.0,-0.048,0.0,-5.5,-3.7,-1.8,LAC
Amir Johnson,2006,20.3,0.85,19.2,0.2,0.208,0.0,0.4,1.1,-0.7,,,,,,,,,,DET
Amir Johnson,2007,20.6,0.6,18.5,0.5,0.183,0.1,0.2,-2.0,2.2,,,,,,,,,,DET
Amir Johnson,2008,17.5,0.584,14.1,3.0,0.19,0.6,1.3,-2.4,3.7,23.2,0.717,19.0,0.2,0.225,0.1,4.7,1.6,3.0,DET
Amir Johnson,2009,13.5,0.608,11.1,2.7,0.142,0.1,-1.4,-3.0,1.6,12.4,1.0,3.9,0.0,0.168,0.0,0.3,-2.7,2.9,DET
Amir Johnson,2016,16.0,0.602,13.6,5.9,0.158,1.4,1.2,-0.4,1.6,16.7,0.69,15.1,0.4,0.158,0.1,1.4,-0.4,1.8,BOS
Amir Johnson,2017,15.0,0.628,13.6,5.0,0.149,1.1,0.6,-0.7,1.3,10.3,0.537,12.6,0.2,0.063,-0.1,-5.4,-3.9,-1.5,BOS
Amir Johnson,2018,14.9,0.575,12.8,4.1,0.169,0.9,1.0,-1.2,2.2,15.2,0.56,11.7,0.3,0.16,0.0,0.0,0.6,-0.6,PHI
Amir Johnson,2019,13.1,0.574,17.4,1.1,0.098,0.0,-2.3,-2.9,0.6,24.2,1.0,10.6,0.1,0.276,0.1,8.5,5.5,3.1,PHI
Anderson Varejão,2005,17.0,0.534,14.4,3.0,0.164,0.5,0.2,-0.4,0.6,,,,,,,,,,CLE
