target_coverage,half_width_points,observed_coverage,n_calibration_games,n_test_games
0.5,3.7463394195470032,0.49560103280099455,21022,20914
0.8,7.254033971091538,0.7960218035765516,21022,20914
0.9,9.730898915768387,0.9008319785789424,21022,20914
