season,player_id,player_name,position,height_wo_shoes,height_w_shoes,weight,wingspan,standing_reach,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,three_quarter_sprint,bench_press
2003,2586,Keith Bogans,SG,76.25,,213.0,81.25,101.0,8.0,,,29.5,35.0,11.43,3.25,10.0
2003,2588,Matt Bonner,PF-SF,80.5,,242.0,80.75,105.5,13.6,,,27.0,32.0,11.52,3.32,20.0
2003,2547,Chris Bosh,PF,82.25,,225.0,87.5,109.0,8.0,,,30.5,33.0,11.8,3.3,9.0
2003,2651,Jermaine Boyette,PG-SG,73.0,,187.0,76.0,96.0,7.3,,,29.0,35.5,11.2,3.07,14.0
2003,12295,Souleymane Camara,PF-SF,81.75,,211.0,86.25,109.0,9.9,,,28.5,34.5,11.51,3.2,2.0
2003,2679,Matt Carroll,SG-SF,77.0,,207.0,78.5,98.5,6.7,,,29.0,33.5,11.11,3.35,13.0
2003,2555,Nick Collison,PF,80.75,,255.0,85.5,108.0,17.0,,,28.0,33.0,11.62,3.28,8.0
2003,2567,Brian Cook,PF-SF,81.5,,234.0,86.0,109.0,10.5,,,25.0,29.0,11.87,3.45,6.0
2003,12074,Joel Cornette,PF-SF,80.25,,239.0,81.25,105.5,12.9,,,26.0,32.5,11.27,3.14,13.0
2003,2605,Marquis Daniels,SG-PG,77.25,,198.0,82.0,103.5,4.0,,,30.5,35.0,11.62,3.25,6.0
2003,12075,Aleksander Djuric,C-PF,82.0,,253.0,84.0,108.0,16.3,,,23.5,27.5,11.97,3.65,3.0
2003,12076,Ruben Douglas,SG,75.5,,193.0,79.25,100.5,6.0,,,28.5,35.0,11.95,3.27,9.0
2003,2648,Ronald Dupree,SF-SG,78.0,,209.0,80.25,101.0,6.7,,,37.5,41.5,11.09,3.23,11.0
2003,2606,Carl English,SG-PG,76.0,,201.0,77.25,98.5,8.0,,,28.0,34.0,11.77,3.32,11.0
2003,12077,Ebi Ere,SG,75.5,,210.0,82.5,102.0,14.1,,,29.5,33.5,11.38,3.16,
2003,12078,Marquis Estill,PF-C,80.5,,257.0,88.0,108.0,11.7,,,30.0,36.0,12.92,3.31,7.0
2003,2551,T.J. Ford,PG,71.0,,162.0,71.5,93.5,6.7,,,32.5,39.5,11.45,3.2,0.0
2003,12079,Jason Gardner,PG,69.75,,194.0,73.0,92.0,9.3,,,30.5,35.0,10.62,3.17,10.0
2003,2584,Willie Green,SG-PG,74.5,,201.0,79.25,100.0,8.0,,,28.5,28.5,11.86,3.19,13.0
2003,12080,Justin Hamilton,PG-SG,75.0,,217.0,83.0,103.0,8.0,,,30.0,37.5,11.18,3.18,17.0
2003,2580,Travis Hansen,SG,76.5,,200.0,78.5,100.5,6.0,,,31.5,35.0,10.72,3.18,16.0
2003,12081,Trevor Harvey,C-PF,81.5,,245.0,85.0,109.5,10.5,,,29.5,32.0,11.85,3.32,11.0
2003,2618,Marcus Hatten,PG,72.75,,163.0,78.25,98.0,4.0,,,29.5,37.5,11.5,3.15,7.0
2003,2550,Kirk Hinrich,PG-SG,74.75,,186.0,78.0,98.5,5.3,,,29.0,33.5,10.98,3.1,10.0
2003,12082,Jerry Holman,PF,80.75,,232.0,87.25,109.5,6.0,,,33.0,37.5,11.54,3.24,11.0
2003,12083,Sam Hoskin,PF,79.25,,261.0,82.75,107.5,,,,,,,,24.0
2003,2572,Josh Howard,SF-SG,77.25,,202.0,86.0,105.5,6.0,,,33.0,36.5,10.89,3.09,4.0
2003,2599,Brandon Hunter,PF,78.5,,266.0,86.75,105.5,8.0,,,32.5,35.0,11.13,3.21,25.0
2003,12084,Sani Ibrahim,C-PF,80.5,,229.0,85.0,109.5,9.3,,,26.0,30.5,13.02,3.4,12.0
2003,12085,Michael Ignerski,PF-SF,81.5,,232.0,82.75,107.0,10.5,,,26.5,33.0,11.21,3.13,10.0
2003,12086,Robert Jackson,PF-C,79.75,,254.0,84.0,107.5,15.9,,,23.5,26.0,11.26,3.25,15.0
2003,2544,LeBron James,SF-SG,79.25,,245.0,84.25,106.25,6.7,,,,,,,
2003,2639,Britton Johnsen,SF-PF,82.0,,212.0,82.75,107.5,7.3,,,26.5,32.5,10.67,3.08,13.0
2003,2592,James Jones,SF,79.25,,218.0,86.5,107.5,6.7,,,30.5,33.0,11.18,3.19,9.0
2003,2563,Dahntay Jones,SG-SF,76.75,,214.0,81.0,102.5,2.6,,,30.0,39.5,10.91,3.11,
2003,2549,Chris Kaman,C-PF,83.5,,252.0,83.75,110.5,16.3,,,23.5,30.5,11.33,3.37,15.0
2003,2574,Jason Kapono,SG-SF,78.5,,215.0,78.5,102.0,11.7,,,23.5,30.0,11.04,3.38,8.0
2003,12087,Jason Keep,C-PF,81.75,,270.0,84.5,106.5,8.6,,,29.5,34.0,11.18,3.3,27.0
2003,12088,Bernard King,SG-PG,75.75,,200.0,77.5,98.5,12.9,,,28.0,33.5,11.37,3.18,11.0
2003,2688,Brandin Knight,PG,71.75,,190.0,78.0,95.5,10.5,,,,,,,6.0
2003,2594,Kyle Korver,SF,78.25,,211.0,81.5,102.5,6.7,,,25.5,31.5,11.42,3.47,13.0
2003,2591,James Lang,C-PF,80.25,,316.0,90.25,110.0,21.4,,,24.5,32.0,14.01,3.55,8.0
2003,12089,Donald Little,PF-C,81.5,,229.0,87.0,97.0,7.3,,,33.0,37.0,11.18,3.2,18.0
2003,2658,Chris Marcus,C,84.0,,334.0,92.0,114.0,23.1,,,,,,,12.0
2003,12090,Chris Massie,PF-C,78.5,,259.0,85.0,106.5,14.8,,,26.5,33.0,12.48,3.22,13.0
2003,12091,Will McDonald,C-PF,81.5,,258.0,87.5,109.5,13.6,,,25.0,32.5,11.83,3.42,17.0
2003,2545,Darko Milicic,PF,83.5,,250.0,89.0,111.5,8.0,,,26.5,32.5,11.3,3.36,13.0
2003,12092,Jeff Newton,PF,80.0,,199.0,85.0,106.0,5.3,,,27.5,34.0,11.18,3.23,9.0
2003,12093,Uche Nsonwu-Amadi,PF-C,79.75,,246.0,87.75,106.5,6.0,,,27.5,29.0,11.83,3.25,21.0
2003,12094,Ugonna Okyekwe,SF,79.25,,228.0,87.0,109.0,4.3,,,32.0,36.5,11.43,3.2,8.0
2003,101248,Marlon Parmer,PG,72.75,,184.0,75.5,97.0,9.3,,,28.0,32.0,,3.42,13.0
2003,12095,Stephane Pelle,PF-SF,79.0,,246.0,86.0,107.0,12.4,,,28.5,33.0,11.37,3.27,17.0
2003,2632,Kirk Penney,SG-SF,77.0,,218.0,77.25,97.0,8.0,,,32.0,35.5,10.44,3.04,15.0
2003,2750,Pavel Podkolzin,C,87.5,,303.0,89.75,116.0,16.3,,,19.5,22.5,13.4,3.8,5.0
2003,2694,Josh Powell,PF-SF,80.0,,227.0,85.0,107.5,8.0,,,32.5,38.5,11.72,3.2,15.0
2003,12096,Hollis Price,PG-SG,71.5,,165.0,76.5,94.5,7.3,,,27.5,33.0,10.72,3.25,1.0
2003,2557,Luke Ridnour,PG,73.0,,167.0,75.0,95.5,5.3,,,26.0,32.5,11.0,3.28,0.0
2003,12097,Joe Shipp,SG,76.0,,224.0,82.0,103.0,11.7,,,29.0,34.5,11.75,3.2,17.0
2003,12098,Ron Slay,SF-PF,78.0,,236.0,82.0,103.5,16.3,,,28.5,31.5,12.01,3.43,10.0
2003,2604,Theron Smith,PF-SF,78.5,,234.0,82.25,104.5,9.3,,,28.5,32.0,10.99,3.1,25.0
2003,2596,Tommy Smith,PF-SF,81.0,,200.0,86.5,107.5,6.7,,,30.0,33.0,11.54,3.14,2.0
2003,12099,Marvin Stone,C-PF,81.5,,261.0,87.5,109.5,17.4,,,25.5,27.5,12.1,3.5,9.0
2003,2552,Michael Sweetney,PF,79.25,,262.0,85.0,107.5,14.1,,,26.0,31.5,12.9,3.28,3.0
2003,2756,Sasha Vujacic,PG-SG,77.5,,193.0,77.5,101.0,14.1,,,,,,,0.0
2003,2548,Dwyane Wade,SG-SF,75.75,,212.0,82.75,102.0,6.7,,,31.5,35.0,10.56,3.08,9.0
2003,12101,Wayne Wallace,PF,79.25,,187.0,86.0,108.0,4.6,,,29.5,36.0,11.85,3.24,6.0
2003,2575,Luke Walton,SF-PF,79.75,,235.0,80.5,104.0,9.3,,,28.0,,,,12.0
2003,2561,David West,PF-SF,80.25,,226.0,88.25,108.25,8.0,,,28.5,31.5,12.18,3.43,11.0
2003,2590,Mo Williams,PG-SG,72.75,,189.0,77.5,98.5,6.7,,,,,,,3.0
2003,12102,Wesley Wilson,C-PF,82.25,,257.0,87.0,110.5,12.4,,,27.0,30.5,12.19,3.3,20.0
2003,12103,Doug Wrenn,SF-PF,77.75,,220.0,91.5,100.5,7.3,,,34.5,41.0,11.38,3.17,15.0
2003,2583,Derrick Zimmerman,PG,73.0,,190.0,81.0,96.25,5.3,,,34.0,40.5,11.09,3.1,13.0
2004,2754,Tony Allen,SG,75.5,76.25,214.0,81.0,102.0,6.7,,,31.5,36.5,10.7,3.19,17.0
2004,2772,Trevor Ariza,SG-SF,79.0,80.25,201.0,86.0,107.5,8.0,,,29.5,32.0,11.63,3.29,8.0
2004,2857,Andre Barrett,PG,68.75,69.75,171.0,73.0,92.0,6.7,,,29.0,34.5,10.63,3.08,13.0
2004,101138,Brandon Bass,PF,78.25,79.25,246.0,86.5,106.5,9.3,,,31.5,33.0,11.61,3.24,18.0
2004,2740,Andris Biedrins,C,,,,,,9.3,,,,,,,
2004,2800,Tony Bobbitt,SG,74.75,76.0,185.0,79.0,100.0,7.3,,,,,,,1.0
2004,12173,Brian Boddicker,SF-PF,79.5,80.75,230.0,82.0,105.5,11.2,,,28.0,30.0,10.93,3.25,16.0
2004,12174,Tim Bowers,PG-SG,72.5,73.75,181.0,81.0,98.0,2.6,,,37.0,43.5,11.24,3.21,13.0
2004,2810,Andre Brown,PF-C,80.0,81.5,236.0,83.0,107.0,6.0,,,32.0,35.5,11.7,3.22,18.0
2004,2766,Antonio Burks,PG,72.0,72.75,191.0,78.5,96.5,9.9,,,,,,,9.0
2004,2866,Jackie Butler,C,80.0,81.5,263.0,85.5,109.0,16.3,,,23.0,25.0,13.32,3.4,14.0
2004,12175,Aleksandar Capin,PG,72.0,73.25,176.0,73.5,94.0,9.3,,,23.0,29.0,11.5,3.27,4.0
2004,12176,Ales Chan,C,84.0,86.0,255.0,87.0,113.0,14.8,,,21.0,29.0,12.9,3.62,2.0
2004,2735,Josh Childress,SG-SF,77.75,79.25,196.0,83.0,105.0,9.3,,,29.0,36.0,11.95,3.38,11.0
2004,200555,TJ Cummings,SF,79.5,80.75,215.0,81.5,106.5,6.7,,,27.0,31.0,11.58,3.12,6.0
2004,2845,Erik Daniels,SF-PF,78.25,79.5,223.0,83.0,106.0,18.5,,,31.0,32.0,11.38,3.19,4.0
2004,2736,Luol Deng,SF,79.0,80.0,220.0,84.5,108.5,6.7,,,27.5,31.5,11.46,3.34,5.0
2004,12177,Marcus Douthit,C-PF,81.5,83.0,223.0,88.0,111.5,13.7,,,25.5,31.5,11.64,3.34,1.0
2004,2768,Chris Duhon,PG,72.0,73.25,193.0,78.5,98.0,6.7,,,31.5,35.0,10.45,3.14,7.0
2004,2823,John Edwards,C,83.25,85.0,264.0,88.5,113.0,14.1,,,,,,,15.0
2004,2765,Andre Emmett,SG-SF,75.5,76.5,216.0,81.0,100.0,6.7,,,,,,,
2004,2824,Desmon Farmer,SG,76.5,77.75,214.0,80.5,103.0,5.3,,,24.0,31.0,10.89,3.2,12.0
2004,2784,Luis Flores,PG-SG,72.5,73.75,202.0,79.5,98.5,6.0,,,29.0,32.0,10.97,3.1,15.0
2004,2782,Matt Freije,SF-PF,80.25,81.5,234.0,85.0,108.5,10.8,,,29.5,31.0,11.15,3.25,13.0
2004,12178,Chris Garnett,C-PF,80.25,81.75,260.0,85.0,108.0,14.8,,,27.0,31.5,11.75,3.36,22.0
2004,101155,Ryan Gomes,SF-PF,78.5,79.75,248.0,86.0,106.5,,,,26.5,30.5,12.49,3.24,9.0
2004,2732,Ben Gordon,PG-SG,73.0,74.25,192.0,80.5,99.0,5.3,,,31.5,37.5,11.28,3.19,12.0
2004,2734,Devin Harris,PG,73.75,75.0,170.0,79.5,98.5,5.3,,,30.5,37.0,11.03,3.19,5.0
2004,2730,Dwight Howard,PF-C,81.0,82.25,240.0,88.5,111.5,10.5,,,30.5,35.5,11.21,3.14,7.0
2004,12179,Rolando Howell,PF,79.5,80.5,229.0,84.5,107.0,11.7,,,28.5,34.5,11.91,3.28,
2004,2743,Kris Humphries,PF,80.25,81.5,238.0,84.5,106.5,6.7,,,29.5,36.0,11.33,3.2,22.0
2004,2738,Andre Iguodala,SG-SF,77.75,78.75,217.0,83.0,105.5,6.7,,,30.5,34.5,11.17,3.18,4.0
2004,12180,Martin Iti,C-PF,80.5,81.75,233.0,89.0,111.5,10.5,,,26.5,32.5,12.28,3.41,13.0
2004,2739,Luke Jackson,SF-SG,78.0,79.0,212.0,80.5,103.0,8.0,,,26.5,36.0,11.1,3.24,13.0
2004,2744,Al Jefferson,PF-SF,80.5,81.75,263.0,86.5,110.0,10.5,,,28.5,30.0,13.08,3.29,3.0
2004,2865,Arthur Johnson,PF-C,79.0,80.5,262.0,87.0,109.0,16.3,,,26.5,28.5,11.81,3.38,14.0
2004,12181,Ivan Koljevic,PG,73.0,74.0,172.0,74.5,95.0,6.7,,,26.0,28.5,11.07,3.28,4.0
2004,12182,Herve Lamizana,SF-PF,79.5,80.5,210.0,85.5,107.0,6.7,,,,,,,
2004,2778,Sergei Lishouk,PF-SF,82.25,83.5,244.0,84.0,109.5,10.5,,,,,,,
2004,2733,Shaun Livingston,PG-SG,78.25,79.5,186.0,83.0,105.5,6.7,,,26.5,30.0,10.72,3.23,
2004,12184,Jaime Lloreda,PF,78.75,80.5,247.0,81.5,107.0,9.9,,,25.5,29.5,12.93,3.23,6.0
2004,12000,Bryant Matthews,SF-SG,77.75,78.75,206.0,84.5,105.5,6.7,,,29.0,34.5,11.08,3.13,13.0
2004,12001,Marcus Melvin,SF-PF,78.75,80.5,241.0,84.0,105.5,10.5,,,25.0,30.5,11.81,3.33,11.0
2004,2822,Rich Melzer,PF-SF,79.5,80.75,229.0,86.0,107.0,12.4,,,24.5,28.5,11.74,3.39,8.0
2004,2777,Ricky Minard,PG-SG,75.25,76.25,198.0,79.0,101.5,8.0,,,27.5,33.0,10.94,3.1,13.0
2004,12002,James Moore,PF-SF,78.5,80.0,198.0,84.5,107.0,8.0,,,28.5,32.5,11.01,3.21,
2004,12003,Marcus Moore,PG-SG,76.0,77.25,202.0,81.0,101.5,14.8,,,25.0,30.0,11.31,3.34,
2004,12004,Michel Morandais,SG-SF,75.75,76.75,205.0,83.5,102.0,8.6,,,30.5,33.5,11.45,3.22,16.0
2004,2749,Jameer Nelson,PG,71.0,72.5,199.0,74.5,95.0,8.0,,,28.5,33.5,10.95,3.14,15.0
2004,12005,Misan Nikagbatse,SG-PG,75.5,76.75,223.0,82.0,102.0,12.9,,,27.5,32.5,11.27,3.32,11.0
2004,2731,Emeka Okafor,C-PF,80.75,82.0,257.0,88.0,110.5,5.3,,,31.5,34.0,12.32,3.15,22.0
2004,12006,Randall Orr,PF-SF,81.0,82.75,193.0,82.5,107.5,6.7,,,26.5,33.0,11.18,3.27,6.0
2004,12007,Dylan Page,SF,79.5,80.75,239.0,79.0,105.0,12.3,,,26.0,30.0,10.99,3.4,17.0
2004,-1,Drago Pasalic,PF,81.25,82.75,231.0,83.5,108.0,12.9,,,25.5,30.0,12.97,3.56,8.0
2004,12008,Rickey Paulding,SG,74.75,76.0,210.0,81.5,101.5,5.3,,,30.0,36.0,11.14,3.17,17.0
2004,12009,Kelvin Pena,SG-PG,74.25,75.25,182.0,78.5,99.5,8.6,,,27.5,32.5,11.5,3.24,1.0
2004,2773,Tim Pickett,PG-SG,75.0,76.25,207.0,79.5,100.5,6.0,,,,,,,
2004,12010,Omar Quintero,PG,69.75,71.25,170.0,71.5,92.5,14.1,,,25.0,29.0,11.37,3.25,2.0
2004,2762,Peter Ramos,C,85.75,87.25,266.0,89.5,111.5,6.7,,,24.0,26.5,12.61,3.6,2.0
2004,2876,Jared Reiner,C-PF,82.0,83.75,246.0,84.5,109.0,12.9,,,22.0,26.0,12.65,3.56,15.0
2004,101160,Lawrence Roberts,PF,79.5,81.0,233.0,81.5,106.5,9.3,,,27.5,33.0,12.52,3.3,18.0
2004,2774,Bernard Robinson,SG-SF,77.25,78.5,208.0,82.0,102.0,6.0,,,28.5,34.5,10.91,3.17,14.0
2004,101126,Nate Robinson,PG,67.75,69.0,181.0,73.0,91.5,6.7,,,35.5,43.5,10.75,2.96,13.0
2004,12011,Aerick Sanders,PF,78.5,79.5,205.0,83.5,106.0,6.7,,,24.5,30.5,11.98,3.37,9.0
2004,2781,Romain Sato,SG,74.0,75.25,204.0,83.0,102.5,6.0,,,31.5,35.5,11.27,3.18,8.0
2004,12012,Blagota Sekulic,SF-PF,81.25,82.5,234.0,83.0,107.0,9.3,,,23.5,31.5,10.93,3.39,8.0
2004,2746,Josh Smith,SG-SF,79.0,80.25,221.0,84.0,106.5,6.7,,,32.5,39.5,11.43,3.24,12.0
2004,2747,J.R. Smith,SG-SF,77.5,78.75,227.0,82.0,104.0,6.7,,,29.0,35.5,10.93,3.21,5.0
2004,2745,Kirk Snyder,SG-SF,78.0,78.75,228.0,81.0,104.0,9.3,,,30.0,35.0,10.79,3.13,19.0
2004,2776,Pape Sow,PF-C,80.5,82.0,233.0,86.0,108.5,9.3,,,28.0,31.5,12.13,3.27,18.0
2004,12014,Tiago Splitter,C-PF,82.25,83.75,233.0,86.0,109.5,5.3,,,26.0,31.5,11.65,3.38,8.0
2004,12015,Blake Stepp,PG,,,,,,8.0,,,,,,,
2004,12016,Tom Timmerrmans,PF-C,82.5,83.5,272.0,83.0,107.5,15.2,,,23.0,26.5,13.13,3.63,15.0
2004,12296,Marko Tomas,SG-PG,78.5,79.75,198.0,79.0,103.5,9.3,,,32.0,31.5,11.8,3.23,
2004,2757,Beno Udrih,PG,74.5,75.75,199.0,76.5,98.0,9.3,,,,,,,2.0
2004,2761,Jackson Vroman,PF-C,81.25,82.75,226.0,84.0,105.5,6.7,,,29.5,33.5,10.75,3.25,12.0
2004,2753,Delonte West,PG-SG,73.5,74.75,183.0,78.0,99.5,6.7,,,30.0,35.0,11.2,3.15,12.0
2004,2863,Damien Wilkins,SG-SF,76.5,78.0,222.0,84.0,106.0,7.3,,,26.5,31.0,11.92,3.15,15.0
2004,12292,Mike Williams,SF,77.5,78.5,197.0,83.5,105.5,9.3,,,23.5,27.5,11.59,3.42,
2004,12293,Nate Williams,PF-SF,80.5,82.0,240.0,85.5,109.5,12.4,,,23.5,26.0,12.6,3.35,1.0
2004,12294,Rashad Wright,PG,72.5,73.75,190.0,82.0,98.5,8.0,,,28.5,32.5,11.15,3.28,10.0
2005,101165,Alex Acker,SG,75.75,76.75,183.0,84.0,102.5,,,,28.0,32.0,11.67,3.35,11.0
2005,101224,Deji Akindele,C-PF,81.5,83.0,236.4,87.0,108.5,,,,30.5,32.5,12.58,3.35,13.0
2005,200969,Mustafa Al-Sayyad,PF-C,,,,,,,,,26.5,30.5,11.56,3.42,
2005,12104,Nemanja Aleksandrov,PF-SF,82.0,84.0,220.6,83.0,110.0,,,,,,,,5.0
2005,101187,Alan Anderson,SG-SF,76.5,78.0,223.2,81.5,104.0,,,,26.5,30.5,10.32,3.27,10.0
2005,101149,Martynas Andriuskevicius,C-PF,85.25,87.0,227.8,83.25,112.5,,,,24.0,27.5,11.94,3.42,0.0
2005,101252,Sean Banks,SF,77.75,79.0,206.4,85.0,108.0,,,,25.0,31.5,11.74,3.35,7.0
2005,101188,Eddie Basden,SG-SF,76.25,77.5,210.0,82.25,101.0,,,,33.0,36.5,10.52,3.21,14.0
2005,12105,Mike Bell,SF-PF,80.75,81.25,206.2,85.5,104.5,,,,33.5,39.5,11.73,3.29,13.0
2005,101106,Andrew Bogut,C-PF,83.0,84.25,250.6,87.0,110.5,,,,27.5,33.5,12.06,3.51,13.0
2005,200793,Dee Brown,PG-SG,71.0,72.0,179.0,74.0,94.0,,,,,,,,
2005,101198,Will Bynum,PG-SG,70.5,71.5,188.8,75.5,93.0,,,,33.0,40.5,11.12,3.0,15.0
2005,12106,Marcus Campbell,C,82.25,84.25,280.4,90.0,114.0,,,,,,,,9.0
2005,101215,Will Conroy,PG,73.0,74.0,188.6,75.0,96.5,,,,30.5,36.5,10.51,3.28,14.0
2005,12107,Taylor Coppenrath,PF-SF,79.75,81.25,252.4,83.5,106.5,,,,24.5,27.0,11.51,3.44,5.0
2005,101143,Travis Diener,PG-SG,71.75,73.0,165.2,71.75,93.5,,,,24.5,31.0,10.85,3.26,1.0
2005,101113,Ike Diogu,PF,78.5,80.0,255.4,87.5,109.0,,,,28.0,31.0,11.94,3.45,21.0
2005,12108,Daryl Dorsey,PG,71.25,72.5,160.8,71.5,94.0,,,,25.0,30.5,11.41,3.24,0.0
2005,101145,Monta Ellis,SG-PG,74.25,75.25,176.6,74.75,98.0,,,,26.5,31.5,12.13,3.31,0.0
2005,101109,Raymond Felton,PG,71.5,72.25,199.4,76.25,98.0,,,,29.0,33.5,10.5,3.06,6.0
2005,201164,Rudy Fernandez,SG,76.75,78.0,172.0,79.5,101.5,,,,26.5,35.5,10.48,3.33,0.0
2005,12109,D'Or Fischer,C-PF,81.25,82.5,242.4,90.0,110.5,,,,28.0,30.5,12.53,3.5,2.0
2005,12110,Eddy Fobbs,C-PF,82.25,83.25,235.2,90.75,111.5,,,,29.5,34.0,11.53,3.28,12.0
2005,101213,Sharrod Ford,PF,79.25,80.25,212.8,85.5,106.0,,,,28.5,37.0,11.92,3.2,9.0
2005,101112,Channing Frye,PF-C,81.5,82.5,243.6,86.5,110.5,,,,27.5,31.0,11.6,3.38,19.0
2005,101184,Deng Gai,PF-C,79.75,81.25,214.0,88.5,110.5,,,,31.5,35.5,12.51,3.27,11.0
2005,101128,Francisco Garcia,SF-SG,77.75,79.0,189.6,82.75,103.0,,,,27.5,31.5,10.63,3.33,5.0
2005,12111,John Gilchrist,PG,73.25,74.5,195.2,81.25,96.5,,,,30.5,36.5,11.48,3.15,12.0
2005,101162,Marcin Gortat,PF-C,83.0,84.0,225.2,87.5,110.0,,,,29.5,36.0,11.48,3.33,18.0
2005,101121,Joey Graham,SF,77.25,78.5,216.6,80.0,104.0,,,,30.0,36.0,10.62,3.05,26.0
2005,101122,Danny Granger,,79.5,80.5,225.4,85.5,103.0,,,,31.0,34.0,10.84,3.34,10.0
2005,101123,Gerald Green,SF,78.0,79.25,192.0,81.75,104.0,,,,31.5,39.0,11.2,3.21,7.0
2005,101236,Charles Hayes,SF-PF,77.5,78.75,232.4,82.0,104.5,,,,30.0,33.0,10.7,3.34,20.0
2005,101129,Luther Head,PG-SG,74.0,75.0,178.8,77.25,98.5,,,,31.5,38.5,11.12,3.21,14.0
2005,101125,Julius Hodge,SG-SF,78.0,79.0,202.2,84.5,107.5,,,,24.5,29.0,10.89,3.18,14.0
2005,12112,Jared Homan,C-PF,79.75,80.75,248.2,85.25,104.5,,,,,,,,16.0
2005,101141,Ersan Ilyasova,SF,79.75,81.0,208.8,85.25,109.5,,,,22.0,30.0,11.59,3.56,2.0
2005,101127,Jarrett Jack,PG,74.5,75.5,197.6,79.5,100.0,,,,26.0,28.5,10.87,3.24,5.0
2005,101204,Dwayne Jones,C-PF,80.5,82.0,242.2,86.75,108.5,,,,28.0,31.5,11.87,3.25,15.0
2005,12113,Mindaugas Katelynas,SF-PF,79.5,80.5,217.0,83.0,105.5,,,,31.5,35.0,11.6,3.38,7.0
2005,201318,Jason Klotz,C-PF,80.5,81.75,249.4,82.0,107.5,,,,21.5,27.0,13.13,3.68,12.0
2005,-1,Carl Krauser,PG-SG,71.5,72.75,193.4,77.5,98.5,,,,26.0,31.0,11.62,3.38,8.0
2005,101247,Keith Langford,SG-SF,74.25,75.5,203.2,81.0,101.0,,,,32.0,29.5,11.38,3.23,8.0
2005,101135,David Lee,PF,79.75,81.0,229.5,84.0,106.5,,,,30.5,32.5,10.8,3.19,14.0
2005,12114,David Lucas,PF,78.5,79.75,233.4,84.0,103.5,,,,,,,,17.0
2005,101249,John Lucas III,PG,69.25,70.5,154.4,72.0,92.0,,,,29.0,34.0,10.44,3.14,4.0
2005,101185,Rawle Marshall,SG-SF,76.5,77.75,186.6,85.0,104.0,,,,30.5,37.0,11.64,3.21,7.0
2005,101131,Jason Maxiell,PF,77.0,78.25,257.6,87.25,107.0,,,,,,,,
2005,101118,Sean May,PF,79.0,80.5,258.8,85.25,105.0,,,,30.0,33.0,11.04,3.29,12.0
2005,101119,Rashad McCants,SG,74.75,76.0,201.0,82.75,103.5,,,,32.5,34.5,10.39,3.11,15.0
2005,200829,Ivan McFarlin,PF,77.5,78.75,228.6,81.0,105.5,,,,26.5,32.0,10.64,3.27,10.0
2005,12115,Juan Mendez,PF-SF,77.25,78.75,231.4,84.0,106.5,,,,29.0,33.0,11.7,3.24,14.0
2005,101223,Aaron Miles,PG,72.0,73.5,174.6,75.5,94.0,,,,32.0,37.5,10.69,3.22,7.0
2005,12116,Ellis Myles,PF,78.0,79.25,255.2,81.75,105.5,,,,26.0,28.5,12.8,3.42,15.0
2005,12117,Larry O'Bannon,SG,75.0,76.25,196.0,78.0,99.5,,,,31.5,36.5,11.44,3.18,17.0
2005,12118,Drago Pasalic,SF-PF,81.5,83.0,238.8,83.75,108.5,,,,25.0,30.5,12.12,3.48,11.0
2005,101108,Chris Paul,PG,71.75,73.0,178.0,76.25,93.0,,,,32.0,38.0,11.09,3.22,10.0
2005,200819,Kevin Pittsnogle,PF,81.25,82.25,259.2,82.5,106.0,,,,,,,,
2005,201225,Carlos Powell,SF-PF,77.25,78.75,221.8,82.75,105.0,,,,27.5,34.5,11.54,3.21,12.0
2005,101232,Roger Powell,SF,76.75,78.0,218.6,83.5,104.0,,,,,,,,
2005,101179,Ronnie Price,PG,72.75,74.25,184.8,77.5,96.5,,,,31.5,39.0,10.49,3.29,11.0
2005,101194,Anthony Roberson,PG,72.75,74.5,178.8,74.75,95.0,,,,31.5,37.0,11.17,3.19,14.0
2005,201575,Brandon Rush,SG-SF,77.0,78.5,211.4,83.25,104.5,,,,32.5,35.0,11.33,3.31,0.0
2005,101195,Luke Schenscher,C,83.75,85.5,241.6,89.0,111.5,,,,23.5,26.5,12.4,3.47,1.0
2005,101134,Wayne Simien,PF,79.25,81.0,255.8,84.0,107.0,,,,27.0,27.5,11.05,3.35,11.0
2005,12120,Tre Simmons,SG-SF,76.0,77.0,194.2,79.5,102.5,,,,27.0,31.5,10.8,3.18,3.0
2005,12121,David Simon,C-PF,80.0,81.5,258.8,87.5,108.0,,,,28.0,33.0,11.98,3.44,18.0
2005,101147,Chris Taft,PF,80.5,81.5,261.0,85.75,109.0,,,,28.5,33.0,11.26,3.27,14.0
2005,12122,Chris Thomas,PG,71.75,73.0,176.2,75.0,95.0,,,,28.5,34.0,10.84,3.33,14.0
2005,12119,Omar Thomas,SF-SG,75.25,76.5,200.0,80.0,102.0,,,,25.0,29.5,11.11,3.27,6.0
2005,101159,Dijon Thompson,SF-SG,78.25,80.0,195.8,81.75,105.5,,,,,,,,
2005,101142,Ronny Turiaf,PF,80.0,81.25,237.8,85.5,106.5,,,,30.5,33.0,11.5,3.23,15.0
2005,101111,Charlie Villanueva,PF-SF,81.0,81.5,236.6,84.25,109.0,,,,26.0,31.0,10.86,3.3,11.0
2005,101124,Hakim Warrick,PF-SF,79.25,80.5,215.0,86.0,108.0,,,,33.0,38.0,,3.22,11.0
