PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,SEASON_TYPE
203500,2013-14,00,1610612760,OKC,20.0,18,0,18.4,1.7,2.5,0.689,0.0,0.0,0.0,0.4,1.3,0.348,1.2,2.9,4.1,0.2,0.1,1.3,0.6,2.7,3.9,playoffs
203500,2015-16,00,1610612760,OKC,22.0,18,18,30.7,3.8,6.2,0.613,0.0,0.1,0.0,2.6,4.1,0.63,3.4,6.1,9.5,0.7,0.5,0.8,0.9,3.1,10.1,playoffs
203500,2016-17,00,1610612760,OKC,23.0,5,5,31.4,3.6,5.6,0.643,0.0,0.0,0.0,0.8,2.2,0.364,3.4,3.4,6.8,1.4,1.2,1.8,0.8,2.8,8.0,playoffs
203500,2017-18,00,1610612760,OKC,24.0,6,6,33.3,4.5,7.7,0.587,0.0,0.0,0.0,1.5,2.2,0.692,3.2,4.3,7.5,1.5,0.7,0.7,0.7,2.5,10.5,playoffs
203500,2018-19,00,1610612760,OKC,25.0,5,5,31.8,5.6,8.4,0.667,0.0,0.2,0.0,0.6,1.6,0.375,2.4,4.8,7.2,1.4,1.0,1.0,1.8,2.6,11.8,playoffs
203500,2019-20,00,1610612760,OKC,26.0,7,7,30.0,4.4,7.4,0.596,0.0,0.1,0.0,1.3,2.9,0.45,4.9,6.7,11.6,1.3,0.6,0.3,2.3,1.4,10.1,playoffs
203500,2021-22,00,1610612763,MEM,28.0,7,5,16.3,1.3,3.0,0.429,0.0,0.0,0.0,0.9,1.6,0.545,2.1,4.3,6.4,2.1,0.1,0.1,0.6,1.7,3.4,playoffs
203500,2024-25,00,1610612745,HOU,31.0,7,0,22.1,1.7,2.9,0.6,0.0,0.0,0.0,2.3,4.3,0.533,3.3,3.3,6.6,0.6,0.4,1.1,0.7,1.0,5.7,playoffs
1628389,2017-18,00,1610612748,MIA,20.0,69,19,19.8,2.5,4.9,0.512,0.0,0.1,0.0,1.9,2.6,0.721,1.7,3.8,5.5,1.5,0.5,0.6,1.0,2.0,6.9,regular
1628389,2018-19,00,1610612748,MIA,21.0,82,28,23.3,3.4,5.9,0.576,0.0,0.2,0.2,2.0,2.8,0.735,2.0,5.3,7.3,2.2,0.9,0.8,1.5,2.5,8.9,regular
1628389,2019-20,00,1610612748,MIA,22.0,72,72,33.6,6.1,11.0,0.557,0.0,0.2,0.143,3.7,5.3,0.691,2.4,7.8,10.2,5.1,1.1,1.3,2.8,2.5,15.9,regular
1628389,2020-21,00,1610612748,MIA,23.0,64,64,33.5,7.1,12.5,0.57,0.0,0.1,0.25,4.4,5.5,0.799,2.2,6.7,9.0,5.4,1.2,1.0,2.6,2.3,18.7,regular
1628389,2021-22,00,1610612748,MIA,24.0,56,56,32.6,7.3,13.0,0.557,0.0,0.1,0.0,4.6,6.1,0.753,2.4,7.6,10.1,3.4,1.4,0.8,2.6,3.1,19.1,regular
1628389,2022-23,00,1610612748,MIA,25.0,75,75,34.6,8.0,14.9,0.54,0.0,0.2,0.083,4.3,5.4,0.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,regular
1628389,2023-24,00,1610612748,MIA,26.0,71,71,34.0,7.5,14.3,0.521,0.2,0.6,0.357,4.1,5.5,0.755,2.2,8.1,10.4,3.9,1.1,0.9,2.3,2.2,19.3,regular
1628389,2024-25,00,1610612748,MIA,27.0,78,78,34.3,6.9,14.3,0.485,1.0,2.8,0.357,3.2,4.2,0.765,2.4,7.2,9.6,4.3,1.3,0.7,2.1,2.1,18.1,regular
1628389,2025-26,00,1610612748,MIA,28.0,73,73,32.4,6.9,15.7,0.442,1.7,5.5,0.318,4.5,5.8,0.778,2.0,8.0,10.0,3.2,1.2,0.7,1.6,1.7,20.1,regular
1628389,2017-18,00,1610612748,MIA,20.0,5,0,15.4,1.4,3.0,0.467,0.0,0.2,0.0,0.6,2.8,0.214,1.8,2.2,4.0,0.0,0.0,0.4,0.4,1.6,3.4,playoffs
1628389,2019-20,00,1610612748,MIA,22.0,19,19,36.2,6.5,11.6,0.564,0.0,0.1,0.0,4.7,6.1,0.783,2.5,7.8,10.3,4.4,1.0,0.8,2.5,3.1,17.8,playoffs
1628389,2020-21,00,1610612748,MIA,23.0,4,4,34.0,6.5,14.3,0.456,0.0,0.0,0.0,2.5,3.3,0.769,3.5,5.8,9.3,4.3,1.3,0.5,2.8,2.8,15.5,playoffs
1628389,2021-22,00,1610612748,MIA,24.0,18,18,34.1,5.8,9.7,0.594,0.0,0.1,0.0,3.2,4.2,0.763,2.1,5.9,8.0,2.7,1.0,0.7,2.1,3.1,14.8,playoffs
1628389,2022-23,00,1610612748,MIA,25.0,23,23,37.0,7.3,15.1,0.481,0.0,0.1,0.0,3.4,4.1,0.821,2.7,7.1,9.9,3.7,0.8,0.7,2.7,3.1,17.9,playoffs
1628389,2023-24,00,1610612748,MIA,26.0,5,5,38.6,9.6,19.4,0.495,0.4,2.0,0.2,3.0,4.2,0.714,2.2,7.2,9.4,3.8,0.4,0.0,1.6,3.0,22.6,playoffs
1628389,2024-25,00,1610612748,MIA,27.0,4,4,38.3,7.0,16.0,0.438,1.8,5.3,0.333,1.8,2.8,0.636,4.0,7.0,11.0,4.3,1.0,0.3,3.0,2.3,17.5,playoffs
1630534,2022-23,00,1610612762,UTA,23.0,59,22,20.5,2.8,6.5,0.427,1.4,3.9,0.355,0.9,1.2,0.812,0.7,1.3,2.1,1.1,0.3,0.3,0.7,1.7,7.9,regular
1630534,2023-24,00,1610612762,UTA,24.0,51,10,19.7,2.1,4.9,0.426,0.9,2.8,0.331,0.3,0.4,0.75,0.7,1.8,2.5,0.9,0.5,0.6,0.7,1.3,5.4,regular
1630534,2023-24,00,1610612761,TOR,24.0,27,18,23.6,2.7,6.8,0.391,0.6,2.6,0.217,0.8,1.3,0.611,1.4,1.9,3.3,1.3,0.7,0.6,1.1,1.9,6.7,regular
1630534,2023-24,00,0,TOT,24.0,78,28,21.1,2.3,5.6,0.411,0.8,2.7,0.294,0.5,0.7,0.661,0.9,1.8,2.8,1.1,0.6,0.6,0.8,1.5,5.8,regular
1630534,2024-25,00,1610612761,TOR,25.0,64,45,27.2,4.2,8.3,0.498,1.6,4.0,0.399,0.5,0.8,0.708,1.0,2.8,3.8,1.5,0.9,0.5,0.8,2.0,10.4,regular
1630534,2025-26,00,1610612761,TOR,25.0,42,13,15.5,1.7,4.0,0.424,0.3,1.5,0.185,0.6,0.7,0.862,0.8,1.5,2.3,0.7,0.4,0.3,0.5,1.8,4.3,regular
1630534,2025-26,00,1610612751,BKN,25.0,20,0,16.2,2.5,5.5,0.455,1.1,3.2,0.349,0.6,0.7,0.786,0.7,1.7,2.3,0.9,0.4,0.3,0.6,0.9,6.7,regular
1630534,2025-26,00,0,TOT,25.0,62,13,15.7,2.0,4.5,0.436,0.5,2.1,0.266,0.6,0.7,0.837,0.7,1.5,2.3,0.8,0.4,0.3,0.5,1.5,5.1,regular
1630583,2021-22,00,1610612763,MEM,21.0,32,0,11.3,1.7,4.1,0.402,0.2,1.5,0.125,0.6,1.0,0.625,1.0,1.7,2.7,0.7,0.2,0.3,0.5,1.1,4.1,regular
1630583,2022-23,00,1610612763,MEM,22.0,77,20,21.8,3.2,6.8,0.47,1.2,3.5,0.353,1.4,1.9,0.75,1.1,3.7,4.8,1.3,0.6,0.6,0.8,1.9,9.0,regular
1630583,2023-24,00,1610612763,MEM,23.0,61,35,26.5,4.0,9.3,0.435,1.7,5.0,0.349,0.9,1.4,0.621,1.2,4.6,5.8,2.3,0.7,0.9,1.1,1.5,10.7,regular
1630583,2024-25,00,1610612763,MEM,24.0,65,16,25.5,4.8,10.0,0.483,1.8,5.0,0.368,1.0,1.4,0.691,1.4,5.0,6.4,2.9,0.8,0.4,1.1,1.2,12.5,regular
1630583,2025-26,00,1610612763,MEM,25.0,43,11,27.9,5.3,11.1,0.479,1.6,4.7,0.35,1.8,2.7,0.667,1.6,5.1,6.7,2.9,0.9,0.7,1.3,1.6,14.0,regular
1630583,2022-23,00,1610612763,MEM,22.0,6,0,16.8,2.5,5.5,0.455,1.2,2.5,0.467,0.3,0.3,1.0,1.2,3.2,4.3,1.2,0.5,0.0,0.3,0.8,6.5,playoffs
1630583,2024-25,00,1610612763,MEM,24.0,4,1,30.5,5.3,11.0,0.477,2.5,6.0,0.417,0.0,0.0,0.0,0.5,5.5,6.0,1.8,0.0,0.3,1.3,1.8,13.0,playoffs
1641725,2024-25,00,1610612743,DEN,22.0,24,0,4.9,0.5,1.7,0.317,0.1,0.7,0.176,0.1,0.2,0.75,0.0,0.5,0.5,0.5,0.1,0.0,0.2,0.4,1.3,regular
1641725,2025-26,00,1610612740,NOP,22.0,9,0,12.3,2.1,4.1,0.514,0.7,1.3,0.5,0.3,0.6,0.6,0.1,1.1,1.2,1.0,0.7,0.2,0.3,1.4,5.2,regular
1629638,2019-20,00,1610612740,NOP,21.0,47,1,12.6,2.1,5.7,0.368,1.0,2.8,0.346,0.5,0.8,0.676,0.2,1.6,1.8,1.9,0.4,0.2,1.1,1.2,5.7,regular
1629638,2020-21,00,1610612740,NOP,22.0,46,13,21.9,4.2,10.0,0.419,1.7,4.8,0.347,1.0,1.4,0.727,0.3,2.8,3.1,2.2,1.0,0.5,1.5,1.9,11.0,regular
1629638,2021-22,00,1610612740,NOP,23.0,50,19,26.3,4.7,12.6,0.375,1.9,6.1,0.311,1.4,1.9,0.722,0.7,2.6,3.3,2.8,0.8,0.4,1.7,1.8,12.8,regular
1629638,2021-22,00,1610612762,UTA,23.0,15,2,9.9,1.1,3.2,0.333,0.7,2.2,0.303,0.7,0.8,0.917,0.1,1.5,1.5,1.1,0.3,0.3,0.5,1.0,3.5,regular
1629638,2021-22,00,0,TOT,23.0,65,21,22.6,3.9,10.5,0.372,1.6,5.2,0.311,1.2,1.7,0.743,0.6,2.3,2.9,2.4,0.7,0.4,1.4,1.6,10.6,regular
1629638,2022-23,00,1610612762,UTA,24.0,36,3,14.7,2.3,4.7,0.488,1.0,2.4,0.402,0.8,1.1,0.692,0.2,1.4,1.6,2.1,0.7,0.4,1.3,1.6,6.3,regular
1629638,2022-23,00,1610612750,MIN,24.0,23,0,15.5,2.1,5.4,0.384,1.1,3.1,0.361,0.6,0.9,0.619,0.3,1.5,1.8,1.4,0.3,0.3,0.4,1.3,5.9,regular
1629638,2022-23,00,0,TOT,24.0,59,3,15.0,2.2,5.0,0.444,1.0,2.7,0.384,0.7,1.0,0.667,0.3,1.5,1.7,1.8,0.5,0.4,0.9,1.5,6.2,regular
1629638,2023-24,00,1610612750,MIN,25.0,82,20,23.4,2.9,6.6,0.439,1.6,4.1,0.391,0.6,0.8,0.8,0.4,1.6,2.0,2.5,0.8,0.5,0.9,1.7,8.0,regular
1629638,2024-25,00,1610612750,MIN,26.0,82,10,25.3,3.3,7.5,0.438,1.7,4.5,0.381,1.1,1.4,0.78,0.7,2.6,3.2,2.7,0.6,0.4,1.2,1.7,9.4,regular
1629638,2025-26,00,1610612737,ATL,27.0,78,71,33.4,7.0,15.3,0.459,3.2,8.1,0.399,3.6,3.9,0.902,0.7,2.8,3.4,3.7,1.3,0.5,2.1,2.2,20.8,regular
1629638,2021-22,00,1610612762,UTA,23.0,1,0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,playoffs
1629638,2022-23,00,1610612750,MIN,24.0,5,4,29.6,3.0,7.0,0.429,2.0,5.0,0.4,0.4,0.6,0.667,0.2,1.8,2.0,1.4,0.6,0.2,0.8,1.8,8.4,playoffs
1629638,2023-24,00,1610612750,MIN,25.0,16,1,23.6,2.6,7.0,0.366,1.5,5.1,0.296,0.6,0.6,1.0,0.3,1.4,1.8,2.3,0.6,0.4,0.9,1.5,7.3,playoffs
1629638,2024-25,00,1610612750,MIN,26.0,15,0,20.7,2.9,7.5,0.389,1.5,4.2,0.349,1.0,1.1,0.882,0.5,1.3,1.8,2.3,0.4,0.3,1.5,1.6,8.3,playoffs
1629638,2025-26,00,1610612737,ATL,27.0,6,6,35.5,4.5,11.8,0.38,3.0,7.2,0.419,1.7,2.5,0.667,0.5,1.8,2.3,2.7,0.5,0.8,2.8,2.0,13.7,playoffs
1628960,2018-19,00,1610612762,UTA,23.0,38,2,10.9,1.8,4.7,0.376,0.8,2.6,0.323,1.2,1.6,0.75,0.1,0.5,0.6,0.7,0.2,0.2,0.9,1.2,5.6,regular
1628960,2019-20,00,1610612763,MEM,24.0,38,0,18.9,3.1,6.6,0.466,1.5,3.7,0.404,1.0,1.2,0.867,0.2,2.0,2.2,1.4,0.3,0.1,0.9,1.4,8.7,regular
1628960,2020-21,00,1610612763,MEM,25.0,50,38,25.2,3.5,8.3,0.418,2.1,5.5,0.391,1.6,1.8,0.868,0.4,2.8,3.2,2.2,0.9,0.2,1.0,1.4,10.6,regular
1628960,2021-22,00,1610612749,MIL,26.0,66,61,27.3,3.9,8.6,0.448,2.4,5.9,0.409,1.0,1.1,0.865,0.5,2.9,3.4,1.5,0.7,0.3,0.7,1.5,11.1,regular
1628960,2022-23,00,1610612749,MIL,27.0,72,70,27.4,3.4,7.7,0.44,2.0,5.1,0.399,1.6,1.8,0.905,0.8,2.4,3.3,2.3,0.9,0.2,1.0,1.6,10.4,regular
1628960,2023-24,00,1610612756,PHX,28.0,75,74,33.5,4.5,9.1,0.499,2.7,5.9,0.461,1.7,2.0,0.878,0.6,3.3,3.9,3.0,0.9,0.6,1.3,2.1,13.5,regular
1628960,2024-25,00,1610612756,PHX,29.0,64,7,24.1,3.4,7.6,0.448,2.3,5.5,0.426,1.5,1.8,0.816,0.5,2.5,3.0,2.1,0.8,0.3,1.2,1.5,10.6,regular
1628960,2025-26,00,1610612756,PHX,30.0,51,27,28.8,5.3,13.1,0.403,3.1,8.9,0.349,2.8,3.3,0.857,0.7,2.3,3.0,3.8,1.4,0.3,1.6,2.3,16.5,regular
1628960,2018-19,00,1610612762,UTA,23.0,2,0,7.0,1.0,3.5,0.286,0.0,1.5,0.0,2.5,3.5,0.714,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.5,playoffs
1628960,2020-21,00,1610612763,MEM,25.0,5,0,23.2,2.4,6.6,0.364,1.6,4.2,0.381,0.0,0.2,0.0,0.6,2.0,2.6,0.2,0.4,0.2,0.2,2.6,6.4,playoffs
1628960,2021-22,00,1610612749,MIL,26.0,12,5,25.4,3.1,6.8,0.451,1.6,4.0,0.396,0.6,0.9,0.636,0.4,2.5,2.9,1.3,0.7,0.3,0.8,1.8,8.3,playoffs
1628960,2022-23,00,1610612749,MIL,27.0,5,5,29.8,3.8,8.2,0.463,2.8,5.8,0.483,1.2,1.4,0.857,0.2,2.2,2.4,1.8,0.4,0.0,0.8,1.4,11.6,playoffs
1628960,2023-24,00,1610612756,PHX,28.0,2,2,21.5,0.5,2.5,0.2,0.5,2.5,0.2,2.0,2.0,1.0,1.0,3.0,4.0,1.0,0.5,0.0,1.5,2.0,3.5,playoffs
1628960,2025-26,00,1610612756,PHX,30.0,2,0,19.0,3.0,6.5,0.462,2.0,5.5,0.364,1.5,2.0,0.75,0.5,1.5,2.0,2.0,0.0,1.0,0.0,1.5,9.5,playoffs
1628386,2017-18,00,1610612751,BKN,20.0,72,31,20.0,3.3,5.5,0.589,0.1,0.2,0.333,1.6,2.0,0.776,2.0,3.4,5.4,0.7,0.4,1.2,1.1,2.0,8.2,regular
1628386,2018-19,00,1610612751,BKN,21.0,80,80,26.2,4.2,7.1,0.59,0.1,0.6,0.133,2.5,3.5,0.709,2.4,6.0,8.4,1.4,0.5,1.5,1.3,2.3,10.9,regular
1628386,2019-20,00,1610612751,BKN,22.0,70,64,26.5,4.3,6.6,0.649,0.0,0.1,0.0,2.4,3.9,0.633,3.1,6.5,9.6,1.6,0.6,1.3,1.1,2.3,11.1,regular
1628386,2020-21,00,1610612751,BKN,23.0,12,5,26.7,3.7,5.4,0.677,0.0,0.0,0.0,3.8,5.1,0.754,3.2,7.3,10.4,1.7,0.6,1.6,1.8,1.8,11.2,regular
1628386,2020-21,00,1610612739,CLE,23.0,51,40,30.3,5.0,8.2,0.609,0.1,0.4,0.316,3.1,4.5,0.69,3.1,6.8,9.9,1.7,0.5,1.4,1.5,1.5,13.2,regular
1628386,2020-21,00,0,TOT,23.0,63,45,29.6,4.7,7.7,0.618,0.1,0.3,0.316,3.2,4.6,0.703,3.1,6.9,10.0,1.7,0.5,1.4,1.6,1.5,12.8,regular
1628386,2021-22,00,1610612739,CLE,24.0,56,56,32.3,6.6,9.7,0.677,0.0,0.2,0.1,2.9,4.2,0.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1,regular
1628386,2022-23,00,1610612739,CLE,25.0,68,68,32.6,5.9,9.2,0.644,0.0,0.1,0.1,2.4,3.3,0.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3,14.3,regular
1628386,2023-24,00,1610612739,CLE,26.0,77,77,31.7,6.7,10.6,0.634,0.0,0.1,0.0,3.0,4.1,0.742,3.2,7.4,10.5,2.7,0.7,1.1,1.6,1.9,16.5,regular
1628386,2024-25,00,1610612739,CLE,27.0,82,82,28.0,5.5,7.8,0.706,0.0,0.1,0.0,2.4,3.4,0.718,2.6,7.1,9.7,1.9,0.9,0.9,1.2,1.5,13.5,regular
1628386,2025-26,00,1610612739,CLE,28.0,56,56,27.1,6.0,9.4,0.638,0.0,0.2,0.1,3.3,4.7,0.709,2.6,5.9,8.5,1.8,1.0,0.8,1.3,1.7,15.4,regular
1628386,2018-19,00,1610612751,BKN,21.0,5,5,22.0,3.8,6.4,0.594,0.0,0.0,0.0,3.4,4.0,0.85,3.0,3.8,6.8,2.2,0.6,0.6,1.6,2.6,11.0,playoffs
1628386,2019-20,00,1610612751,BKN,22.0,4,4,33.0,3.5,6.0,0.583,0.0,0.0,0.0,3.3,4.0,0.813,4.3,10.5,14.8,2.3,0.5,1.8,2.8,1.8,10.3,playoffs
1628386,2022-23,00,1610612739,CLE,25.0,5,5,38.2,4.4,7.2,0.611,0.0,0.0,0.0,0.6,1.2,0.5,3.0,4.4,7.4,2.4,0.8,1.0,0.6,2.0,9.4,playoffs
