gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON,SEASON_TYPE
0042200101,1610612748,Miami,Heat,MIA,heat,1629622,Max,Strus,M. Strus,max-strus,F,,,38:16,133.8,133.8,113.6,113.6,20.2,20.2,0.051,2.0,25.0,0.0,0.122,0.071,12.5,0.8,0.8,0.071,0.071,100.98,100.98,84.15,80.0,0.048,2022-23,Playoffs
0042200101,1610612748,Miami,Heat,MIA,heat,202710,Jimmy,Butler III,J. Butler III,jimmy-butler-iii,F,,,42:54,131.9,131.9,114.4,114.4,17.4,17.4,0.355,3.67,25.6,0.0,0.109,0.065,7.0,0.556,0.573,0.333,0.333,101.28,101.28,84.4,91.0,0.156,2022-23,Playoffs
0042200101,1610612748,Miami,Heat,MIA,heat,1628389,Bam,Adebayo,B. Adebayo,bam-adebayo,C,,,32:42,123.2,123.2,117.4,117.4,5.8,5.8,0.304,1.4,23.3,0.042,0.258,0.164,16.7,0.556,0.569,0.315,0.315,101.27,101.27,84.4,69.0,0.143,2022-23,Playoffs
0042200101,1610612748,Miami,Heat,MIA,heat,1629639,Tyler,Herro,T. Herro,tyler-herro,G,,,19:28,132.6,132.6,100.0,100.0,32.6,32.6,0.111,2.0,16.7,0.0,0.095,0.054,8.3,0.667,0.667,0.213,0.213,107.26,107.26,89.38,43.0,0.127,2022-23,Playoffs
0042200101,1610612748,Miami,Heat,MIA,heat,1629216,Gabe,Vincent,G. Vincent,gabe-vincent,G,,,33:26,121.7,121.7,105.8,105.8,15.9,15.9,0.207,3.0,40.0,0.038,0.029,0.033,13.3,1.167,1.09,0.123,0.123,99.05,99.05,82.54,69.0,0.098,2022-23,Playoffs
0042200101,1610612748,Miami,Heat,MIA,heat,1628997,Caleb,Martin,C. Martin,caleb-martin,,,,25:40,129.1,129.1,114.3,114.3,14.8,14.8,0.0,0.0,0.0,0.053,0.074,0.065,20.0,0.857,0.856,0.175,0.175,103.78,103.78,86.48,55.0,0.077,2022-23,Playoffs
0042200101,1610612748,Miami,Heat,MIA,heat,200768,Kyle,Lowry,K. Lowry,kyle-lowry,,,,18:30,130.8,130.8,126.2,126.2,4.6,4.6,0.176,3.0,60.0,0.0,0.053,0.031,20.0,1.0,1.0,0.049,0.049,105.08,105.08,87.57,39.0,0.049,2022-23,Playoffs
0042200101,1610612748,Miami,Heat,MIA,heat,201567,Kevin,Love,K. Love,kevin-love,,,,22:37,126.5,126.5,114.0,114.0,12.5,12.5,0.056,0.0,8.3,0.063,0.28,0.195,0.0,0.778,0.836,0.212,0.212,105.06,105.06,87.55,49.0,0.197,2022-23,Playoffs
0042200101,1610612748,Miami,Heat,MIA,heat,1629130,Duncan,Robinson,D. Robinson,duncan-robinson,,,,6:27,108.3,108.3,138.5,138.5,-30.1,-30.1,0.0,0.0,0.0,0.0,0.167,0.083,0.0,0.75,0.75,0.154,0.154,93.07,93.07,77.56,12.0,0.092,2022-23,Playoffs
0042200101,1610612748,Miami,Heat,MIA,heat,2617,Udonis,Haslem,U. Haslem,udonis-haslem,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,Playoffs
0042200101,1610612748,Miami,Heat,MIA,heat,1629312,Haywood,Highsmith,H. Highsmith,haywood-highsmith,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,Playoffs
0042200101,1610612748,Miami,Heat,MIA,heat,203506,Victor,Oladipo,V. Oladipo,victor-oladipo,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,Playoffs
0042200101,1610612748,Miami,Heat,MIA,heat,1630209,Omer,Yurtseven,O. Yurtseven,omer-yurtseven,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,Playoffs
0042200101,1610612748,Miami,Heat,MIA,heat,203469,Cody,Zeller,C. Zeller,cody-zeller,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,Playoffs
0042200101,1610612749,Milwaukee,Bucks,MIL,bucks,203114,Khris,Middleton,K. Middleton,khris-middleton,F,,,33:06,119.1,119.1,115.9,115.9,3.2,3.2,0.211,0.8,12.1,0.063,0.259,0.153,15.2,0.65,0.676,0.387,0.387,99.36,99.36,82.8,68.0,0.19,2022-23,Playoffs
0042200101,1610612749,Milwaukee,Bucks,MIL,bucks,203507,Giannis,Antetokounmpo,G. Antetokounmpo,giannis-antetokounmpo,F,,,10:50,104.0,104.0,134.6,134.6,-30.6,-30.6,0.0,0.0,0.0,0.1,0.25,0.167,14.3,0.5,0.521,0.259,0.259,112.98,112.98,94.15,25.0,0.03,2022-23,Playoffs
0042200101,1610612749,Milwaukee,Bucks,MIL,bucks,201572,Brook,Lopez,B. Lopez,brook-lopez,C,,,35:46,107.9,107.9,117.8,117.8,-9.9,-9.9,0.036,0.33,8.3,0.026,0.107,0.06,25.0,0.571,0.601,0.129,0.129,99.98,99.98,83.32,76.0,0.052,2022-23,Playoffs
0042200101,1610612749,Milwaukee,Bucks,MIL,bucks,1628960,Grayson,Allen,G. Allen,grayson-allen,G,,,31:25,115.4,115.4,123.1,123.1,-7.7,-7.7,0.13,1.5,25.0,0.0,0.077,0.036,16.7,0.857,0.857,0.129,0.129,99.29,99.29,82.75,65.0,0.079,2022-23,Playoffs
0042200101,1610612749,Milwaukee,Bucks,MIL,bucks,201950,Jrue,Holiday,J. Holiday,jrue-holiday,G,,,34:49,109.5,109.5,133.3,133.3,-23.9,-23.9,0.593,16.0,45.7,0.079,0.167,0.113,2.9,0.389,0.424,0.235,0.235,100.64,100.64,83.87,74.0,0.13,2022-23,Playoffs
0042200101,1610612749,Milwaukee,Bucks,MIL,bucks,204060,Joe,Ingles,J. Ingles,joe-ingles,,,,15:21,121.2,121.2,148.6,148.6,-27.4,-27.4,0.167,0.0,22.2,0.0,0.0,0.0,0.0,0.643,0.643,0.2,0.2,106.3,106.3,88.58,33.0,0.052,2022-23,Playoffs
0042200101,1610612749,Milwaukee,Bucks,MIL,bucks,1626171,Bobby,Portis,B. Portis,bobby-portis,,,,26:40,124.6,124.6,136.8,136.8,-12.3,-12.3,0.0,0.0,0.0,0.0,0.381,0.174,0.0,0.6,0.643,0.254,0.254,102.6,102.6,85.5,57.0,0.149,2022-23,Playoffs
