Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Kentavious Caldwell-Pope,29.0,SG,76,76,2381,24,74,2,0,0,9.6,16.3,54,20,70,5,49,45,433,11,9,,DEN,2023
2.0,Nikola JokiÄ,27.0,C,69,69,2323,0,0,0,0,100,12.0,21.9,138,68,91,26,185,12,1564,64,49,"MVP-2,CPOY-13,AS,NBA2",DEN,2023
3.0,Bruce Brown,26.0,SF,80,31,2280,0,32,64,3,0,0.9,-5.6,56,37,106,12,75,11,631,23,37,,DEN,2023
4.0,Jamal Murray,25.0,PG,65,65,2133,81,19,0,0,0,6.2,6.2,93,29,59,8,65,17,923,9,35,,DEN,2023
5.0,Aaron Gordon,27.0,PF,68,68,2055,0,0,4,88,8,12.1,18.4,39,29,82,16,147,10,474,31,64,,DEN,2023
6.0,Michael Porter Jr.,24.0,SF,62,62,1798,0,0,96,4,0,10.1,12.7,25,20,77,8,57,0,156,15,28,,DEN,2023
7.0,Christian Braun,21.0,SG,76,6,1181,14,58,27,1,0,-3.2,-9.2,9,8,51,5,31,4,145,10,25,,DEN,2023
8.0,Jeff Green,36.0,PF,56,4,1091,0,0,8,89,3,-8.1,-15.8,17,4,53,15,60,12,161,13,17,,DEN,2023
9.0,Vlatko ÄanÄar,25.0,PF,60,9,889,0,0,1,90,9,-3.9,-9.3,16,12,47,6,22,7,193,7,9,,DEN,2023
10.0,Bones Hyland,22.0,PG,42,1,820,96,4,0,0,0,-8.6,-15.1,36,15,25,5,27,6,284,5,26,,DEN,2023
11.0,Zeke Nnaji,22.0,PF,53,5,728,0,0,0,23,77,-5.8,-11.1,6,3,64,17,25,1,45,5,12,,DEN,2023
12.0,DeAndre Jordan,34.0,C,39,8,586,0,0,0,0,100,-8.8,-14.1,20,7,38,16,24,0,81,6,6,,DEN,2023
13.0,Ish Smith,34.0,PG,43,0,398,100,0,0,0,0,-4.1,-8.3,30,11,19,1,2,4,241,0,6,,DEN,2023
14.0,Reggie Jackson,32.0,PG,16,2,319,88,12,0,0,0,-8.2,-12.5,12,3,8,1,3,0,116,0,1,,DEN,2023
15.0,Davon Reed,27.0,SG,35,1,315,10,69,21,0,0,-12.8,-17.5,9,3,21,2,7,1,47,0,6,,DEN,2023
16.0,Thomas Bryant,25.0,C,18,1,205,0,0,0,0,100,-12.8,-17.0,3,1,14,3,6,0,4,2,4,,DEN,2023
17.0,Peyton Watson,20.0,SG,23,2,186,0,29,66,5,0,-14.5,-18.6,4,3,8,0,10,2,23,2,4,,DEN,2023
18.0,Jack White,25.0,SF,17,0,66,0,0,50,50,0,-6.1,-9.6,0,0,8,0,2,0,9,1,2,,DEN,2023
,Team Totals,,,82,82,19754,20,20,20,20,20,3.2,3.3,567,273,841,146,797,132,5530,204,340,,DEN,2023
