Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,48,34,49,33,3.3,0.25,3.56,115.0,111.7,98.7,0.244,0.469,0.536,12.3,27.3,0.187,0.541,14.1,75.6,0.189,Chase Center,740624,GSW,2025
Lg Rank,11,18,10,10,10.0,9.0,10.0,15.0,7.0,17.0,14.0,2.0,20.0,11.0,5.0,19.0,15.0,4.0,11.0,15.0,,16,GSW,2025
