Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,20,62,21,61,-8.48,0.22,-8.26,108.4,116.7,100.9,0.284,0.448,0.534,14.5,21.7,0.202,0.554,12.3,74.4,0.206,Toyota Center,638977,HOU,2022
Lg Rank,30,1,28,28,29.0,5.0,29.0,26.0,29.0,2.0,1.0,4.0,17.0,30.0,22.0,8.0,29.0,12.0,29.0,26.0,,22,HOU,2022
