Rk,Unnamed: 1,Salary,Team,Season
1,Trae Young,"$43,031,940",ATL,2025
2,Clint Capela,"$22,265,280",ATL,2025
3,Caris LeVert,"$16,615,384",ATL,2025
4,Onyeka Okongwu,"$14,000,000",ATL,2025
5,Zaccharie Risacher,"$12,569,040",ATL,2025
6,Terance Mann,"$11,423,077",ATL,2025
7,Larry Nance,"$11,205,000",ATL,2025
8,Georges Niang,"$8,500,000",ATL,2025
9,Dyson Daniels,"$6,059,520",ATL,2025
10,Jalen Johnson,"$4,510,905",ATL,2025
11,Kobe Bufkin,"$4,299,000",ATL,2025
12,Bones Hyland,"$4,158,439",ATL,2025
13,David Roddy,"$2,847,240",ATL,2025
14,Garrison Mathews,"$2,230,253",ATL,2025
15,Vit Krejci,"$2,162,606",ATL,2025
16,Mouhamed Gueye,"$1,891,857",ATL,2025
17,Dominick Barlow,"$491,887",ATL,2025
18,Kevon Harris,"$119,972",ATL,2025
19,Seth Lundy,,ATL,2025
20,Keaton Wallace,,ATL,2025
21,Dominick Barlow,,ATL,2025
22,Daeqwon Plowden,,ATL,2025
23,Jacob Toppin,,ATL,2025
