No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
12,Mo Bamba,C,7-0,231,"May 12, 1998",us US,4,Texas,LAL,2023
5,Malik Beasley,SG,6-4,187,"November 26, 1996",us US,6,Florida State,LAL,2023
21,Patrick Beverley,SG,6-2,180,"July 12, 1988",us US,10,Arkansas,LAL,2023
9,Sterling Brown,SF,6-5,219,"February 10, 1995",us US,5,SMU,LAL,2023
7,Troy Brown Jr.,SF,6-7,215,"July 28, 1999",us US,4,Oregon,LAL,2023
31,Thomas Bryant,C,6-9,248,"July 31, 1997",us US,5,Indiana,LAL,2023
10,Max Christie,SG,6-5,190,"February 10, 2003",us US,R,Michigan State,LAL,2023
3,Anthony Davis,C,6-10,253,"March 11, 1993",us US,10,Kentucky,LAL,2023
35,Wenyen Gabriel,C,6-9,205,"March 26, 1997",sd SD,3,Kentucky,LAL,2023
28,Rui Hachimura,PF,6-8,230,"February 8, 1998",jp JP,3,Gonzaga,LAL,2023
0,Shaquille Harrison,SG,6-4,195,"October 6, 1993",us US,5,Tulsa,LAL,2023
6,LeBron James,PF,6-9,250,"December 30, 1984",us US,19,,LAL,2023
30,Damian Jones,C,6-10,245,"June 30, 1995",us US,6,Vanderbilt,LAL,2023
12,Kendrick Nunn,SG,6-3,190,"August 3, 1995",us US,2,"Illinois, Oakland",LAL,2023
14,Scotty Pippen Jr.,PG,6-2,170,"November 10, 2000",us US,R,Vanderbilt,LAL,2023
15,Austin Reaves,SG,6-5,197,"May 29, 1998",us US,1,"Wichita State, Oklahoma",LAL,2023
11,Davon Reed,SG,6-5,206,"June 11, 1995",us US,3,Miami (FL),LAL,2023
1,D'Angelo Russell,PG,6-3,193,"February 23, 1996",us US,7,Ohio State,LAL,2023
37,Matt Ryan,SF,6-6,215,"April 17, 1997",us US,1,"Notre Dame, Vanderbilt, Chattanooga",LAL,2023
17,Dennis Schr̦der,PG,6-1,175,"September 15, 1993",de DE,9,,LAL,2023
20,Cole Swider,SF,6-10,220,"May 8, 1999",us US,R,"Villanova, Syracuse",LAL,2023
9,Tristan Thompson,C,6-9,254,"March 13, 1991",ca CA,11,Texas,LAL,2023
95,Juan Toscano-Anderson,SF,6-6,209,"April 10, 1993",us US,3,Marquette,LAL,2023
2,Jarred Vanderbilt,PF,6-8,214,"April 3, 1999",us US,4,Kentucky,LAL,2023
4,Lonnie Walker IV,SG,6-4,204,"December 14, 1998",us US,4,Miami (FL),LAL,2023
0,Russell Westbrook,PG,6-4,200,"November 12, 1988",us US,14,UCLA,LAL,2023
