Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Julian Champagnie,24.0,SF,82,68,2266,0,5,52,43,1,12.1,9.7,43,14,76,4,47,4,310,8,11,,SAS,2026
2.0,De'Aaron Fox,28.0,PG,72,72,2231,99,1,0,0,0,9.3,3.2,92,58,70,7,109,15,1108,21,54,AS,SAS,2026
3.0,Devin Vassell,25.0,SG,67,65,2044,16,54,31,0,0,11.1,6.4,34,17,50,6,49,3,399,11,18,,SAS,2026
4.0,Stephon Castle,21.0,PG,68,67,2038,48,52,0,0,0,9.3,2.8,115,71,87,11,199,26,1246,44,68,,SAS,2026
5.0,Harrison Barnes,33.0,PF,77,52,1986,0,0,4,88,8,7.2,-1.5,34,19,52,7,54,10,345,11,21,,SAS,2026
6.0,Keldon Johnson,26.0,SF,82,0,1911,0,22,62,16,0,7.3,-1.4,28,28,63,7,80,8,266,20,57,6MOY-1,SAS,2026
7.0,Victor Wembanyama,22.0,C,64,55,1866,0,0,0,0,100,16.4,16.0,50,66,81,28,182,12,484,35,33,"MVP-3,DPOY-1,AS,NBA1,DEF1",SAS,2026
8.0,Dylan Harper,19.0,SG,69,4,1558,9,60,31,0,0,9.6,2.7,43,34,54,9,61,5,663,19,55,"ROY-4,6MOY-11",SAS,2026
9.0,Luke Kornet,30.0,C,68,25,1430,0,0,0,8,92,4.3,-5.8,11,8,93,7,44,9,299,4,18,,SAS,2026
10.0,Carter Bryant,20.0,PF,71,0,818,0,1,41,53,5,2.3,-7.1,15,5,45,6,20,1,114,5,13,,SAS,2026
11.0,Kelly Olynyk,34.0,C,42,0,360,0,0,0,19,81,-8.3,-17.9,10,5,21,1,10,4,115,0,7,,SAS,2026
12.0,Jeremy Sochan,22.0,PF,28,0,358,0,0,1,58,41,-9.2,-18.8,7,5,21,4,5,2,72,2,8,,SAS,2026
13.0,Lindy Waters III,28.0,SG,40,0,285,13,75,12,0,0,-2.2,-11.0,5,1,15,1,1,2,46,0,2,,SAS,2026
14.0,Jordan McLaughlin,29.0,PG,44,0,282,100,0,0,0,0,-11.7,-21.2,11,3,6,0,1,1,92,1,2,,SAS,2026
15.0,Bismack Biyombo,33.0,C,25,1,141,0,0,0,51,49,-34.4,-43.9,2,2,16,4,3,1,15,1,2,,SAS,2026
16.0,David Jones GarcÃ­a,24.0,SF,11,0,68,6,82,13,0,0,22.5,14.8,2,3,2,0,4,1,42,2,4,,SAS,2026
17.0,Mason Plumlee,35.0,C,6,1,47,0,0,0,0,100,-17.1,-25.4,0,1,4,1,1,1,9,0,0,,SAS,2026
18.0,Harrison Ingram,23.0,SF,7,0,26,0,48,44,8,0,-20.3,-28.5,0,0,1,0,0,0,2,0,0,,SAS,2026
19.0,Riley Minix,25.0,SF,3,0,8,0,0,45,55,0,60.3,52.4,0,0,0,0,0,0,2,0,0,,SAS,2026
20.0,Stanley Umude,26.0,SG,2,0,7,0,67,33,0,0,-135.2,-143.4,0,0,2,0,0,0,2,0,0,,SAS,2026
,Team Totals,,,82,82,19730,20,20,20,20,20,7.9,1.6,502,340,759,103,870,105,5631,184,373,,SAS,2026
