Rk,Unnamed: 1,Salary,Team,Season
1,Ja Morant,"$34,005,250",MEM,2024
2,Jaren Jackson,"$27,102,202",MEM,2024
3,Marcus Smart,"$18,833,713",MEM,2024
4,Luke Kennard,"$14,763,636",MEM,2024
5,Brandon Clarke,"$12,500,000",MEM,2024
6,Victor Oladipo,"$9,450,000",MEM,2024
7,Bismack Biyombo,"$5,000,000",MEM,2024
8,Ziaire Williams,"$4,810,200",MEM,2024
9,Desmond Bane,"$3,845,083",MEM,2024
10,Jake LaRavia,"$3,199,920",MEM,2024
11,Derrick Rose,"$3,196,448",MEM,2024
12,Josh Christopher,"$2,485,200",MEM,2024
13,John Konchar,"$2,400,000",MEM,2024
14,Yuta Watanabe,"$2,346,614",MEM,2024
15,Vince Williams,"$2,232,308",MEM,2024
16,Santi Aldama,"$2,194,200",MEM,2024
17,Chimezie Metu,"$2,019,706",MEM,2024
18,Lamar Stevens,"$2,019,706",MEM,2024
19,Gregory Jackson,"$1,991,428",MEM,2024
20,Isaiah Todd,"$1,836,096",MEM,2024
21,Kennedy Chandler,"$1,719,864",MEM,2024
22,Kenneth Lofton,"$1,719,864",MEM,2024
23,Wenyen Gabriel,"$116,075",MEM,2024
24,Shaquille Harrison,"$116,075",MEM,2024
25,Jordan Goodwin,"$116,075",MEM,2024
26,Jaylen Nowell,"$116,075",MEM,2024
27,Jaylen Nowell,"$116,075",MEM,2024
28,Zavier Simpson,"$103,550",MEM,2024
29,DeJon Jarreau,"$103,550",MEM,2024
30,DeJon Jarreau,"$103,550",MEM,2024
31,Ṃozinha Pereira,"$64,343",MEM,2024
32,Matthew Hurt,"$64,343",MEM,2024
33,Trey Jemison,"$64,343",MEM,2024
34,Tosan Evbuomwan,"$64,343",MEM,2024
35,Matthew Hurt,"$64,343",MEM,2024
36,Ṃozinha Pereira,"$64,343",MEM,2024
37,Zavier Simpson,"$62,130",MEM,2024
38,Jack White,"$62,130",MEM,2024
39,Timmy Allen,"$57,908",MEM,2024
40,Gregory Jackson,,MEM,2024
41,Jordan Goodwin,,MEM,2024
42,Trey Jemison,,MEM,2024
43,Scotty Pippen,,MEM,2024
44,Vince Williams,,MEM,2024
45,Jacob Gilyard,,MEM,2024
