Rk,Unnamed: 1,Salary,Team,Season
1,Ben Simmons,"$35,448,672",BRK,2023
2,Mikal Bridges,"$20,100,000",BRK,2023
3,Spencer Dinwiddie,"$19,500,000",BRK,2023
4,Joe Harris,"$18,642,857",BRK,2023
5,Dorian Finney-Smith,"$12,939,848",BRK,2023
6,Royce O'Neale,"$9,200,000",BRK,2023
7,Nic Claxton,"$8,500,000",BRK,2023
8,Seth Curry,"$8,496,653",BRK,2023
9,Patty Mills,"$6,479,000",BRK,2023
10,Cameron Johnson,"$5,887,899",BRK,2023
11,Jevon Carter,"$3,925,000",BRK,2023
12,Cam Thomas,"$2,138,160",BRK,2023
13,Day'Ron Sharpe,"$2,109,480",BRK,2023
14,Edmond Sumner,"$1,968,175",BRK,2023
15,Yuta Watanabe,"$1,836,090",BRK,2023
16,Moses Brown,"$105,522",BRK,2023
17,Moses Brown,"$105,522",BRK,2023
18,Nerlens Noel,"$105,522",BRK,2023
19,David Duke,"$28,241",BRK,2023
20,Dru Smith,,BRK,2023
21,David Duke,,BRK,2023
22,RaiQuan Gray,,BRK,2023
23,Alondes Williams,,BRK,2023
