Rk,Unnamed: 1,Salary,Team,Season
1,Jrue Holiday,"$36,861,707",BOS,2024
2,Kristaps PorziÅÄ£is,"$36,016,200",BOS,2024
3,Jayson Tatum,"$32,600,060",BOS,2024
4,Jaylen Brown,"$31,830,357",BOS,2024
5,Derrick White,"$18,357,143",BOS,2024
6,Al Horford,"$10,000,000",BOS,2024
7,Payton Pritchard,"$4,037,277",BOS,2024
8,Luke Kornet,"$2,413,304",BOS,2024
9,Jaden Springer,"$2,226,240",BOS,2024
10,Oshae Brissett,"$2,165,000",BOS,2024
11,Svi Mykhailiuk,"$2,019,706",BOS,2024
12,Xavier Tillman,"$1,930,681",BOS,2024
13,Sam Hauser,"$1,927,896",BOS,2024
14,Jordan Walsh,"$1,119,563",BOS,2024
15,Demetrius Jackson,"$92,857",BOS,2024
16,Neemias Queta,"$81,253",BOS,2024
17,JD Davison,,BOS,2024
18,Jay Scrubb,,BOS,2024
19,Neemias Queta,,BOS,2024
20,Nathan Knight,,BOS,2024
21,Drew Peterson,,BOS,2024
