Rk,Unnamed: 1,Salary,Team,Season
1,Kevin Love,"$31,258,256",CLE,2022
2,Jarrett Allen,"$20,000,000",CLE,2022
3,Caris LeVert,"$17,500,000",CLE,2022
4,Lauri Markkanen,"$15,690,909",CLE,2022
5,Cedi Osman,"$8,133,334",CLE,2022
6,Evan Mobley,"$8,075,160",CLE,2022
7,Darius Garland,"$7,040,880",CLE,2022
8,Isaac Okoro,"$6,720,720",CLE,2022
9,Collin Sexton,"$6,349,671",CLE,2022
10,Ed Davis,"$2,641,691",CLE,2022
11,Rajon Rondo,"$2,641,691",CLE,2022
12,Dylan Windler,"$2,239,200",CLE,2022
13,Dean Wade,"$1,782,621",CLE,2022
14,Kevin Pangos,"$1,669,178",CLE,2022
15,Lamar Stevens,"$1,517,981",CLE,2022
16,J.R. Smith,"$1,456,666",CLE,2022
17,Moses Brown,"$211,046",CLE,2022
18,Tim Frazier,"$128,709",CLE,2022
19,Justin Anderson,"$111,457",CLE,2022
20,Luke Kornet,"$102,831",CLE,2022
21,Brandon Goodwin,"$99,380",CLE,2022
22,Malik Newman,"$85,578",CLE,2022
23,RJ Nembhard,"$58,493",CLE,2022
24,Tre Scott,"$53,176",CLE,2022
25,Tacko Fall,$0,CLE,2022
