Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,31,51,29,53,-4.89,0.68,-4.22,115.5,120.4,99.5,0.251,0.406,0.539,13.6,28.1,0.209,0.567,10.9,75.2,0.182,Delta Center,746446,UTA,2024
Lg Rank,23,8,23,23,23.0,3.0,23.0,17.0,30.0,10.0,11.0,10.0,18.0,30.0,2.0,9.0,28.0,28.0,21.0,8.0,,14,UTA,2024
