Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,25,57,32,50,-3.48,0.22,-3.26,112.6,116.1,98.0,0.239,0.395,0.531,12.7,25.5,0.184,0.552,11.9,76.2,0.204,Gainbridge Fieldhouse,588743,IND,2022
Lg Rank,26,5,24,24,24.0,4.0,24.0,16.0,28.0,17.0,21.0,15.0,20.0,22.0,4.0,21.0,28.0,19.0,19.0,25.0,,28,IND,2022
