Rk,Unnamed: 1,Salary,Team,Season
1,Anthony Edwards,"$45,550,512",MIN,2026
2,Rudy Gobert,"$35,000,000",MIN,2026
3,Julius Randle,"$30,864,198",MIN,2026
4,Jaden McDaniels,"$24,393,104",MIN,2026
5,Naz Reid,"$21,551,724",MIN,2026
6,Donte DiVincenzo,"$11,990,000",MIN,2026
7,Ayo Dosunmu,"$7,518,518",MIN,2026
8,Joan Beringer,"$4,201,080",MIN,2026
9,Terrence Shannon Jr.,"$2,674,080",MIN,2026
10,Joe Ingles,"$2,296,274",MIN,2026
11,Bones Hyland,"$2,296,274",MIN,2026
12,Julian Phillips,"$2,221,677",MIN,2026
13,Jaylen Clark,"$2,191,897",MIN,2026
14,Mike Conley,"$725,834",MIN,2026
