Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Dejounte Murray,27.0,SG,78,78,2783,38,62,0,0,0,-3.2,-3.1,117,59,57,14,116,8,1221,29,69,,ATL,2024
2.0,Bogdan BogdanoviÄ,31.0,SG,79,33,2401,0,51,47,2,0,1.9,10.3,65,30,94,9,68,7,585,13,51,6MOY-5,ATL,2024
3.0,Saddiq Bey,24.0,SF,63,51,2062,0,1,70,29,0,-1.0,2.6,20,10,39,2,108,3,222,27,49,,ATL,2024
4.0,Trae Young,25.0,PG,54,54,1942,100,0,0,0,0,-2.4,-0.3,174,41,49,7,131,35,1382,30,54,AS,ATL,2024
5.0,Jalen Johnson,22.0,SF,56,52,1889,0,0,0,94,5,-1.3,1.9,56,19,75,11,77,10,486,23,51,,ATL,2024
6.0,Clint Capela,29.0,C,73,73,1883,0,0,0,0,100,-0.6,3.1,24,23,86,16,108,17,227,22,69,,ATL,2024
7.0,De'Andre Hunter,26.0,SF,57,37,1681,0,0,33,67,0,-1.5,1.2,25,30,63,13,93,29,213,28,29,,ATL,2024
8.0,Onyeka Okongwu,23.0,C,55,8,1405,0,0,0,9,91,-1.4,1.3,13,11,110,13,62,0,177,14,27,,ATL,2024
9.0,Garrison Mathews,27.0,SG,66,5,992,0,64,36,1,0,-4.2,-2.6,8,6,74,0,19,38,92,6,5,,ATL,2024
10.0,Bruno Fernando,25.0,C,45,2,682,0,0,0,0,100,-5.6,-4.0,15,8,61,19,49,2,114,11,23,,ATL,2024
11.0,VÃ­t KrejÄÃ­,23.0,PG,22,14,541,96,4,0,0,0,-1.7,0.6,12,6,27,1,3,3,127,1,7,,ATL,2024
12.0,Trent Forrest,25.0,SG,38,0,414,40,54,6,0,0,-10.7,-9.4,11,6,17,1,6,2,223,1,5,,ATL,2024
13.0,Wesley Matthews,37.0,SG,36,3,413,0,2,72,26,0,-6.4,-4.6,3,3,23,2,8,6,56,1,6,,ATL,2024
14.0,Patty Mills,35.0,PG,19,0,202,77,23,0,0,0,-9.3,-7.5,6,1,9,1,0,3,37,1,1,,ATL,2024
15.0,Kobe Bufkin,20.0,SG,17,0,196,62,38,0,0,0,-8.7,-6.8,7,0,11,0,4,0,58,2,7,,ATL,2024
16.0,AJ Griffin,20.0,SF,20,0,171,0,5,58,36,1,-13.7,-12.0,4,3,3,0,1,0,13,0,3,,ATL,2024
17.0,Mouhamed Gueye,21.0,PF,6,0,73,0,0,0,60,40,-28.8,-27.1,1,0,6,0,2,0,10,0,3,,ATL,2024
18.0,Dylan Windler,27.0,SF,6,0,73,0,0,17,83,0,-16.4,-14.4,1,0,2,0,0,0,7,0,0,,ATL,2024
19.0,Seth Lundy,23.0,SF,9,0,52,0,0,83,16,0,-8.0,-5.9,0,1,3,0,2,0,0,0,2,,ATL,2024
,Team Totals,,,82,82,19855,20,20,20,20,20,-2.2,0.8,562,257,809,109,857,163,5250,209,461,,ATL,2024
