Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,25,57,26,56,-6.44,-0.01,-6.45,112.3,118.8,99.4,0.241,0.369,0.535,12.4,24.2,0.182,0.566,12.2,73.9,0.172,Scotiabank Arena,800129,TOR,2024
Lg Rank,25,6,24,24,24.0,16.0,25.0,24.0,25.0,11.0,16.0,26.0,21.0,18.0,17.0,18.0,27.0,16.0,28.0,3.0,,7,TOR,2024
