No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
32.0,Jay Huff,C,7-1,240,"August 25, 1998",us US,4,Virginia,IND,2026
5.0,Jarace Walker,PF,6-7,235,"September 4, 2003",us US,2,Houston,IND,2026
26.0,Ben Sheppard,SG,6-6,190,"July 16, 2001",us US,2,Belmont,IND,2026
43.0,Pascal Siakam,PF,6-8,245,"April 2, 1994",cm CM,9,New Mexico State,IND,2026
2.0,Andrew Nembhard,PG,6-4,191,"January 16, 2000",ca CA,3,"Florida, Gonzaga",IND,2026
9.0,T.J. McConnell,PG,6-1,190,"March 25, 1992",us US,10,"Duquesne, Arizona",IND,2026
29.0,Quenton Jackson,PG,6-4,173,"September 15, 1998",us US,3,Texas A&M,IND,2026
11.0,Micah Potter,C,6-9,248,"April 6, 1998",us US,4,"Ohio State, Wisconsin",IND,2026
23.0,Aaron Nesmith,SF,6-5,215,"October 16, 1999",us US,5,Vanderbilt,IND,2026
4.0,Taelon Peter (TW),SG,6-3,185,"February 27, 2002",us US,R,"Tennessee Technological University, Arkansas Tech University, Liberty",IND,2026
7.0,Kam Jones,SG,6-4,200,"February 25, 2002",us US,R,Marquette,IND,2026
12.0,Johnny Furphy,SG,6-8,200,"December 8, 2004",au AU,1,Kansas,IND,2026
55.0,Ethan Thompson (TW),SG,6-4,195,"May 4, 1999",us US,R,Oregon State,IND,2026
24.0,Kobe Brown,PF,6-7,250,"January 1, 2000",us US,2,Missouri,IND,2026
1.0,Obi Toppin,PF,6-9,220,"March 4, 1998",us US,5,Dayton,IND,2026
18.0,Jalen Slawson (TW),SF,6-7,215,"October 22, 1999",us US,1,Furman University,IND,2026
40.0,Ivica Zubac,C,7-0,240,"March 18, 1997",ba BA,9,,IND,2026
,Tyrese Haliburton,PG,6-5,185,"February 29, 2000",us US,5,Iowa State,IND,2026
