G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 25, 2023",9:00p,,Box Score,@,Utah Jazz,W,,130,114,1,0,W 1,18206,2:18,,SAC,2024
2,"Fri, Oct 27, 2023",10:00p,,Box Score,,Golden State Warriors,L,,114,122,1,1,L 1,18250,2:22,,SAC,2024
3,"Sun, Oct 29, 2023",9:00p,,Box Score,,Los Angeles Lakers,W,OT,132,127,2,1,W 1,18198,2:38,,SAC,2024
4,"Wed, Nov 1, 2023",10:00p,,Box Score,@,Golden State Warriors,L,,101,102,2,2,L 1,18064,2:14,,SAC,2024
5,"Sat, Nov 4, 2023",8:00p,,Box Score,@,Houston Rockets,L,,89,107,2,3,L 2,18055,2:07,,SAC,2024
6,"Mon, Nov 6, 2023",8:00p,,Box Score,@,Houston Rockets,L,,97,122,2,4,L 3,15130,2:17,,SAC,2024
7,"Wed, Nov 8, 2023",10:00p,,Box Score,,Portland Trail Blazers,W,OT,121,118,3,4,W 1,17829,2:49,,SAC,2024
8,"Fri, Nov 10, 2023",10:00p,,Box Score,,Oklahoma City Thunder,W,,105,98,4,4,W 2,18097,2:22,In-Season Tournament,SAC,2024
9,"Mon, Nov 13, 2023",10:00p,,Box Score,,Cleveland Cavaliers,W,,132,120,5,4,W 3,17829,2:17,,SAC,2024
10,"Wed, Nov 15, 2023",10:00p,,Box Score,@,Los Angeles Lakers,W,,125,110,6,4,W 4,18687,2:13,,SAC,2024
11,"Fri, Nov 17, 2023",7:30p,,Box Score,@,San Antonio Spurs,W,,129,120,7,4,W 5,18354,2:20,In-Season Tournament,SAC,2024
12,"Sun, Nov 19, 2023",7:30p,,Box Score,@,Dallas Mavericks,W,,129,113,8,4,W 6,20211,2:10,,SAC,2024
13,"Mon, Nov 20, 2023",8:00p,,Box Score,@,New Orleans Pelicans,L,,93,129,8,5,L 1,16004,2:10,,SAC,2024
14,"Wed, Nov 22, 2023",8:00p,,Box Score,@,New Orleans Pelicans,L,,112,117,8,6,L 2,16012,2:26,,SAC,2024
15,"Fri, Nov 24, 2023",8:00p,,Box Score,@,Minnesota Timberwolves,W,,124,111,9,6,W 1,18024,2:11,In-Season Tournament,SAC,2024
16,"Tue, Nov 28, 2023",10:00p,,Box Score,,Golden State Warriors,W,,124,123,10,6,W 2,18039,2:44,In-Season Tournament,SAC,2024
17,"Wed, Nov 29, 2023",10:00p,,Box Score,,Los Angeles Clippers,L,,117,131,10,7,L 1,17829,2:17,,SAC,2024
18,"Sat, Dec 2, 2023",10:00p,,Box Score,,Denver Nuggets,W,,123,117,11,7,W 1,17829,2:13,,SAC,2024
19,"Mon, Dec 4, 2023",10:00p,,Box Score,,New Orleans Pelicans,L,,117,127,11,8,L 1,18048,2:24,In-Season Tournament,SAC,2024
20,"Fri, Dec 8, 2023",9:00p,,Box Score,@,Phoenix Suns,W,,114,106,12,8,W 1,17071,2:15,,SAC,2024
21,"Mon, Dec 11, 2023",10:00p,,Box Score,,Brooklyn Nets,W,,131,118,13,8,W 2,17794,2:11,,SAC,2024
22,"Tue, Dec 12, 2023",10:30p,,Box Score,@,Los Angeles Clippers,L,,99,119,13,9,L 1,17060,2:11,,SAC,2024
23,"Thu, Dec 14, 2023",10:00p,,Box Score,,Oklahoma City Thunder,W,,128,123,14,9,W 1,17794,2:24,,SAC,2024
24,"Sat, Dec 16, 2023",10:00p,,Box Score,,Utah Jazz,W,,125,104,15,9,W 2,17794,2:06,,SAC,2024
25,"Mon, Dec 18, 2023",10:00p,,Box Score,,Washington Wizards,W,,143,131,16,9,W 3,17794,2:17,,SAC,2024
26,"Wed, Dec 20, 2023",10:00p,,Box Score,,Boston Celtics,L,,119,144,16,10,L 1,17874,2:11,,SAC,2024
27,"Fri, Dec 22, 2023",10:00p,,Box Score,,Phoenix Suns,W,,120,105,17,10,W 1,17794,2:18,,SAC,2024
28,"Sat, Dec 23, 2023",10:00p,,Box Score,,Minnesota Timberwolves,L,,98,110,17,11,L 1,17983,2:05,,SAC,2024
29,"Tue, Dec 26, 2023",10:00p,,Box Score,@,Portland Trail Blazers,L,,113,130,17,12,L 2,18585,2:06,,SAC,2024
