G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 25, 2023",7:30p,,Box Score,,Minnesota Timberwolves,W,,97,94,1,0,W 1,19800,2:10,,TOR,2024
2,"Fri, Oct 27, 2023",8:00p,,Box Score,@,Chicago Bulls,L,OT,103,104,1,1,L 1,19555,2:45,,TOR,2024
3,"Sat, Oct 28, 2023",7:30p,,Box Score,,Philadelphia 76ers,L,,107,114,1,2,L 2,19800,2:10,,TOR,2024
4,"Mon, Oct 30, 2023",7:30p,,Box Score,,Portland Trail Blazers,L,,91,99,1,3,L 3,19266,2:03,,TOR,2024
5,"Wed, Nov 1, 2023",7:00p,,Box Score,,Milwaukee Bucks,W,,130,111,2,3,W 1,19800,2:19,,TOR,2024
6,"Thu, Nov 2, 2023",7:00p,,Box Score,@,Philadelphia 76ers,L,,99,114,2,4,L 1,19773,2:16,,TOR,2024
7,"Sun, Nov 5, 2023",3:30p,,Box Score,@,San Antonio Spurs,W,OT,123,116,3,4,W 1,18354,2:36,,TOR,2024
8,"Wed, Nov 8, 2023",8:30p,,Box Score,@,Dallas Mavericks,W,,127,116,4,4,W 2,20063,2:19,,TOR,2024
9,"Sat, Nov 11, 2023",7:00p,,Box Score,@,Boston Celtics,L,,94,117,4,5,L 1,19156,2:04,,TOR,2024
10,"Mon, Nov 13, 2023",7:30p,,Box Score,,Washington Wizards,W,,111,107,5,5,W 1,19800,2:14,,TOR,2024
11,"Wed, Nov 15, 2023",7:30p,,Box Score,,Milwaukee Bucks,L,,112,128,5,6,L 1,19800,2:15,,TOR,2024
12,"Fri, Nov 17, 2023",7:30p,,Box Score,,Boston Celtics,L,,105,108,5,7,L 2,19800,2:02,In-Season Tournament,TOR,2024
13,"Sun, Nov 19, 2023",4:00p,,Box Score,,Detroit Pistons,W,,142,113,6,7,W 1,19182,2:11,,TOR,2024
14,"Tue, Nov 21, 2023",7:00p,,Box Score,@,Orlando Magic,L,,107,126,6,8,L 1,18846,2:10,In-Season Tournament,TOR,2024
15,"Wed, Nov 22, 2023",7:30p,,Box Score,@,Indiana Pacers,W,,132,131,7,8,W 1,17091,2:19,,TOR,2024
16,"Fri, Nov 24, 2023",7:30p,,Box Score,,Chicago Bulls,W,,121,108,8,8,W 2,19800,2:12,In-Season Tournament,TOR,2024
17,"Sun, Nov 26, 2023",7:30p,,Box Score,@,Cleveland Cavaliers,L,,102,105,8,9,L 1,19432,2:16,,TOR,2024
18,"Tue, Nov 28, 2023",7:30p,,Box Score,@,Brooklyn Nets,L,,103,115,8,10,L 2,15844,2:11,In-Season Tournament,TOR,2024
19,"Wed, Nov 29, 2023",7:30p,,Box Score,,Phoenix Suns,W,,112,105,9,10,W 1,19800,2:12,,TOR,2024
20,"Fri, Dec 1, 2023",7:30p,,Box Score,,New York Knicks,L,,106,119,9,11,L 1,19800,2:13,,TOR,2024
21,"Wed, Dec 6, 2023",7:30p,,Box Score,,Miami Heat,L,,103,112,9,12,L 2,19084,2:10,,TOR,2024
22,"Fri, Dec 8, 2023",7:00p,,Box Score,@,Charlotte Hornets,L,,116,119,9,13,L 3,11526,2:17,,TOR,2024
23,"Mon, Dec 11, 2023",7:30p,,Box Score,@,New York Knicks,L,,130,136,9,14,L 4,19812,2:21,,TOR,2024
24,"Wed, Dec 13, 2023",7:30p,,Box Score,,Atlanta Hawks,W,,135,128,10,14,W 1,19423,2:18,,TOR,2024
25,"Fri, Dec 15, 2023",7:30p,,Box Score,,Atlanta Hawks,L,,104,125,10,15,L 1,19800,2:04,,TOR,2024
26,"Mon, Dec 18, 2023",7:30p,,Box Score,,Charlotte Hornets,W,,114,99,11,15,W 1,19288,2:05,,TOR,2024
27,"Wed, Dec 20, 2023",7:30p,,Box Score,,Denver Nuggets,L,,104,113,11,16,L 1,19800,1:57,,TOR,2024
28,"Fri, Dec 22, 2023",7:00p,,Box Score,@,Philadelphia 76ers,L,,111,121,11,17,L 2,20230,2:13,,TOR,2024
29,"Sat, Dec 23, 2023",7:30p,,Box Score,,Utah Jazz,L,,119,126,11,18,L 3,19420,2:06,,TOR,2024
30,"Wed, Dec 27, 2023",7:00p,,Box Score,@,Washington Wizards,W,,132,102,12,18,W 1,15437,2:06,,TOR,2024
31,"Fri, Dec 29, 2023",7:30p,,Box Score,@,Boston Celtics,L,,118,120,12,19,L 1,19156,2:14,,TOR,2024
32,"Sat, Dec 30, 2023",6:00p,,Box Score,@,Detroit Pistons,L,,127,129,12,20,L 2,18411,2:25,,TOR,2024
33,"Mon, Jan 1, 2024",7:30p,,Box Score,,Cleveland Cavaliers,W,,124,121,13,20,W 1,19800,2:28,,TOR,2024
34,"Wed, Jan 3, 2024",8:00p,,Box Score,@,Memphis Grizzlies,W,,116,111,14,20,W 2,16385,2:13,,TOR,2024
35,"Fri, Jan 5, 2024",10:00p,,Box Score,@,Sacramento Kings,L,,130,135,14,21,L 1,17941,2:21,,TOR,2024
36,"Sun, Jan 7, 2024",8:30p,,Box Score,@,Golden State Warriors,W,,133,118,15,21,W 1,18064,2:00,,TOR,2024
37,"Tue, Jan 9, 2024",10:30p,,Box Score,@,Los Angeles Lakers,L,,131,132,15,22,L 1,18997,2:28,,TOR,2024
38,"Wed, Jan 10, 2024",10:30p,,Box Score,@,Los Angeles Clippers,L,,120,126,15,23,L 2,19370,2:07,,TOR,2024
39,"Fri, Jan 12, 2024",9:30p,,Box Score,@,Utah Jazz,L,,113,145,15,24,L 3,18206,2:10,,TOR,2024
40,"Mon, Jan 15, 2024",7:30p,,Box Score,,Boston Celtics,L,,96,105,15,25,L 4,19278,2:06,,TOR,2024
