No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
26,Dominick Barlow,PF,6-9,215,"May 26, 2003",us US,R,,SAS,2023
28,Charles Bassey,C,6-10,230,"October 28, 2000",ng NG,1,Western Kentucky,SAS,2023
31,Keita Bates-Diop,PF,6-8,229,"January 23, 1996",us US,4,Ohio State,SAS,2023
22,Malaki Branham,SG,6-4,180,"May 12, 2003",us US,R,Ohio State,SAS,2023
30,Julian Champagnie,SF,6-7,217,"June 29, 2001",us US,R,St. John's,SAS,2023
23,Zach Collins,C,6-9,250,"November 19, 1997",us US,4,Gonzaga,SAS,2023
41,Gorgui Dieng,C,6-10,252,"January 18, 1990",sn SN,9,Louisville,SAS,2023
4,Devonte' Graham,PG,6-1,195,"February 22, 1995",us US,4,Kansas,SAS,2023
55,Jordan Hall,SF,6-7,220,"January 14, 2002",us US,R,Saint Joseph's,SAS,2023
19,Alize Johnson,PF,6-9,212,"April 22, 1996",us US,4,"Frank Phillips College, Missouri State",SAS,2023
3,Keldon Johnson,SF,6-6,220,"October 11, 1999",us US,3,Kentucky,SAS,2023
34,Stanley Johnson,SF,6-6,242,"May 29, 1996",us US,7,Arizona,SAS,2023
33,Tre Jones,PG,6-1,185,"January 8, 2000",us US,2,Duke,SAS,2023
35,Romeo Langford,SG,6-5,216,"October 25, 1999",us US,3,Indiana,SAS,2023
54,Sandro Mamukelashvili,C,6-9,240,"May 23, 1999",us US,1,Seton Hall,SAS,2023
17,Doug McDermott,SF,6-7,225,"January 3, 1992",us US,8,Creighton,SAS,2023
25,Jakob Poeltl,C,7-0,253,"October 15, 1995",at AT,6,Utah,SAS,2023
11,Joshua Primo,SG,6-4,189,"December 24, 2002",ca CA,1,Alabama,SAS,2023
7,Josh Richardson,SG,6-5,200,"September 15, 1993",us US,7,Tennessee,SAS,2023
18,Isaiah Roby,PF,6-6,230,"February 3, 1998",us US,3,Nebraska,SAS,2023
10,Jeremy Sochan,PF,6-8,230,"May 20, 2003",us US,R,Baylor,SAS,2023
24,Devin Vassell,SG,6-5,200,"August 23, 2000",us US,2,Florida State,SAS,2023
14,Blake Wesley,SG,6-4,190,"March 16, 2003",us US,R,Notre Dame,SAS,2023
