Rk,Unnamed: 1,Salary,Team,Season
1,Joel Embiid,"$47,607,350",PHI,2024
2,Tobias Harris,"$39,270,150",PHI,2024
3,Buddy Hield,"$19,845,098",PHI,2024
4,Nicolas Batum,"$11,710,818",PHI,2024
5,Robert Covington,"$11,692,308",PHI,2024
6,De'Anthony Melton,"$8,000,000",PHI,2024
7,Paul Reed,"$7,723,000",PHI,2024
8,Tyrese Maxey,"$4,343,920",PHI,2024
9,Kyle Lowry,"$2,795,839",PHI,2024
10,Jeff Dowtin,"$2,196,970",PHI,2024
11,Mohamed Bamba,"$2,019,706",PHI,2024
12,Montrezl Harrell,"$2,019,706",PHI,2024
13,Cameron Payne,"$2,019,706",PHI,2024
14,Kelly Oubre,"$2,019,706",PHI,2024
15,KJ Martin,"$1,930,681",PHI,2024
16,Ricky Council,"$864,353",PHI,2024
17,Danny Green,"$200,000",PHI,2024
18,Jeff Dowtin,"$127,683",PHI,2024
19,Darius Bazley,"$116,075",PHI,2024
20,Kai Jones,"$116,075",PHI,2024
21,D.J. Wilson,"$116,075",PHI,2024
22,Ricky Council,,PHI,2024
23,Kenneth Lofton,,PHI,2024
24,Javonte Smart,,PHI,2024
25,Terquavion Smith,,PHI,2024
26,Ricky Council,,PHI,2024
