Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Nicolas Batum,32.0,SF,67,38,1835,0,0,14,84,2,9.0,5.3,42,7,48,2,26,13,354,7,6,,LAC,2021
2.0,Paul George,30.0,SF,54,54,1821,0,4,90,7,0,11.4,10.2,111,43,49,20,100,20,693,21,44,"AS,NBA3",LAC,2021
3.0,Kawhi Leonard,29.0,SF,52,52,1773,1,59,38,3,0,12.8,12.8,39,38,30,14,117,4,695,28,28,"MVP-13,AS,NBA1,DEF2",LAC,2021
4.0,Ivica Zubac,23.0,C,72,33,1609,0,0,0,0,100,5.4,-2.1,22,11,119,27,76,5,219,9,47,,LAC,2021
5.0,Reggie Jackson,30.0,SG,67,43,1544,65,33,2,0,0,8.0,2.7,49,13,58,4,33,10,513,10,20,,LAC,2021
6.0,Marcus Morris,31.0,PF,57,29,1502,0,0,0,85,15,5.1,-2.6,24,19,67,9,33,9,146,8,11,,LAC,2021
7.0,Terance Mann,24.0,SG,67,10,1263,5,65,28,2,0,3.4,-5.0,10,13,52,8,39,7,262,8,34,,LAC,2021
8.0,Luke Kennard,24.0,SG,63,17,1232,28,61,11,0,0,0.4,-9.5,26,14,44,1,14,2,264,7,12,,LAC,2021
9.0,Serge Ibaka,31.0,C,41,39,955,0,0,0,0,100,7.8,1.8,13,12,40,11,28,2,185,9,11,,LAC,2021
10.0,Lou Williams,34.0,PG,42,3,918,100,0,0,0,0,2.8,-5.1,55,8,11,1,54,8,351,10,27,,LAC,2021
11.0,Patrick Beverley,32.0,PG,37,34,832,79,21,0,0,0,9.1,3.3,21,1,43,7,13,11,186,1,10,,LAC,2021
12.0,Patrick Patterson,31.0,PF,38,5,582,0,0,3,53,45,1.6,-6.0,4,2,22,3,7,3,74,1,6,,LAC,2021
13.0,Amir Coffey,23.0,SG,44,1,394,0,16,74,9,0,-2.4,-10.0,7,5,13,0,14,2,56,1,7,,LAC,2021
14.0,Rajon Rondo,34.0,PG,18,1,368,97,3,0,0,0,8.0,1.7,26,10,6,1,5,3,253,1,9,,LAC,2021
15.0,DeMarcus Cousins,30.0,C,16,0,207,0,0,0,0,100,-3.7,-10.9,11,7,16,5,8,6,39,3,9,,LAC,2021
16.0,Daniel Oturu,21.0,C,30,0,161,0,0,0,18,82,2.2,-4.6,4,0,16,2,6,2,23,0,13,,LAC,2021
17.0,Yogi Ferrell,27.0,PG,8,0,96,100,0,0,0,0,4.0,-2.6,0,0,5,0,3,2,41,0,4,,LAC,2021
18.0,Mfiondu Kabengele,23.0,PF,23,0,94,0,0,0,71,29,-9.3,-16.2,1,1,13,2,3,1,13,0,1,,LAC,2021
19.0,Jay Scrubb,20.0,SG,4,1,84,0,11,75,13,0,1.2,-5.5,3,1,2,0,2,2,2,1,4,,LAC,2021
20.0,Malik Fitts,23.0,PF,3,0,11,0,0,64,36,0,-24.0,-30.7,0,0,3,0,0,0,0,0,1,,LAC,2021
,Team Totals,,,72,72,17281,20,20,20,20,20,6.5,1.0,468,205,657,117,581,112,4369,125,304,,LAC,2021
