Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,47,35,49,33,3.05,-0.54,2.51,116.9,113.8,97.5,0.264,0.373,0.532,10.7,24.8,0.218,0.537,13.1,74.3,0.215,Wells Fargo Center,821714,PHI,2024
Lg Rank,12,16,8,8,9.0,27.0,11.0,14.0,11.0,18.0,6.0,23.0,24.0,1.0,13.0,3.0,8.0,4.0,25.0,26.0,,3,PHI,2024
