No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
25,Mikal Bridges,SF,6-6,209,"August 30, 1996",us US,7,Villanova,NYK,2026
32,Karl-Anthony Towns,C,7-0,248,"November 15, 1995",us US,10,Kentucky,NYK,2026
11,Jalen Brunson,PG,6-2,190,"August 31, 1996",us US,7,Villanova,NYK,2026
0,Jordan Clarkson,SG,6-5,194,"June 7, 1992",us US,11,"Tulsa, Missouri",NYK,2026
51,Mohamed Diawara,SF,6-9,225,"April 29, 2005",fr FR,R,,NYK,2026
8,OG Anunoby,PF,6-7,240,"July 17, 1997",gb GB,8,Indiana,NYK,2026
3,Josh Hart,SF,6-5,215,"March 6, 1995",us US,8,Villanova,NYK,2026
13,Tyler Kolek,PG,6-2,195,"March 27, 2001",us US,1,"George Mason, Marquette",NYK,2026
23,Mitchell Robinson,C,7-0,240,"April 1, 1998",us US,7,Western Kentucky,NYK,2026
55,Ariel Hukporti,C,7-0,246,"April 12, 2002",de DE,1,,NYK,2026
44,Landry Shamet,SG,6-5,190,"March 13, 1997",us US,7,Wichita State,NYK,2026
2,Miles McBride,SG,6-2,195,"September 8, 2000",us US,4,West Virginia,NYK,2026
4,Pac̫me Dadiet,SG,6-9,210,"July 27, 2005",fr FR,1,,NYK,2026
5,Jose Alvarado,PG,6-0,179,"April 12, 1998",us US,4,Georgia Tech,NYK,2026
9,Kevin McCullar Jr. (TW),SF,6-6,210,"March 15, 2001",us US,1,"Texas Tech, Kansas",NYK,2026
20,Jeremy Sochan,PF,6-8,230,"May 20, 2003",us US,3,Baylor,NYK,2026
50,Trey Jemison (TW),C,6-10,270,"November 28, 1999",us US,2,"Clemson, UAB",NYK,2026
1,Dillon Jones (TW),SF,6-5,235,"October 29, 2001",us US,1,Weber State,NYK,2026
