Rk,Unnamed: 1,Salary,Team,Season
1,Nikola VuÄeviÄ,"$26,000,000",CHI,2021
2,Zach LaVine,"$19,500,000",CHI,2021
3,Thaddeus Young,"$13,545,000",CHI,2021
4,TomÃ¡Å¡ SatoranskÃ½,"$10,000,000",CHI,2021
5,Al-Farouq Aminu,"$9,720,900",CHI,2021
6,Cristiano FelÃ­cio,"$7,529,020",CHI,2021
7,Patrick Williams,"$7,068,360",CHI,2021
8,Lauri Markkanen,"$6,731,508",CHI,2021
9,Coby White,"$5,572,680",CHI,2021
10,Daniel Theis,"$5,000,000",CHI,2021
11,Garrett Temple,"$4,767,000",CHI,2021
12,Denzel Valentine,"$4,642,800",CHI,2021
13,Troy Brown,"$3,372,840",CHI,2021
14,Ryan Arcidiacono,"$3,000,000",CHI,2021
15,Javonte Green,"$1,517,981",CHI,2021
16,Adam Mokoka,$0,CHI,2021
17,Devon Dotson,$0,CHI,2021
