No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
35,Marvin Bagley III,PF,6-10,235,"March 14, 1999",us US,2,Duke,SAC,2021
40,Harrison Barnes,PF,6-7,225,"May 30, 1992",us US,8,UNC,SAC,2021
8,Nemanja Bjelica,PF,6-10,234,"May 9, 1988",rs RS,5,,SAC,2021
9,Terence Davis,SG,6-4,201,"May 16, 1997",us US,1,Ole Miss,SAC,2021
5,De'Aaron Fox,PG,6-3,185,"December 20, 1997",us US,3,Kentucky,SAC,2021
7,Kyle Guy,PG,6-1,167,"August 11, 1997",us US,1,Virginia,SAC,2021
0,Tyrese Haliburton,PG,6-5,185,"February 29, 2000",us US,R,Iowa State,SAC,2021
8,Maurice Harkless,PF,6-7,220,"May 11, 1993",us US,8,St. John's,SAC,2021
24,Buddy Hield,SG,6-4,220,"December 17, 1992",bs BS,4,Oklahoma,SAC,2021
22,Richaun Holmes,C,6-9,235,"October 15, 1993",us US,5,Bowling Green,SAC,2021
10,Justin James,SF,6-6,190,"January 24, 1997",us US,1,Wyoming,SAC,2021
19,DaQuan Jeffries,SG,6-5,222,"August 30, 1997",us US,1,"Oral Roberts, Tulsa",SAC,2021
15,Damian Jones,C,6-10,245,"June 30, 1995",us US,4,Vanderbilt,SAC,2021
9,Cory Joseph,PG,6-2,200,"August 20, 1991",ca CA,9,Texas,SAC,2021
23,Louis King,SF,6-7,205,"April 6, 1999",us US,1,Oregon,SAC,2021
25,Chimezie Metu,C,6-10,225,"March 22, 1997",us US,2,USC,SAC,2021
33,Jabari Parker,PF,6-7,245,"March 15, 1995",us US,6,Duke,SAC,2021
31,Norvel Pelle,C,6-10,231,"February 3, 1993",ag AG,1,,SAC,2021
3,Jahmi'us Ramsey,SG,6-3,190,"June 9, 2001",us US,R,Texas Tech,SAC,2021
30,Glenn Robinson III,SF,6-6,222,"January 8, 1994",us US,6,Michigan,SAC,2021
30,Chris Silva,PF,6-8,234,"September 19, 1996",ga GA,1,South Carolina,SAC,2021
20,Hassan Whiteside,C,7-0,265,"June 13, 1989",us US,8,Marshall,SAC,2021
13,Robert Woodard II,SF,6-6,235,"September 22, 1999",us US,R,Mississippi State,SAC,2021
55,Delon Wright,PG,6-4,185,"April 26, 1992",us US,5,Utah,SAC,2021
