Rk,Unnamed: 1,Salary,Team,Season
1,Zion Williamson,"$36,725,670",NOP,2025
2,CJ McCollum,"$33,333,333",NOP,2025
3,Dejounte Murray,"$29,517,135",NOP,2025
4,Bruce Brown,"$23,000,000",NOP,2025
5,Herbert Jones,"$12,976,362",NOP,2025
6,Kelly Olynyk,"$12,804,878",NOP,2025
7,Trey Murphy,"$5,159,854",NOP,2025
8,Jordan Hawkins,"$4,525,680",NOP,2025
9,Yves Missi,"$3,193,200",NOP,2025
10,Jeremiah Robinson-Earl,"$2,196,970",NOP,2025
11,Jose Alvarado,"$1,988,598",NOP,2025
12,Javonte Green,"$1,728,488",NOP,2025
13,Karlo MatkoviÄ,"$1,407,153",NOP,2025
14,Antonio Reeves,"$1,157,153",NOP,2025
15,Brandon Boston,"$596,581",NOP,2025
16,Jaylen Nowell,"$278,782",NOP,2025
17,Elfrid Payton,"$274,809",NOP,2025
18,Elfrid Payton,"$119,972",NOP,2025
19,Elfrid Payton,"$119,972",NOP,2025
20,Mohamed Bamba,"$119,972",NOP,2025
21,Kylor Kelley,"$66,503",NOP,2025
22,Elfrid Payton,"$34,351",NOP,2025
23,Kylor Kelley,"$6,650",NOP,2025
24,Lester QuiÃ±ones,,NOP,2025
25,Jalen Crutcher,,NOP,2025
26,Keion Brooks,,NOP,2025
27,Brandon Boston,,NOP,2025
28,Trey Jemison,,NOP,2025
29,Jamal Cain,,NOP,2025
