Rk,Unnamed: 1,Salary,Team,Season
1,Donovan Mitchell,"$30,913,750",CLE,2023
2,Kevin Love,"$27,442,830",CLE,2023
3,Jarrett Allen,"$20,000,000",CLE,2023
4,Caris LeVert,"$18,796,296",CLE,2023
5,Darius Garland,"$8,920,795",CLE,2023
6,Evan Mobley,"$8,478,720",CLE,2023
7,Cedi Osman,"$7,426,088",CLE,2023
8,Isaac Okoro,"$7,040,880",CLE,2023
9,Ricky Rubio,"$5,853,659",CLE,2023
10,Dylan Windler,"$4,037,278",CLE,2023
11,Danny Green,"$2,000,000",CLE,2023
12,Dean Wade,"$1,930,681",CLE,2023
13,Raul Neto,"$1,836,090",CLE,2023
14,Robin Lopez,"$1,836,090",CLE,2023
15,Lamar Stevens,"$1,782,621",CLE,2023
16,Sam Merrill,"$850,000",CLE,2023
17,Sam Merrill,"$105,522",CLE,2023
18,Isaiah Mobley,,CLE,2023
19,RJ Nembhard,,CLE,2023
20,Mamadi Diakite,,CLE,2023
21,Marcos Louzada Silva,,CLE,2023
