No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
6,Jaylen Adams,PG,6-0,225,"May 4, 1996",us US,2,St. Bonaventure,MIL,2021
34,Giannis Antetokounmpo,PF,6-11,243,"December 6, 1994",gr GR,7,,MIL,2021
43,Thanasis Antetokounmpo,SF,6-7,219,"July 18, 1992",gr GR,2,,MIL,2021
12,D.J. Augustin,PG,5-11,183,"November 10, 1987",us US,12,Texas,MIL,2021
3,Elijah Bryant,SG,6-5,210,"April 19, 1995",us US,R,"Elon University, BYU",MIL,2021
24,Pat Connaughton,SG,6-5,209,"January 6, 1993",us US,5,Notre Dame,MIL,2021
3,Torrey Craig,SF,6-5,221,"December 19, 1990",us US,3,USC Upstate,MIL,2021
25,Mamadi Diakite,PF,6-9,228,"January 21, 1997",gn GN,R,Virginia,MIL,2021
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us US,2,Villanova,MIL,2021
7,Bryn Forbes,SG,6-2,205,"July 23, 1993",us US,4,Michigan State,MIL,2021
21,Jrue Holiday,PG,6-4,220,"June 12, 1990",us US,11,UCLA,MIL,2021
44,Justin Jackson,SF,6-8,220,"March 28, 1995",us US,3,UNC,MIL,2021
0,Rodions Kurucs,SF,6-9,228,"February 5, 1998",lv LV,2,,MIL,2021
11,Brook Lopez,C,7-1,282,"April 1, 1988",us US,12,Stanford,MIL,2021
15,Sam Merrill,SG,6-4,205,"May 15, 1996",us US,R,Utah State University,MIL,2021
22,Khris Middleton,SF,6-7,222,"August 12, 1991",us US,8,Texas A&M,MIL,2021
13,Jordan Nwora,SF,6-8,225,"September 9, 1998",us US,R,Louisville,MIL,2021
9,Bobby Portis,C,6-9,250,"February 10, 1995",us US,5,Arkansas,MIL,2021
5,Jeff Teague,PG,6-3,195,"June 10, 1988",us US,11,Wake Forest,MIL,2021
66,Axel Toupane,SF,6-7,210,"July 23, 1992",fr FR,2,,MIL,2021
17,P.J. Tucker,PF,6-5,245,"May 5, 1985",us US,9,Texas,MIL,2021
5,D.J. Wilson,PF,6-10,231,"February 19, 1996",us US,3,Michigan,MIL,2021
