Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,36,46,33,49,-2.98,0.31,-2.67,111.7,114.7,98.8,0.246,0.418,0.521,13.8,29.2,0.187,0.543,13.6,72.5,0.204,Moda Center,719369,POR,2025
Lg Rank,21,9,23,23,22.0,6.0,23.0,23.0,16.0,16.0,13.0,17.0,25.0,29.0,2.0,17.0,18.0,8.0,28.0,24.0,,19,POR,2025
