No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
9,Josh Christopher,SG,6-4,215,"December 8, 2001",us US,1,Arizona State,HOU,2023
5,Darius Days,SF,6-7,245,"October 20, 1999",us US,R,LSU,HOU,2023
17,Tari Eason,PF,6-8,215,"May 10, 2001",us US,R,"Cincinnati, LSU",HOU,2023
20,Bruno Fernando,C,6-9,240,"August 15, 1998",ao AO,3,Maryland,HOU,2023
16,Usman Garuba,C,6-8,229,"March 9, 2002",es ES,1,,HOU,2023
10,Eric Gordon,SG,6-3,215,"December 25, 1988",us US,14,Indiana,HOU,2023
4,Jalen Green,SG,6-4,186,"February 9, 2002",us US,1,,HOU,2023
12,Trevor Hudgins,PG,6-0,180,"March 23, 1999",us US,R,Northwest Missouri State University,HOU,2023
33,Frank Kaminsky,C,7-0,240,"April 4, 1993",us US,7,Wisconsin,HOU,2023
51,Boban MarjanoviÄ,C,7-4,290,"August 15, 1988",rs RS,7,,HOU,2023
6,KJ Martin,SF,6-6,215,"January 6, 2001",us US,2,,HOU,2023
25,Garrison Mathews,SG,6-5,215,"October 24, 1996",us US,3,Lipscomb,HOU,2023
15,Daishen Nix,PG,6-3,226,"February 13, 2002",us US,1,,HOU,2023
3,Kevin Porter Jr.,PG,6-5,203,"May 4, 2000",us US,3,USC,HOU,2023
28,Alperen ÅengÃ¼n,C,6-11,243,"July 25, 2002",tr TR,1,,HOU,2023
1,Jabari Smith Jr.,PF,6-11,220,"May 13, 2003",us US,R,Auburn,HOU,2023
8,Jae'Sean Tate,SF,6-4,230,"October 28, 1995",us US,2,Ohio State,HOU,2023
0,TyTy Washington Jr.,PG,6-3,195,"November 15, 2001",us US,R,Kentucky,HOU,2023
