Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,42,40,40,42,-0.29,0.01,-0.29,114.4,114.7,100.5,0.28,0.469,0.534,14.6,31.3,0.214,0.541,13.5,72.7,0.215,Moda Center,718863,POR,2026
Lg Rank,18,12,19,19,19.0,15.0,19.0,20.0,14.0,10.0,9.0,3.0,22.0,30.0,2.0,12.0,11.0,7.0,25.0,19.0,,21,POR,2026
