Rk,Unnamed: 1,Salary,Team,Season
1,Jayson Tatum,"$54,126,450",BOS,2026
2,Jaylen Brown,"$53,142,264",BOS,2026
3,Derrick White,"$28,100,000",BOS,2026
4,Nikola VuÄeviÄ,"$21,481,481",BOS,2026
5,Sam Hauser,"$10,044,644",BOS,2026
6,Payton Pritchard,"$7,232,143",BOS,2026
7,Hugo GonzÃ¡lez,"$2,783,880",BOS,2026
8,Baylor Scheierman,"$2,619,000",BOS,2026
9,Luka Garza,"$2,461,463",BOS,2026
10,Neemias Queta,"$2,349,578",BOS,2026
11,JD Davison,"$2,270,735",BOS,2026
12,Jordan Walsh,"$2,221,677",BOS,2026
13,Amari Williams,"$490,128",BOS,2026
14,Dalano Banton,"$131,970",BOS,2026
15,John Tonje,"$73,153",BOS,2026
