Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Team,Season
1.0,Anfernee Simons,22.0,SG,57,30,1681,15.3,0.583,0.555,0.146,1.6,8.5,4.9,22.2,0.9,0.4,11.9,24.8,2.0,-0.1,1.9,0.055,1.9,-2.7,-0.7,0.5,,POR,2022
2.0,Jusuf NurkiÄ,27.0,C,56,56,1579,20.0,0.586,0.093,0.447,11.2,32.6,21.5,16.6,1.9,2.1,16.6,23.6,2.0,1.7,3.6,0.11,0.1,0.2,0.3,0.9,,POR,2022
3.0,Robert Covington,31.0,PF,48,40,1431,10.0,0.519,0.685,0.107,3.0,18.6,10.5,6.7,2.5,4.3,14.2,12.4,-0.3,1.4,1.1,0.037,-2.8,1.6,-1.2,0.3,,POR,2022
4.0,Norman Powell,28.0,SF,40,39,1333,15.3,0.593,0.423,0.365,1.4,9.8,5.4,10.0,1.5,1.3,9.0,22.5,1.8,0.3,2.1,0.076,0.6,-1.6,-1.0,0.3,,POR,2022
5.0,Ben McLemore,28.0,SG,64,6,1285,11.7,0.567,0.774,0.163,1.0,8.1,4.4,7.3,1.4,0.8,8.7,21.3,0.7,0.2,0.8,0.031,-0.7,-2.5,-3.2,-0.4,,POR,2022
6.0,CJ McCollum,30.0,SG,36,36,1267,15.8,0.532,0.435,0.102,2.8,10.7,6.6,22.5,1.4,1.6,9.2,26.1,0.7,0.3,1.0,0.04,1.8,-1.7,0.1,0.7,,POR,2022
7.0,CJ Elleby,21.0,SF,58,28,1174,9.2,0.491,0.409,0.273,6.0,15.6,10.6,10.6,1.5,1.6,14.0,14.8,-0.1,0.5,0.4,0.016,-3.8,-1.5,-5.3,-1.0,,POR,2022
8.0,Nassir Little,21.0,SF,42,23,1088,13.5,0.575,0.489,0.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,1.2,0.6,1.7,0.076,-0.9,-0.6,-1.4,0.2,,POR,2022
9.0,Damian Lillard,31.0,PG,29,29,1056,18.5,0.55,0.514,0.328,1.3,11.6,6.2,34.0,0.8,1.0,11.6,29.3,1.7,0.1,1.7,0.079,4.0,-2.7,1.3,0.9,,POR,2022
10.0,Trendon Watford,21.0,SF,48,10,869,15.8,0.59,0.142,0.352,7.0,18.6,12.6,14.6,1.4,3.2,12.5,17.6,1.4,0.5,1.9,0.104,-1.4,-0.4,-1.7,0.1,,POR,2022
11.0,Larry Nance Jr.,29.0,C,37,11,858,14.4,0.581,0.313,0.247,7.2,20.1,13.4,12.5,2.2,1.5,11.0,12.4,1.3,0.6,1.9,0.104,-0.3,0.6,0.3,0.5,,POR,2022
12.0,Drew Eubanks,24.0,C,22,22,650,19.9,0.678,0.071,0.241,10.8,21.0,15.7,9.1,1.4,1.5,13.0,18.0,1.6,0.3,2.0,0.144,0.8,-2.3,-1.5,0.1,,POR,2022
13.0,Greg Brown III,20.0,SF,48,6,640,11.0,0.515,0.321,0.342,6.3,17.3,11.6,8.1,2.0,3.7,14.1,17.2,-0.1,0.5,0.4,0.029,-4.0,-0.7,-4.7,-0.4,,POR,2022
14.0,Brandon Williams,22.0,PG,24,16,640,11.0,0.476,0.376,0.344,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9,-0.7,0.2,-0.5,-0.037,-2.6,-3.1,-5.7,-0.6,,POR,2022
15.0,Dennis Smith Jr.,24.0,PG,37,4,638,13.2,0.474,0.143,0.339,3.3,12.2,7.6,30.5,3.4,1.9,19.0,18.2,-0.1,0.5,0.4,0.031,-2.8,1.2,-1.7,0.1,,POR,2022
16.0,Keon Johnson,19.0,SG,22,12,562,8.5,0.457,0.403,0.136,3.4,8.5,5.9,17.0,1.8,1.8,14.3,21.1,-0.7,0.2,-0.5,-0.043,-3.5,-2.5,-6.0,-0.6,,POR,2022
17.0,Tony Snell,30.0,SG,38,10,546,5.2,0.503,0.773,0.031,2.1,12.7,7.2,5.0,0.7,1.3,10.1,8.7,0.0,0.1,0.1,0.005,-4.1,-1.0,-5.0,-0.4,,POR,2022
18.0,Josh Hart,26.0,SG,13,13,417,19.4,0.622,0.454,0.311,2.3,16.7,9.2,23.1,1.9,0.5,13.7,25.0,0.8,0.2,1.0,0.112,2.7,-1.0,1.8,0.4,,POR,2022
19.0,Cody Zeller,29.0,C,27,0,355,17.2,0.627,0.044,0.544,14.9,24.1,19.3,9.4,1.1,1.7,14.6,15.9,0.9,0.2,1.1,0.143,-1.2,-1.0,-2.1,0.0,,POR,2022
20.0,Keljin Blevins,26.0,SF,31,1,349,4.8,0.41,0.649,0.099,4.9,9.5,7.1,7.7,1.8,0.3,12.8,16.5,-0.6,0.1,-0.5,-0.066,-5.6,-2.9,-8.5,-0.6,,POR,2022
21.0,Kris Dunn,27.0,PG,14,3,336,12.5,0.482,0.108,0.176,2.8,13.6,8.0,35.1,3.3,0.9,22.5,18.3,-0.1,0.3,0.2,0.024,-4.6,-0.8,-5.4,-0.3,,POR,2022
22.0,Elijah Hughes,23.0,SG,22,3,322,3.7,0.375,0.62,0.056,1.3,13.1,7.0,7.1,1.5,2.1,8.3,16.2,-0.7,0.1,-0.5,-0.079,-6.6,-2.3,-8.8,-0.6,,POR,2022
23.0,Justise Winslow,25.0,PF,11,10,295,14.1,0.465,0.319,0.216,7.2,18.9,12.8,16.9,2.3,2.3,8.6,20.4,0.0,0.2,0.2,0.037,-1.3,-0.7,-2.0,0.0,,POR,2022
24.0,Reggie Perry,21.0,PF,9,1,177,16.2,0.532,0.205,0.192,9.0,20.0,14.3,11.7,2.5,3.3,11.5,23.4,0.0,0.2,0.2,0.057,-2.8,-1.0,-3.8,-0.1,,POR,2022
25.0,Didi Louzada,22.0,SG,7,1,122,6.8,0.567,0.667,0.067,2.6,11.2,6.8,4.7,0.8,1.6,13.9,12.7,0.0,0.0,0.0,0.008,-4.1,-3.1,-7.2,-0.2,,POR,2022
26.0,Cameron McGriff,24.0,SF,3,0,46,12.5,0.47,0.429,0.143,13.8,22.3,17.9,9.4,0.0,2.1,0.0,14.0,0.1,0.0,0.1,0.097,-1.0,-3.0,-4.0,0.0,,POR,2022
27.0,Jarron Cumberland,24.0,SG,3,0,12,8.4,0.5,0.5,0.0,8.8,19.0,13.7,11.6,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.079,-4.4,-2.2,-6.6,0.0,,POR,2022
,Team Totals,,,82,82,19728,,0.55,0.422,0.248,,,,,,,,,12.8,9.1,21.8,0.053,-0.9,-1.2,-2.1,-0.3,,POR,2022
