No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
8,Kris Dunn,PG,6-3,205,"March 18, 1994",us US,9,Providence,LAC,2026
11,Brook Lopez,C,7-1,282,"April 1, 1988",us US,17,Stanford,LAC,2026
33,Nicolas Batum,PF,6-7,230,"December 14, 1988",fr FR,17,,LAC,2026
20,John Collins,PF,6-9,226,"September 23, 1997",us US,8,Wake Forest,LAC,2026
4,Kobe Sanders,SG,6-8,207,"May 30, 2002",us US,R,"Cal Poly, Nevada",LAC,2026
2,Kawhi Leonard,SF,6-6,225,"June 29, 1991",us US,13,San Diego State,LAC,2026
22,Jordan Miller,SF,6-5,194,"January 23, 2000",us US,2,"George Mason, Miami (FL)",LAC,2026
12,Cam Christie,SG,6-5,190,"July 24, 2005",us US,1,Minnesota,LAC,2026
5,Derrick Jones Jr.,SF,6-6,210,"February 15, 1997",us US,9,UNLV,LAC,2026
14,Yanic Konan NiederhÃ¤user,C,6-11,242,"March 14, 2003",ch CH,R,"Northern Illinois, Penn State",LAC,2026
9,Bennedict Mathurin,SF,6-5,210,"June 19, 2002",ca CA,3,Arizona,LAC,2026
"7, 10",Bogdan BogdanoviÄ,SG,6-5,225,"August 18, 1992",rs RS,8,,LAC,2026
10,Darius Garland,PG,6-1,192,"January 26, 2000",us US,6,Vanderbilt,LAC,2026
23,Isaiah Jackson,C,6-8,205,"January 10, 2002",us US,4,Kentucky,LAC,2026
15,TyTy Washington Jr. (TW),PG,6-3,195,"November 15, 2001",us US,3,Kentucky,LAC,2026
00,Sean Pedulla (TW),PG,6-1,195,"October 10, 2002",us US,R,"Virginia Tech, Ole Miss",LAC,2026
0,Bradley Beal,SG,6-4,207,"June 28, 1993",us US,13,Florida,LAC,2026
55,Norchad Omier (TW),PF,6-5,248,"August 28, 2001",ni NI,R,"Arkansas State University, Miami (FL), Baylor",LAC,2026
