G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 25, 2023",7:30p,,Box Score,@,Miami Heat,L,,102,103,0,1,L 1,19695,2:14,,DET,2024
2,"Fri, Oct 27, 2023",7:00p,,Box Score,@,Charlotte Hornets,W,,111,99,1,1,W 1,15855,2:24,,DET,2024
3,"Sat, Oct 28, 2023",7:00p,,Box Score,,Chicago Bulls,W,,118,102,2,1,W 2,20062,2:10,,DET,2024
4,"Mon, Oct 30, 2023",8:00p,,Box Score,@,Oklahoma City Thunder,L,,112,124,2,2,L 1,16127,2:18,,DET,2024
5,"Wed, Nov 1, 2023",7:00p,,Box Score,,Portland Trail Blazers,L,,101,110,2,3,L 2,16912,2:08,,DET,2024
6,"Thu, Nov 2, 2023",8:00p,,Box Score,@,New Orleans Pelicans,L,,116,125,2,4,L 3,15884,2:21,,DET,2024
7,"Sun, Nov 5, 2023",3:00p,,Box Score,,Phoenix Suns,L,,106,120,2,5,L 4,20062,2:17,,DET,2024
8,"Mon, Nov 6, 2023",7:00p,,Box Score,,Golden State Warriors,L,,109,120,2,6,L 5,20062,2:09,,DET,2024
9,"Wed, Nov 8, 2023",8:00p,,Box Score,@,Milwaukee Bucks,L,,118,120,2,7,L 6,17341,2:20,,DET,2024
10,"Fri, Nov 10, 2023",7:00p,,Box Score,,Philadelphia 76ers,L,,106,114,2,8,L 7,18902,2:18,In-Season Tournament,DET,2024
11,"Sun, Nov 12, 2023",7:00p,,Box Score,@,Chicago Bulls,L,,108,119,2,9,L 8,19088,2:12,,DET,2024
12,"Tue, Nov 14, 2023",7:00p,,Box Score,,Atlanta Hawks,L,,120,126,2,10,L 9,16963,2:13,In-Season Tournament,DET,2024
13,"Fri, Nov 17, 2023",7:30p,,Box Score,@,Cleveland Cavaliers,L,,100,108,2,11,L 10,19432,2:05,In-Season Tournament,DET,2024
14,"Sun, Nov 19, 2023",4:00p,,Box Score,@,Toronto Raptors,L,,113,142,2,12,L 11,19182,2:11,,DET,2024
15,"Mon, Nov 20, 2023",7:00p,,Box Score,,Denver Nuggets,L,,103,107,2,13,L 12,19403,2:15,,DET,2024
16,"Fri, Nov 24, 2023",8:00p,,Box Score,@,Indiana Pacers,L,,113,136,2,14,L 13,17274,2:14,In-Season Tournament,DET,2024
17,"Mon, Nov 27, 2023",7:00p,,Box Score,,Washington Wizards,L,,107,126,2,15,L 14,14346,2:18,,DET,2024
18,"Wed, Nov 29, 2023",7:00p,,Box Score,,Los Angeles Lakers,L,,107,133,2,16,L 15,20062,2:13,,DET,2024
19,"Thu, Nov 30, 2023",7:30p,,Box Score,@,New York Knicks,L,,112,118,2,17,L 16,19812,2:18,,DET,2024
20,"Sat, Dec 2, 2023",7:00p,,Box Score,,Cleveland Cavaliers,L,,101,110,2,18,L 17,18924,2:05,,DET,2024
21,"Wed, Dec 6, 2023",7:00p,,Box Score,,Memphis Grizzlies,L,,102,116,2,19,L 18,12862,1:59,,DET,2024
22,"Fri, Dec 8, 2023",7:00p,,Box Score,@,Orlando Magic,L,,91,123,2,20,L 19,18655,2:08,,DET,2024
23,"Mon, Dec 11, 2023",7:00p,,Box Score,,Indiana Pacers,L,,123,131,2,21,L 20,14988,2:12,,DET,2024
24,"Wed, Dec 13, 2023",7:00p,,Box Score,,Philadelphia 76ers,L,,111,129,2,22,L 21,16749,2:10,,DET,2024
25,"Fri, Dec 15, 2023",7:00p,,Box Score,@,Philadelphia 76ers,L,,92,124,2,23,L 22,19761,2:11,,DET,2024
26,"Sat, Dec 16, 2023",6:00p,,Box Score,@,Milwaukee Bucks,L,,114,146,2,24,L 23,17666,2:13,,DET,2024
27,"Mon, Dec 18, 2023",7:30p,,Box Score,@,Atlanta Hawks,L,,124,130,2,25,L 24,17664,2:25,,DET,2024
28,"Thu, Dec 21, 2023",7:00p,,Box Score,,Utah Jazz,L,,111,119,2,26,L 25,18122,2:08,,DET,2024
29,"Sat, Dec 23, 2023",7:30p,,Box Score,@,Brooklyn Nets,L,,115,126,2,27,L 26,17732,2:20,,DET,2024
30,"Tue, Dec 26, 2023",7:00p,,Box Score,,Brooklyn Nets,L,,112,118,2,28,L 27,19811,2:27,,DET,2024
31,"Thu, Dec 28, 2023",7:30p,,Box Score,@,Boston Celtics,L,OT,122,128,2,29,L 28,19156,2:31,,DET,2024
32,"Sat, Dec 30, 2023",6:00p,,Box Score,,Toronto Raptors,W,,129,127,3,29,W 1,18411,2:25,,DET,2024
33,"Mon, Jan 1, 2024",8:00p,,Box Score,@,Houston Rockets,L,,113,136,3,30,L 1,18055,2:06,,DET,2024
34,"Wed, Jan 3, 2024",9:00p,,Box Score,@,Utah Jazz,L,OT,148,154,3,31,L 2,18206,2:43,,DET,2024
35,"Fri, Jan 5, 2024",10:00p,,Box Score,@,Golden State Warriors,L,,109,113,3,32,L 3,18064,2:19,,DET,2024
36,"Sun, Jan 7, 2024",8:00p,,Box Score,@,Denver Nuggets,L,,114,131,3,33,L 4,19623,2:15,,DET,2024
37,"Tue, Jan 9, 2024",7:00p,,Box Score,,Sacramento Kings,L,,110,131,3,34,L 5,13992,2:12,,DET,2024
38,"Wed, Jan 10, 2024",7:00p,,Box Score,,San Antonio Spurs,L,,108,130,3,35,L 6,17833,2:05,,DET,2024
39,"Fri, Jan 12, 2024",7:30p,,Box Score,,Houston Rockets,L,,110,112,3,36,L 7,13987,2:10,,DET,2024
40,"Mon, Jan 15, 2024",3:00p,,Box Score,@,Washington Wizards,W,,129,117,4,36,W 1,15156,2:06,,DET,2024
41,"Wed, Jan 17, 2024",7:00p,,Box Score,,Minnesota Timberwolves,L,,117,124,4,37,L 1,16022,2:07,,DET,2024
42,"Sat, Jan 20, 2024",3:00p,,Box Score,,Milwaukee Bucks,L,,135,141,4,38,L 2,19996,2:27,,DET,2024
43,"Mon, Jan 22, 2024",7:00p,,Box Score,,Milwaukee Bucks,L,,113,122,4,39,L 3,17201,2:19,,DET,2024
44,"Wed, Jan 24, 2024",7:00p,,Box Score,,Charlotte Hornets,W,,113,106,5,39,W 1,15020,2:10,,DET,2024
45,"Sat, Jan 27, 2024",12:00p,,Box Score,,Washington Wizards,L,,104,118,5,40,L 1,16922,2:08,,DET,2024
46,"Sun, Jan 28, 2024",2:00p,,Box Score,,Oklahoma City Thunder,W,,120,104,6,40,W 1,16861,1:56,,DET,2024
47,"Wed, Jan 31, 2024",7:00p,,Box Score,@,Cleveland Cavaliers,L,,121,128,6,41,L 1,19432,2:13,,DET,2024
48,"Fri, Feb 2, 2024",7:00p,,Box Score,,Los Angeles Clippers,L,,125,136,6,42,L 2,19122,,,DET,2024
49,"Sun, Feb 4, 2024",3:00p,,Box Score,,Orlando Magic,L,,99,111,6,43,L 3,17982,2:08,,DET,2024
50,"Wed, Feb 7, 2024",10:00p,,Box Score,@,Sacramento Kings,W,,133,120,7,43,W 1,17832,2:09,,DET,2024
51,"Thu, Feb 8, 2024",10:00p,,Box Score,@,Portland Trail Blazers,W,OT,128,122,8,43,W 2,18125,2:39,,DET,2024
52,"Sat, Feb 10, 2024",3:30p,,Box Score,@,Los Angeles Clippers,L,,106,112,8,44,L 1,19370,2:13,,DET,2024
53,"Tue, Feb 13, 2024",10:30p,,Box Score,@,Los Angeles Lakers,L,,111,125,8,45,L 2,18997,2:07,,DET,2024
