Rk,Unnamed: 1,Salary,Team,Season
1,James Harden,"$44,310,840",PHI,2022
2,Tobias Harris,"$35,995,950",PHI,2022
3,Joel Embiid,"$31,579,390",PHI,2022
4,Danny Green,"$10,000,000",PHI,2022
5,Furkan Korkmaz,"$4,629,630",PHI,2022
6,Georges Niang,"$3,300,000",PHI,2022
7,Matisse Thybulle,"$2,840,160",PHI,2022
8,Paul Millsap,"$2,641,691",PHI,2022
9,Tyrese Maxey,"$2,602,920",PHI,2022
10,Jaden Springer,"$2,023,680",PHI,2022
11,Shake Milton,"$1,846,738",PHI,2022
12,Paul Reed,"$1,517,981",PHI,2022
13,Isaiah Joe,"$1,517,981",PHI,2022
14,George Hill,"$1,275,491",PHI,2022
15,Charles Bassey,"$925,258",PHI,2022
16,DeAndre Jordan,"$592,103",PHI,2022
17,Tyler Johnson,"$128,709",PHI,2022
18,Willie Cauley-Stein,"$120,083",PHI,2022
19,Charlie Brown,"$95,930",PHI,2022
20,Braxton Key,"$53,176",PHI,2022
21,Grant Riller,$0,PHI,2022
22,Myles Powell,$0,PHI,2022
23,Aaron Henry,$0,PHI,2022
24,Rayjon Tucker,$0,PHI,2022
