Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Team,Season
1.0,Ja Morant,22.0,PG,57,57,33.1,10.2,20.6,0.493,1.5,4.5,0.344,8.6,16.2,0.534,0.53,5.5,7.3,0.761,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,"MVP-7,MIP-1,AS,NBA2",MEM,2022
2.0,Desmond Bane,23.0,SG,76,76,29.8,6.7,14.5,0.461,3.0,6.9,0.436,3.7,7.6,0.484,0.565,1.8,2.0,0.903,0.6,3.8,4.4,2.7,1.2,0.4,1.5,2.6,18.2,,MEM,2022
3.0,Dillon Brooks,26.0,SF,32,31,27.7,7.1,16.4,0.432,1.4,4.7,0.309,5.7,11.8,0.48,0.475,2.8,3.3,0.849,0.9,2.3,3.2,2.8,1.1,0.3,1.6,3.3,18.4,,MEM,2022
4.0,Jaren Jackson Jr.,22.0,PF,78,78,27.3,5.5,13.3,0.415,1.6,5.1,0.319,3.9,8.1,0.476,0.477,3.6,4.4,0.823,1.5,4.3,5.8,1.1,0.9,2.3,1.7,3.5,16.3,"DPOY-5,DEF1",MEM,2022
5.0,Steven Adams,28.0,C,76,75,26.3,2.8,5.1,0.547,0.0,0.0,0.0,2.8,5.0,0.548,0.547,1.4,2.6,0.543,4.6,5.4,10.0,3.4,0.9,0.8,1.5,2.0,6.9,,MEM,2022
6.0,De'Anthony Melton,23.0,SG,73,15,22.7,3.8,9.5,0.404,1.9,5.1,0.374,1.9,4.4,0.44,0.504,1.2,1.6,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8,6MOY-8,MEM,2022
7.0,Ziaire Williams,20.0,SF,62,31,21.7,3.1,6.8,0.45,1.2,3.9,0.314,1.9,2.9,0.632,0.54,0.7,0.9,0.782,0.4,1.7,2.1,1.0,0.6,0.2,0.7,1.8,8.1,,MEM,2022
8.0,Kyle Anderson,28.0,PF,69,11,21.5,3.0,6.8,0.446,0.5,1.6,0.33,2.5,5.2,0.481,0.484,1.0,1.5,0.638,1.0,4.3,5.3,2.7,1.1,0.7,1.0,1.6,7.6,,MEM,2022
9.0,Tyus Jones,25.0,PG,73,23,21.2,3.4,7.6,0.451,1.1,2.8,0.39,2.3,4.8,0.487,0.524,0.7,0.9,0.818,0.2,2.2,2.4,4.4,0.9,0.0,0.6,0.4,8.7,6MOY-11,MEM,2022
10.0,Brandon Clarke,25.0,PF,64,1,19.5,4.5,7.0,0.644,0.1,0.3,0.227,4.4,6.6,0.666,0.65,1.3,2.0,0.654,2.1,3.2,5.3,1.3,0.6,1.1,0.5,1.9,10.4,6MOY-11,MEM,2022
11.0,John Konchar,25.0,SG,72,7,17.9,1.9,3.6,0.515,0.7,1.8,0.413,1.2,1.9,0.61,0.615,0.4,0.7,0.551,1.2,3.4,4.6,1.5,0.6,0.3,0.4,1.3,4.8,,MEM,2022
12.0,Xavier Tillman Sr.,23.0,PF,53,2,13.2,1.8,4.1,0.454,0.2,0.9,0.204,1.7,3.2,0.527,0.477,0.9,1.3,0.648,1.2,1.8,3.0,1.2,0.9,0.3,0.6,1.2,4.8,,MEM,2022
13.0,Killian Tillie,23.0,C,36,3,12.8,1.2,3.5,0.339,0.8,2.4,0.314,0.4,1.1,0.39,0.445,0.1,0.2,0.625,0.6,1.1,1.7,0.6,0.6,0.4,0.4,1.6,3.3,,MEM,2022
14.0,Santi Aldama,21.0,PF,32,0,11.3,1.7,4.1,0.402,0.2,1.5,0.125,1.5,2.6,0.56,0.424,0.6,1.0,0.625,1.0,1.7,2.7,0.7,0.2,0.3,0.5,1.1,4.1,,MEM,2022
15.0,Sam Merrill,25.0,SG,6,0,9.7,1.3,4.0,0.333,1.2,3.8,0.304,0.2,0.2,1.0,0.479,0.3,0.7,0.5,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2,,MEM,2022
16.0,Jarrett Culver,22.0,SG,37,0,9.1,1.4,3.6,0.378,0.3,1.3,0.255,1.1,2.4,0.443,0.422,0.4,0.9,0.471,0.4,0.9,1.3,0.9,0.5,0.1,0.5,1.1,3.5,,MEM,2022
17.0,Yves Pons,22.0,SF,12,0,5.9,0.4,1.3,0.313,0.3,0.8,0.333,0.2,0.6,0.286,0.406,0.0,0.2,0.0,0.4,0.6,1.0,0.1,0.1,0.3,0.1,0.5,1.1,,MEM,2022
18.0,Shaq Buchanan,25.0,SG,2,0,5.0,0.5,2.0,0.25,0.0,1.0,0.0,0.5,1.0,0.5,0.25,0.0,0.0,,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0,,MEM,2022
19.0,Xavier Sneed,24.0,SF,2,0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,MEM,2022
20.0,DaQuan Jeffries,24.0,SG,3,0,3.0,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.5,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.3,0.7,,MEM,2022
21.0,Dakota Mathias,26.0,SG,6,0,2.7,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,,0.5,0.0,0.0,,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.2,1.0,,MEM,2022
22.0,Jon Teske,24.0,C,3,0,2.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0,,MEM,2022
23.0,Tyrell Terry,21.0,PG,2,0,1.5,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,,MEM,2022
