Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,47,35,48,34,2.93,0.06,2.99,117.8,114.8,97.1,0.285,0.4,0.541,11.4,28.3,0.217,0.536,11.4,77.1,0.21,Madison Square Garden (IV),795110,NYK,2023
Lg Rank,8,23,7,7,7.0,12.0,7.0,3.0,19.0,25.0,8.0,10.0,20.0,5.0,2.0,11.0,8.0,25.0,9.0,15.0,,6,NYK,2023
