No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
51,Ryan Arcidiacono,PG,6-3,195,"March 26, 1994",us US,5,Villanova,POR,2023
4,Greg Brown III,PF,6-7,206,"September 1, 2001",us US,1,Texas,POR,2023
21,John Butler,C,7-0,190,"December 4, 2002",us US,R,Florida State,POR,2023
50,Chance Comanche,C,6-10,210,"April 14, 1996",us US,R,Arizona,POR,2023
24,Drew Eubanks,C,6-10,245,"February 1, 1997",us US,4,Oregon State,POR,2023
9,Jerami Grant,PF,6-7,213,"March 12, 1994",us US,8,Syracuse,POR,2023
0,Shaquille Harrison,SG,6-4,195,"October 6, 1993",us US,5,Tulsa,POR,2023
11,Josh Hart,SF,6-5,215,"March 6, 1995",us US,5,Villanova,POR,2023
6,Keon Johnson,SG,6-5,185,"March 10, 2002",us US,1,Tennessee,POR,2023
11,Kevin Knox,PF,6-8,215,"August 11, 1999",us US,4,Kentucky,POR,2023
0,Damian Lillard,PG,6-2,200,"July 15, 1990",us US,10,Weber State,POR,2023
10,Nassir Little,SF,6-6,220,"February 11, 2000",us US,3,UNC,POR,2023
8,Skylar Mays,PG,6-4,205,"September 5, 1997",us US,2,LSU,POR,2023
35,Justin Minaya,SF,6-5,205,"March 26, 1999",us US,R,"South Carolina, Providence",POR,2023
27,Jusuf NurkiÄ,C,6-11,290,"August 23, 1994",ba BA,8,,POR,2023
0,Gary Payton II,SG,6-2,195,"December 1, 1992",us US,6,Oregon State,POR,2023
5,Cam Reddish,SF,6-7,230,"September 1, 1999",us US,3,Duke,POR,2023
17,Shaedon Sharpe,SG,6-5,210,"May 30, 2003",ca CA,R,Kentucky,POR,2023
1,Anfernee Simons,SG,6-3,200,"June 8, 1999",us US,4,,POR,2023
4,Matisse Thybulle,SG,6-5,202,"March 4, 1997",us US,3,Washington,POR,2023
34,Jabari Walker,PF,6-7,237,"July 30, 2002",us US,R,Colorado,POR,2023
2,Trendon Watford,PF,6-8,237,"November 9, 2000",us US,1,LSU,POR,2023
23,Nate Williams,SG,6-5,205,"February 12, 1999",us US,R,Buffalo,POR,2023
26,Justise Winslow,PF,6-6,222,"March 26, 1996",us US,7,Duke,POR,2023
