Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,56,26,55,27,5.68,-0.32,5.37,114.6,109.0,100.3,0.245,0.346,0.522,11.2,30.0,0.18,0.523,13.3,77.8,0.195,FedEx Forum,646785,MEM,2022
Lg Rank,2,29,5,5,4.0,28.0,5.0,5.0,4.0,3.0,19.0,28.0,23.0,4.0,1.0,23.0,10.0,4.0,10.0,15.0,,21,MEM,2022
