Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,37,45,42,40,0.56,-0.45,0.11,113.5,112.9,96.2,0.232,0.429,0.544,12.4,22.3,0.183,0.543,12.5,75.8,0.157,Kaseya Center,808337,MIA,2025
Lg Rank,20,11,15,15,15.0,25.0,16.0,21.0,9.0,28.0,24.0,12.0,19.0,12.0,27.0,22.0,17.0,17.0,10.0,2.0,,5,MIA,2025
