Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,36,46,34,48,-3.0,0.45,-2.55,116.2,119.3,97.1,0.241,0.44,0.561,12.8,22.6,0.195,0.552,10.9,74.1,0.191,Footprint Center,699911,PHO,2025
Lg Rank,21,9,22,22,23.0,5.0,22.0,10.0,28.0,25.0,19.0,9.0,6.0,18.0,26.0,12.0,24.0,28.0,23.0,19.0,,23,PHO,2025
