G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 25, 2023",7:30p,,Box Score,@,Toronto Raptors,L,,94,97,0,1,L 1,19800,2:10,,MIN,2024
2,"Sat, Oct 28, 2023",8:00p,,Box Score,,Miami Heat,W,,106,90,1,1,W 1,18024,2:05,,MIN,2024
3,"Mon, Oct 30, 2023",7:30p,,Box Score,@,Atlanta Hawks,L,,113,127,1,2,L 1,15504,2:05,,MIN,2024
4,"Wed, Nov 1, 2023",8:00p,,Box Score,,Denver Nuggets,W,,110,89,2,2,W 1,18024,2:10,,MIN,2024
5,"Sat, Nov 4, 2023",8:00p,,Box Score,,Utah Jazz,W,,123,95,3,2,W 2,18024,2:10,,MIN,2024
6,"Mon, Nov 6, 2023",8:00p,,Box Score,,Boston Celtics,W,OT,114,109,4,2,W 3,18024,2:40,,MIN,2024
7,"Wed, Nov 8, 2023",8:00p,,Box Score,,New Orleans Pelicans,W,,122,101,5,2,W 4,18024,2:07,,MIN,2024
8,"Fri, Nov 10, 2023",8:00p,,Box Score,@,San Antonio Spurs,W,,117,110,6,2,W 5,18354,2:17,In-Season Tournament,MIN,2024
9,"Sun, Nov 12, 2023",8:30p,,Box Score,@,Golden State Warriors,W,,116,110,7,2,W 6,18064,2:25,,MIN,2024
10,"Tue, Nov 14, 2023",10:00p,,Box Score,@,Golden State Warriors,W,,104,101,8,2,W 7,18064,2:24,In-Season Tournament,MIN,2024
11,"Wed, Nov 15, 2023",9:00p,,Box Score,@,Phoenix Suns,L,,115,133,8,3,L 1,17071,2:07,,MIN,2024
12,"Sat, Nov 18, 2023",7:00p,,Box Score,@,New Orleans Pelicans,W,,121,120,9,3,W 1,15536,2:21,,MIN,2024
13,"Mon, Nov 20, 2023",8:00p,,Box Score,,New York Knicks,W,,117,100,10,3,W 2,18024,2:19,,MIN,2024
14,"Wed, Nov 22, 2023",8:00p,,Box Score,,Philadelphia 76ers,W,,112,99,11,3,W 3,18024,2:09,,MIN,2024
15,"Fri, Nov 24, 2023",8:00p,,Box Score,,Sacramento Kings,L,,111,124,11,4,L 1,18024,2:11,In-Season Tournament,MIN,2024
16,"Sun, Nov 26, 2023",6:00p,,Box Score,@,Memphis Grizzlies,W,,119,97,12,4,W 1,15764,2:15,,MIN,2024
17,"Tue, Nov 28, 2023",8:00p,,Box Score,,Oklahoma City Thunder,W,,106,103,13,4,W 2,18024,2:20,In-Season Tournament,MIN,2024
18,"Thu, Nov 30, 2023",8:00p,,Box Score,,Utah Jazz,W,,101,90,14,4,W 3,18024,2:03,,MIN,2024
19,"Sat, Dec 2, 2023",5:00p,,Box Score,@,Charlotte Hornets,W,,123,117,15,4,W 4,17731,2:16,,MIN,2024
20,"Wed, Dec 6, 2023",7:30p,,Box Score,,San Antonio Spurs,W,,102,94,16,4,W 5,18024,2:15,,MIN,2024
21,"Fri, Dec 8, 2023",8:00p,,Box Score,@,Memphis Grizzlies,W,,127,103,17,4,W 6,15577,2:11,,MIN,2024
22,"Mon, Dec 11, 2023",8:00p,,Box Score,@,New Orleans Pelicans,L,,107,121,17,5,L 1,16487,2:19,,MIN,2024
23,"Thu, Dec 14, 2023",8:30p,,Box Score,@,Dallas Mavericks,W,,119,101,18,5,W 1,20177,2:12,,MIN,2024
24,"Sat, Dec 16, 2023",8:00p,,Box Score,,Indiana Pacers,W,,127,109,19,5,W 2,18024,2:10,,MIN,2024
25,"Mon, Dec 18, 2023",7:30p,,Box Score,@,Miami Heat,W,,112,108,20,5,W 3,19819,2:11,,MIN,2024
26,"Wed, Dec 20, 2023",7:00p,,Box Score,@,Philadelphia 76ers,L,,113,127,20,6,L 1,20365,2:23,,MIN,2024
27,"Thu, Dec 21, 2023",9:00p,,Box Score,,Los Angeles Lakers,W,,118,111,21,6,W 1,18024,2:17,,MIN,2024
28,"Sat, Dec 23, 2023",10:00p,,Box Score,@,Sacramento Kings,W,,110,98,22,6,W 2,17983,2:05,,MIN,2024
29,"Tue, Dec 26, 2023",8:00p,,Box Score,@,Oklahoma City Thunder,L,,106,129,22,7,L 1,18203,2:14,,MIN,2024
30,"Thu, Dec 28, 2023",8:00p,,Box Score,,Dallas Mavericks,W,,118,110,23,7,W 1,18024,2:24,,MIN,2024
31,"Sat, Dec 30, 2023",8:00p,,Box Score,,Los Angeles Lakers,W,,108,106,24,7,W 2,18024,2:29,,MIN,2024
32,"Mon, Jan 1, 2024",3:00p,,Box Score,@,New York Knicks,L,,106,112,24,8,L 1,19812,2:28,,MIN,2024
33,"Wed, Jan 3, 2024",8:00p,,Box Score,,New Orleans Pelicans,L,,106,117,24,9,L 2,18024,2:11,,MIN,2024
34,"Fri, Jan 5, 2024",8:00p,,Box Score,@,Houston Rockets,W,,122,95,25,9,W 1,18055,2:04,,MIN,2024
35,"Sun, Jan 7, 2024",7:30p,,Box Score,@,Dallas Mavericks,L,,108,115,25,10,L 1,20111,2:17,,MIN,2024
36,"Tue, Jan 9, 2024",7:00p,,Box Score,@,Orlando Magic,W,,113,92,26,10,W 1,19223,2:07,,MIN,2024
37,"Wed, Jan 10, 2024",7:00p,,Box Score,@,Boston Celtics,L,OT,120,127,26,11,L 1,19156,2:37,,MIN,2024
38,"Fri, Jan 12, 2024",8:00p,,Box Score,,Portland Trail Blazers,W,,116,93,27,11,W 1,18024,2:12,,MIN,2024
39,"Sun, Jan 14, 2024",7:00p,,Box Score,,Los Angeles Clippers,W,,109,105,28,11,W 2,18024,2:26,,MIN,2024
40,"Wed, Jan 17, 2024",7:00p,,Box Score,@,Detroit Pistons,W,,124,117,29,11,W 3,16022,2:07,,MIN,2024
41,"Thu, Jan 18, 2024",10:00p,,Box Score,,Memphis Grizzlies,W,,118,103,30,11,W 4,18024,2:15,,MIN,2024
42,"Sat, Jan 20, 2024",8:00p,,Box Score,,Oklahoma City Thunder,L,,97,102,30,12,L 1,18024,2:24,,MIN,2024
43,"Mon, Jan 22, 2024",8:00p,,Box Score,,Charlotte Hornets,L,,125,128,30,13,L 2,18024,2:11,,MIN,2024
44,"Wed, Jan 24, 2024",7:00p,,Box Score,@,Washington Wizards,W,,118,107,31,13,W 1,15446,2:20,,MIN,2024
45,"Thu, Jan 25, 2024",7:30p,,Box Score,@,Brooklyn Nets,W,,96,94,32,13,W 2,17732,2:15,,MIN,2024
46,"Sat, Jan 27, 2024",8:30p,,Box Score,@,San Antonio Spurs,L,,112,113,32,14,L 1,17726,2:04,,MIN,2024
