G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Dec 23, 2020",10:30p,,Box Score,,Dallas Mavericks,W,,106,102,1,0,W 1,,2:25,,PHO,2021
2,"Sat, Dec 26, 2020",10:00p,,Box Score,@,Sacramento Kings,L,,103,106,1,1,L 1,,2:13,,PHO,2021
3,"Sun, Dec 27, 2020",9:00p,,Box Score,@,Sacramento Kings,W,,116,100,2,1,W 1,,2:04,,PHO,2021
4,"Tue, Dec 29, 2020",10:00p,,Box Score,,New Orleans Pelicans,W,,111,86,3,1,W 2,,2:09,,PHO,2021
5,"Thu, Dec 31, 2020",9:00p,,Box Score,@,Utah Jazz,W,,106,95,4,1,W 3,1932,2:07,,PHO,2021
6,"Fri, Jan 1, 2021",9:00p,,Box Score,@,Denver Nuggets,W,,106,103,5,1,W 4,,2:21,,PHO,2021
7,"Sun, Jan 3, 2021",8:00p,,Box Score,,Los Angeles Clippers,L,,107,112,5,2,L 1,,2:13,,PHO,2021
8,"Wed, Jan 6, 2021",9:00p,,Box Score,,Toronto Raptors,W,,123,115,6,2,W 1,,2:19,,PHO,2021
9,"Fri, Jan 8, 2021",7:00p,,Box Score,@,Detroit Pistons,L,OT,105,110,6,3,L 1,,2:35,,PHO,2021
10,"Sat, Jan 9, 2021",7:00p,,Box Score,@,Indiana Pacers,W,,125,117,7,3,W 1,,2:07,,PHO,2021
11,"Mon, Jan 11, 2021",7:00p,,Box Score,@,Washington Wizards,L,,107,128,7,4,L 1,,2:12,,PHO,2021
12,"Mon, Jan 18, 2021",5:00p,,Box Score,@,Memphis Grizzlies,L,,104,108,7,5,L 2,204,2:18,,PHO,2021
13,"Wed, Jan 20, 2021",9:30p,,Box Score,@,Houston Rockets,W,,109,103,8,5,W 1,3022,2:22,,PHO,2021
14,"Fri, Jan 22, 2021",10:00p,,Box Score,,Denver Nuggets,L,OT,126,130,8,6,L 1,,2:24,,PHO,2021
15,"Sat, Jan 23, 2021",9:00p,,Box Score,,Denver Nuggets,L,2OT,112,120,8,7,L 2,,2:47,,PHO,2021
16,"Wed, Jan 27, 2021",9:00p,,Box Score,,Oklahoma City Thunder,L,,97,102,8,8,L 3,,2:01,,PHO,2021
17,"Thu, Jan 28, 2021",10:00p,,Box Score,,Golden State Warriors,W,,114,93,9,8,W 1,,2:05,,PHO,2021
18,"Sat, Jan 30, 2021",9:00p,,Box Score,@,Dallas Mavericks,W,,111,105,10,8,W 2,,2:12,,PHO,2021
19,"Mon, Feb 1, 2021",8:30p,,Box Score,@,Dallas Mavericks,W,,109,108,11,8,W 3,,2:13,,PHO,2021
20,"Wed, Feb 3, 2021",9:30p,,Box Score,@,New Orleans Pelicans,L,,101,123,11,9,L 1,1440,2:14,,PHO,2021
21,"Fri, Feb 5, 2021",9:00p,,Box Score,,Detroit Pistons,W,,109,92,12,9,W 1,,2:18,,PHO,2021
22,"Sun, Feb 7, 2021",2:00p,,Box Score,,Boston Celtics,W,,100,91,13,9,W 2,1493,2:00,,PHO,2021
23,"Mon, Feb 8, 2021",9:00p,,Box Score,,Cleveland Cavaliers,W,,119,113,14,9,W 3,1485,2:13,,PHO,2021
24,"Wed, Feb 10, 2021",10:00p,,Box Score,,Milwaukee Bucks,W,,125,124,15,9,W 4,1491,2:22,,PHO,2021
25,"Sat, Feb 13, 2021",3:00p,,Box Score,,Philadelphia 76ers,W,,120,111,16,9,W 5,1652,2:13,,PHO,2021
26,"Sun, Feb 14, 2021",9:00p,,Box Score,,Orlando Magic,W,,109,90,17,9,W 6,1732,1:54,,PHO,2021
27,"Tue, Feb 16, 2021",10:30p,,Box Score,,Brooklyn Nets,L,,124,128,17,10,L 1,3181,2:08,,PHO,2021
28,"Fri, Feb 19, 2021",8:00p,,Box Score,@,New Orleans Pelicans,W,,132,114,18,10,W 1,1940,2:05,,PHO,2021
29,"Sat, Feb 20, 2021",9:00p,,Box Score,@,Memphis Grizzlies,W,,128,97,19,10,W 2,1994,1:57,,PHO,2021
30,"Mon, Feb 22, 2021",9:00p,,Box Score,,Portland Trail Blazers,W,,132,100,20,10,W 3,3213,2:01,,PHO,2021
31,"Wed, Feb 24, 2021",9:00p,,Box Score,,Charlotte Hornets,L,,121,124,20,11,L 1,3296,2:25,,PHO,2021
32,"Fri, Feb 26, 2021",8:00p,,Box Score,@,Chicago Bulls,W,,106,97,21,11,W 1,,1:59,,PHO,2021
33,"Sun, Feb 28, 2021",9:00p,,Box Score,@,Minnesota Timberwolves,W,,118,99,22,11,W 2,,2:10,,PHO,2021
34,"Tue, Mar 2, 2021",10:00p,,Box Score,@,Los Angeles Lakers,W,,114,104,23,11,W 3,,2:26,,PHO,2021
35,"Thu, Mar 4, 2021",10:00p,,Box Score,,Golden State Warriors,W,,120,98,24,11,W 4,3233,1:59,,PHO,2021
36,"Thu, Mar 11, 2021",10:00p,,Box Score,@,Portland Trail Blazers,W,,127,121,25,11,W 5,,2:06,,PHO,2021
37,"Sat, Mar 13, 2021",10:00p,,Box Score,,Indiana Pacers,L,,111,122,25,12,L 1,3166,2:03,,PHO,2021
38,"Mon, Mar 15, 2021",10:00p,,Box Score,,Memphis Grizzlies,W,,122,99,26,12,W 1,3188,2:01,,PHO,2021
39,"Thu, Mar 18, 2021",10:00p,,Box Score,,Minnesota Timberwolves,L,,119,123,26,13,L 1,3172,2:16,,PHO,2021
40,"Fri, Mar 19, 2021",10:00p,,Box Score,,Minnesota Timberwolves,W,,113,101,27,13,W 1,3124,,,PHO,2021
41,"Sun, Mar 21, 2021",10:00p,,Box Score,,Los Angeles Lakers,W,,111,94,28,13,W 2,3190,2:14,,PHO,2021
42,"Tue, Mar 23, 2021",8:00p,,Box Score,@,Miami Heat,W,,110,100,29,13,W 3,,2:02,,PHO,2021
43,"Wed, Mar 24, 2021",8:00p,,Box Score,@,Orlando Magic,L,,111,112,29,14,L 1,3891,2:05,,PHO,2021
44,"Fri, Mar 26, 2021",7:30p,,Box Score,@,Toronto Raptors,W,,104,100,30,14,W 1,,2:04,,PHO,2021
45,"Sun, Mar 28, 2021",1:00p,,Box Score,@,Charlotte Hornets,W,OT,101,97,31,14,W 2,3850,2:37,,PHO,2021
46,"Tue, Mar 30, 2021",10:00p,,Box Score,,Atlanta Hawks,W,,117,110,32,14,W 3,3173,2:08,,PHO,2021
47,"Wed, Mar 31, 2021",10:00p,,Box Score,,Chicago Bulls,W,,121,116,33,14,W 4,3459,2:08,,PHO,2021
48,"Fri, Apr 2, 2021",10:00p,,Box Score,,Oklahoma City Thunder,W,,140,103,34,14,W 5,3422,2:01,,PHO,2021
49,"Mon, Apr 5, 2021",8:00p,,Box Score,@,Houston Rockets,W,,133,130,35,14,W 6,3093,2:21,,PHO,2021
50,"Wed, Apr 7, 2021",10:00p,,Box Score,,Utah Jazz,W,OT,117,113,36,14,W 7,5110,2:30,,PHO,2021
51,"Thu, Apr 8, 2021",10:00p,,Box Score,@,Los Angeles Clippers,L,,103,113,36,15,L 1,,2:24,,PHO,2021
52,"Sat, Apr 10, 2021",10:00p,,Box Score,,Washington Wizards,W,,134,106,37,15,W 1,5028,2:00,,PHO,2021
53,"Mon, Apr 12, 2021",10:00p,,Box Score,,Houston Rockets,W,,126,120,38,15,W 2,4145,2:03,,PHO,2021
54,"Tue, Apr 13, 2021",10:00p,,Box Score,,Miami Heat,W,,106,86,39,15,W 3,5024,2:05,,PHO,2021
55,"Thu, Apr 15, 2021",10:00p,,Box Score,,Sacramento Kings,W,,122,114,40,15,W 4,4568,2:07,,PHO,2021
56,"Sat, Apr 17, 2021",10:00p,,Box Score,,San Antonio Spurs,L,,85,111,40,16,L 1,5078,2:01,,PHO,2021
57,"Mon, Apr 19, 2021",8:00p,,Box Score,@,Milwaukee Bucks,W,OT,128,127,41,16,W 1,3280,2:28,,PHO,2021
58,"Wed, Apr 21, 2021",7:00p,,Box Score,@,Philadelphia 76ers,W,,116,113,42,16,W 2,4094,2:18,,PHO,2021
59,"Thu, Apr 22, 2021",7:00p,,Box Score,@,Boston Celtics,L,,86,99,42,17,L 1,2298,2:06,,PHO,2021
60,"Sun, Apr 25, 2021",3:30p,,Box Score,@,Brooklyn Nets,L,,119,128,42,18,L 2,1773,2:17,,PHO,2021
61,"Mon, Apr 26, 2021",7:30p,,Box Score,@,New York Knicks,W,,118,110,43,18,W 1,1981,2:04,,PHO,2021
62,"Wed, Apr 28, 2021",10:00p,,Box Score,,Los Angeles Clippers,W,,109,101,44,18,W 2,5917,2:02,,PHO,2021
63,"Fri, Apr 30, 2021",10:00p,,Box Score,,Utah Jazz,W,,121,100,45,18,W 3,6065,1:59,,PHO,2021
64,"Sun, May 2, 2021",8:00p,,Box Score,@,Oklahoma City Thunder,W,,123,120,46,18,W 4,,2:11,,PHO,2021
65,"Tue, May 4, 2021",7:00p,,Box Score,@,Cleveland Cavaliers,W,OT,134,118,47,18,W 5,4148,2:25,,PHO,2021
66,"Wed, May 5, 2021",8:00p,,Box Score,@,Atlanta Hawks,L,,103,135,47,19,L 1,3205,2:04,,PHO,2021
67,"Fri, May 7, 2021",10:00p,,Box Score,,New York Knicks,W,,128,105,48,19,W 1,8063,2:16,,PHO,2021
