Rk,Unnamed: 1,Salary,Team,Season
1,Jalen Brunson,"$27,733,332",NYK,2023
2,Julius Randle,"$23,760,000",NYK,2023
3,Evan Fournier,"$18,000,000",NYK,2023
4,Mitchell Robinson,"$17,045,454",NYK,2023
5,Derrick Rose,"$14,520,730",NYK,2023
6,Josh Hart,"$12,960,000",NYK,2023
7,RJ Barrett,"$10,900,635",NYK,2023
8,Isaiah Hartenstein,"$7,804,879",NYK,2023
9,Obi Toppin,"$5,348,280",NYK,2023
10,Immanuel Quickley,"$2,316,240",NYK,2023
11,Quentin Grimes,"$2,277,000",NYK,2023
12,Jericho Sims,"$1,639,842",NYK,2023
13,Miles McBride,"$1,563,518",NYK,2023
14,Isaiah Roby,"$400,000",NYK,2023
15,DaQuan Jeffries,"$300,000",NYK,2023
16,DaQuan Jeffries,"$105,522",NYK,2023
17,DaQuan Jeffries,"$105,522",NYK,2023
18,Trevor Keels,"$58,493",NYK,2023
19,Trevor Keels,,NYK,2023
20,Feron Hunt,,NYK,2023
21,DaQuan Jeffries,,NYK,2023
22,Duane Washington,,NYK,2023
23,Moses Brown,,NYK,2023
24,Trevor Keels,,NYK,2023
