Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Team,Season
1.0,Shai Gilgeous-Alexander,22.0,SG,35,35,33.7,8.2,16.1,0.508,2.0,4.9,0.418,6.2,11.3,0.547,0.571,5.3,6.5,0.808,0.5,4.2,4.7,5.9,0.8,0.7,3.0,2.0,23.7,,OKC,2021
2.0,Darius Bazley,20.0,PF,55,55,31.2,5.0,12.5,0.396,1.5,5.2,0.29,3.5,7.3,0.47,0.456,2.3,3.2,0.702,0.9,6.3,7.2,1.8,0.5,0.5,2.2,1.1,13.7,,OKC,2021
3.0,Luguentz Dort,21.0,SG,52,52,29.7,4.8,12.3,0.387,2.2,6.3,0.343,2.6,6.0,0.432,0.475,2.3,3.2,0.744,0.7,2.9,3.6,1.7,0.9,0.4,1.5,2.6,14.0,,OKC,2021
4.0,Al Horford,34.0,C,28,28,27.9,5.8,12.9,0.45,2.0,5.4,0.368,3.8,7.4,0.51,0.528,0.6,0.8,0.818,1.0,5.7,6.7,3.4,0.9,0.9,1.0,1.7,14.2,,OKC,2021
5.0,Th̩o Maledon,19.0,PG,65,49,27.4,3.5,9.4,0.368,1.6,4.8,0.335,1.9,4.6,0.402,0.454,1.6,2.1,0.748,0.4,2.9,3.2,3.5,0.9,0.2,2.2,1.9,10.1,,OKC,2021
6.0,George Hill,34.0,PG,14,14,26.4,4.4,8.6,0.508,1.6,4.1,0.386,2.8,4.5,0.619,0.6,1.5,1.8,0.84,0.6,1.5,2.1,3.1,0.9,0.1,0.9,0.9,11.8,,OKC,2021
7.0,Aleksej Pokusevski,19.0,PF,45,28,24.2,3.1,9.1,0.341,1.3,4.6,0.28,1.8,4.5,0.403,0.412,0.7,0.9,0.738,0.7,4.0,4.7,2.2,0.4,0.9,2.2,1.3,8.2,,OKC,2021
8.0,Ty Jerome,23.0,SG,33,1,23.9,3.9,8.7,0.446,2.2,5.1,0.423,1.7,3.6,0.479,0.57,0.8,1.0,0.765,0.3,2.5,2.8,3.6,0.6,0.2,1.4,1.8,10.7,,OKC,2021
9.0,Hamidou Diallo,22.0,SG,32,5,23.8,4.5,9.3,0.481,0.4,1.3,0.293,4.1,8.0,0.512,0.502,2.6,4.1,0.629,1.2,4.0,5.2,2.4,1.0,0.4,1.5,2.6,11.9,,OKC,2021
10.0,Isaiah Roby,22.0,PF,61,34,23.4,3.4,7.0,0.483,0.5,1.8,0.294,2.9,5.2,0.547,0.52,1.4,1.9,0.744,1.5,4.1,5.6,1.8,0.9,0.6,1.9,2.7,8.7,,OKC,2021
