Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Th̩o Maledon,19.0,PG,65,49,1778,99,1,0,0,0,-17.1,-12.8,76,33,54,6,61,4,560,14,19,,OKC,2021
2.0,Darius Bazley,20.0,PF,55,55,1714,0,4,24,68,4,-13.4,-5.1,52,47,34,10,89,4,245,17,53,,OKC,2021
3.0,Luguentz Dort,21.0,SG,52,52,1543,28,71,1,0,0,-7.7,5.6,31,23,50,17,78,57,218,17,48,,OKC,2021
4.0,Kenrich Williams,26.0,PF,66,13,1426,2,9,59,29,1,-6.2,7.8,35,26,71,12,32,15,367,7,25,,OKC,2021
5.0,Isaiah Roby,22.0,PF,61,34,1425,0,0,24,46,30,-14.5,-6.1,44,39,89,18,53,8,253,10,38,,OKC,2021
6.0,Shai Gilgeous-Alexander,22.0,SG,35,35,1180,7,31,62,1,0,-7.9,4.4,59,31,29,7,87,4,523,21,40,,OKC,2021
7.0,Aleksej Pokusevski,19.0,PF,45,28,1090,0,0,1,82,17,-17.3,-9.6,48,29,45,4,18,1,232,2,10,,OKC,2021
8.0,Moses Brown,21.0,C,43,32,920,0,0,0,0,100,-19.1,-11.3,5,14,55,11,61,2,23,14,28,,OKC,2021
9.0,Ty Jerome,23.0,SG,33,1,788,47,48,5,0,0,-8.9,2.5,27,7,33,3,14,4,290,1,10,,OKC,2021
10.0,Al Horford,34.0,C,28,28,782,0,0,0,5,95,-6.0,6.2,11,6,28,6,10,1,228,6,10,,OKC,2021
11.0,Hamidou Diallo,22.0,SG,32,5,761,18,52,26,4,0,-5.6,6.7,20,10,36,11,67,6,193,16,22,,OKC,2021
12.0,Svi Mykhailiuk,23.0,SF,30,9,690,9,71,20,0,0,-13.8,-3.7,21,20,14,4,9,3,129,2,20,,OKC,2021
13.0,Mike Muscala,29.0,C,35,0,645,0,0,0,0,100,-1.0,12.1,10,6,37,2,14,3,67,6,6,,OKC,2021
14.0,Justin Jackson,25.0,SF,33,3,544,0,33,58,9,0,-4.7,7.3,18,7,13,4,15,7,128,3,6,,OKC,2021
15.0,Tony Bradley,23.0,C,22,0,397,0,0,0,2,98,-12.2,-1.5,7,6,11,11,22,0,48,2,12,,OKC,2021
16.0,George Hill,34.0,PG,14,14,369,95,5,0,0,0,-1.4,10.5,6,6,7,0,10,2,105,3,3,,OKC,2021
17.0,Josh Hall,20.0,SF,21,1,336,5,48,47,1,0,-13.9,-3.4,7,10,26,3,24,0,68,4,10,,OKC,2021
18.0,Jaylen Hoard,21.0,SF,19,0,320,0,11,63,26,0,-8.9,2.1,9,5,12,0,22,1,52,3,14,,OKC,2021
19.0,Gabriel Deck,25.0,PF,10,0,212,0,0,14,48,39,-12.6,-1.9,1,3,2,0,10,1,60,2,2,,OKC,2021
20.0,Darius Miller,30.0,SF,18,0,197,28,49,24,0,0,8.2,20.2,2,3,5,0,6,0,51,2,0,,OKC,2021
21.0,Charlie Brown Jr.,23.0,SG,9,1,152,60,39,1,0,0,-12.1,-1.3,1,3,9,0,5,3,20,1,2,,OKC,2021
22.0,Justin Robinson,23.0,PG,9,0,88,100,0,0,0,0,-27.2,-16.8,1,1,6,0,2,2,22,1,0,,OKC,2021
,Team Totals,,,72,72,17357,20,20,20,20,20,-10.8,-0.6,491,335,666,129,709,128,3882,154,378,,OKC,2021
