Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,45,37,46,36,2.07,0.01,2.08,115.1,113.0,98.2,0.241,0.362,0.535,12.0,26.6,0.191,0.532,12.9,76.0,0.234,Footprint Center,699911,PHO,2023
Lg Rank,9,21,9,9,9.0,16.0,9.0,14.0,7.0,22.0,28.0,20.0,22.0,7.0,5.0,26.0,5.0,12.0,17.0,30.0,,24,PHO,2023
