No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
35,Marvin Bagley III,C,6-10,235,"March 14, 1999",us US,4,Duke,DET,2023
41,Saddiq Bey,SF,6-8,215,"April 9, 1999",us US,2,Villanova,DET,2023
27,Buddy Boeheim,SF,6-5,205,"November 11, 1999",us US,R,Syracuse,DET,2023
44,Bojan BogdanoviÄ,PF,6-7,226,"April 18, 1989",ba BA,8,,DET,2023
5,Alec Burks,SG,6-5,214,"July 20, 1991",us US,11,Colorado,DET,2023
2,Cade Cunningham,PG,6-6,220,"September 25, 2001",us US,1,Oklahoma State,DET,2023
6,Hamidou Diallo,SF,6-5,202,"July 31, 1998",us US,4,Kentucky,DET,2023
0,Jalen Duren,C,6-10,250,"November 18, 2003",us US,R,Memphis,DET,2023
14,R.J. Hampton,SG,6-4,175,"February 7, 2001",us US,2,,DET,2023
7,Killian Hayes,PG,6-4,195,"July 27, 2001",us US,2,,DET,2023
23,Jaden Ivey,SG,6-3,195,"February 13, 2002",us US,R,Purdue,DET,2023
18,Cory Joseph,PG,6-2,200,"August 20, 1991",ca CA,11,Texas,DET,2023
8,Braxton Key,SF,6-7,225,"February 14, 1997",us US,1,"Alabama, Virginia",DET,2023
20,Kevin Knox,SF,6-8,215,"August 11, 1999",us US,4,Kentucky,DET,2023
12,Isaiah Livers,PF,6-6,232,"July 28, 1998",us US,1,Michigan,DET,2023
17,Rodney McGruder,SG,6-4,205,"July 29, 1991",us US,6,Kansas State,DET,2023
9,Nerlens Noel,C,6-10,220,"April 10, 1994",us US,8,Kentucky,DET,2023
97,Eugene Omoruyi,SF,6-6,235,"February 14, 1997",ng NG,1,"Rutgers University, Oregon",DET,2023
8,Jared Rhoden,SG,6-5,210,"August 27, 1999",us US,R,Seton Hall,DET,2023
28,Isaiah Stewart,C,6-8,250,"May 22, 2001",us US,2,Washington,DET,2023
14,Stanley Umude,SG,6-6,210,"April 12, 1999",us US,R,"South Dakota, Arkansas",DET,2023
13,James Wiseman,C,6-11,240,"March 31, 2001",us US,1,Memphis,DET,2023
