Rk,Unnamed: 1,Salary,Team,Season
1,John Collins,"$23,000,000",ATL,2022
2,Danilo Gallinari,"$20,475,000",ATL,2022
3,Bogdan BogdanoviÄ,"$18,000,000",ATL,2022
4,Clint Capela,"$17,103,448",ATL,2022
5,Delon Wright,"$8,526,316",ATL,2022
6,Trae Young,"$8,326,471",ATL,2022
7,De'Andre Hunter,"$7,775,400",ATL,2022
8,Onyeka Okongwu,"$6,104,280",ATL,2022
9,Kevin Knox,"$5,845,978",ATL,2022
10,Lou Williams,"$5,000,000",ATL,2022
11,Kevin Huerter,"$4,253,357",ATL,2022
12,Gorgui Dieng,"$4,000,000",ATL,2022
13,Jalen Johnson,"$2,659,560",ATL,2022
14,TimothÃ© Luwawu-Cabarrot,"$1,939,350",ATL,2022
15,Lance Stephenson,"$138,019",ATL,2022
16,Wes Iwundu,"$102,831",ATL,2022
17,Chris Clemons,"$95,930",ATL,2022
18,Cameron Oliver,"$85,578",ATL,2022
19,Malcolm Hill,"$53,176",ATL,2022
20,Malik Ellison,"$53,176",ATL,2022
21,Justin Tillman,"$53,176",ATL,2022
22,Chaundee Brown,"$53,176",ATL,2022
23,Cat Barber,"$53,176",ATL,2022
24,Skylar Mays,"$34,231",ATL,2022
25,Sharife Cooper,$0,ATL,2022
