Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,22,60,19,63,-10.04,0.22,-9.82,110.2,120.0,101.6,0.229,0.348,0.525,13.0,25.6,0.17,0.576,12.0,74.9,0.201,AT&T Center,694434,SAS,2023
Lg Rank,28,2,30,30,30.0,5.0,30.0,29.0,30.0,1.0,29.0,27.0,26.0,22.0,7.0,30.0,30.0,20.0,24.0,8.0,,25,SAS,2023
