Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Herbert Jones,25.0,SF,76,76,2321,0,0,54,45,1,5.8,2.9,40,25,112,16,68,20,469,11,42,"DPOY-5,DEF1",NOP,2024
2.0,Zion Williamson,23.0,PF,70,70,2207,0,0,1,86,14,2.4,-5.2,78,75,90,28,271,3,924,79,121,,NOP,2024
3.0,CJ McCollum,32.0,PG,66,66,2159,88,12,0,0,0,3.6,-2.3,61,30,68,6,65,6,705,14,41,,NOP,2024
4.0,Brandon Ingram,26.0,SF,64,64,2103,3,68,26,3,0,3.8,-1.9,69,52,73,27,129,5,874,25,47,,NOP,2024
5.0,Jonas ValanÄiÅ«nas,31.0,C,82,82,1925,0,0,0,0,100,4.2,-1.0,30,22,116,41,100,2,403,17,47,,NOP,2024
6.0,Trey Murphy III,23.0,SF,57,23,1690,0,22,52,26,0,7.3,4.6,18,11,42,2,57,8,304,12,16,,NOP,2024
7.0,Dyson Daniels,20.0,PG,61,16,1358,41,51,8,0,0,4.3,-0.5,31,16,51,4,23,5,384,3,14,,NOP,2024
8.0,Naji Marshall,26.0,SF,66,1,1257,1,26,53,20,0,9.3,6.8,36,14,46,4,41,4,304,8,21,,NOP,2024
9.0,Larry Nance Jr.,31.0,C,61,0,1216,0,0,0,1,99,3.5,-1.6,25,9,44,11,28,15,272,7,15,,NOP,2024
10.0,Jordan Hawkins,21.0,SG,67,10,1160,17,62,20,1,0,-0.7,-7.6,14,17,41,3,26,6,167,1,17,,NOP,2024
11.0,Jose Alvarado,25.0,PG,56,0,1028,100,0,0,0,0,12.3,10.4,25,10,27,1,19,12,275,1,22,6MOY-6,NOP,2024
12.0,Matt Ryan,26.0,SF,28,1,390,10,20,60,10,0,1.6,-3.4,8,4,17,2,5,1,42,2,1,,NOP,2024
13.0,Jeremiah Robinson-Earl,23.0,PF,39,1,334,0,0,0,55,45,-0.9,-6.1,9,6,12,0,9,2,49,2,3,,NOP,2024
14.0,Cody Zeller,31.0,C,43,0,320,0,0,0,0,100,7.3,2.9,6,2,24,6,14,4,92,3,10,,NOP,2024
15.0,Kira Lewis Jr.,22.0,PG,15,0,144,90,10,0,0,0,-5.3,-10.3,5,1,4,1,7,0,45,3,4,,NOP,2024
16.0,Dereon Seabron,23.0,SG,6,0,55,0,72,24,5,0,23.9,19.6,0,0,2,0,3,1,12,0,1,,NOP,2024
17.0,E.J. Liddell,23.0,PF,8,0,23,0,0,39,48,14,-8.3,-13.1,1,0,2,0,0,0,2,0,0,,NOP,2024
18.0,Kaiser Gates,27.0,SF,1,0,7,0,0,0,100,0,-12.5,-17.2,0,0,0,0,0,0,0,0,1,,NOP,2024
19.0,Jalen Crutcher,24.0,PG,1,0,3,100,0,0,0,0,50.0,45.4,0,0,0,0,0,0,0,0,0,,NOP,2024
20.0,Izaiah Brockington,24.0,PG,1,0,3,100,0,0,0,0,21.4,16.8,0,0,0,0,0,0,0,0,1,,NOP,2024
,Team Totals,,,82,82,19703,20,20,20,20,20,4.7,-0.2,456,294,771,152,865,94,5323,188,424,,NOP,2024
