Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,41,41,41,41,-0.12,-0.58,-0.7,109.4,109.6,96.1,0.269,0.411,0.51,12.9,25.3,0.208,0.538,15.0,77.0,0.22,Kia Center,762121,ORL,2025
Lg Rank,15,16,17,17,17.0,28.0,17.0,27.0,2.0,29.0,2.0,18.0,29.0,19.0,17.0,2.0,9.0,1.0,2.0,29.0,,13,ORL,2025
