No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
35,Marcus Bagley,SF,6-8,215,"October 23, 2001",us US,R,Arizona State,PHI,2025
30,Adem Bona,C,6-10,235,"March 28, 2003",ng NG,R,UCLA,PHI,2025
22,Oshae Brissett,SF,6-7,210,"June 20, 1998",ca CA,5,Syracuse,PHI,2025
12,Jared Butler,SG,6-3,193,"August 25, 2000",us US,3,Baylor,PHI,2025
18,Colin Castleton,C,6-10,250,"May 25, 2000",us US,1,"Michigan, Florida",PHI,2025
14,Ricky Council IV,SF,6-6,207,"August 3, 2001",us US,1,"Wichita State, Arkansas",PHI,2025
11,Jeff Dowtin Jr.,PG,6-3,177,"May 10, 1997",us US,3,Rhode Island,PHI,2025
"1, 5",Andre Drummond,C,6-11,279,"August 10, 1993",us US,12,UConn,PHI,2025
19,Justin Edwards,SF,6-7,203,"December 16, 2003",us US,R,Kentucky,PHI,2025
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,8,Kansas,PHI,2025
8,Paul George,PF,6-8,220,"May 2, 1990",us US,14,Fresno State,PHI,2025
23,Eric Gordon,SG,6-3,215,"December 25, 1988",us US,16,Indiana,PHI,2025
5,Quentin Grimes,SG,6-4,210,"May 8, 2000",us US,3,"Kansas, Houston",PHI,2025
17,Jalen Hood-Schifino,SG,6-5,210,"June 19, 2003",us US,1,Indiana,PHI,2025
00,Reggie Jackson,PG,6-2,208,"April 16, 1990",it IT,13,Boston College,PHI,2025
7,Kyle Lowry,PG,6-0,196,"March 25, 1986",us US,18,Villanova,PHI,2025
16,Caleb Martin,SF,6-5,205,"September 28, 1995",us US,5,"NC State, Nevada",PHI,2025
1,KJ Martin,PF,6-6,215,"January 6, 2001",us US,4,,PHI,2025
0,Tyrese Maxey,PG,6-2,200,"November 4, 2000",us US,4,Kentucky,PHI,2025
20,Jared McCain,SG,6-3,195,"February 20, 2004",us US,R,Duke,PHI,2025
25,Isaiah Mobley,PF,6-8,238,"September 24, 1999",us US,2,USC,PHI,2025
22,Pete Nance,C,6-9,225,"February 19, 2000",us US,1,"Northwestern, UNC",PHI,2025
18,Chuma Okeke,PF,6-7,229,"August 18, 1998",us US,4,Auburn,PHI,2025
9,Kelly Oubre Jr.,SF,6-8,203,"December 9, 1995",us US,9,Kansas,PHI,2025
25,Lester Qui̱ones,SG,6-5,208,"November 16, 2000",us US,2,Memphis,PHI,2025
65,Alex Reese,PF,6-9,245,"May 21, 1999",us US,R,Alabama,PHI,2025
45,David Roddy,PF,6-5,255,"March 27, 2001",us US,2,Colorado State,PHI,2025
16,Lonnie Walker IV,SG,6-4,204,"December 14, 1998",us US,6,Miami (FL),PHI,2025
36,Phillip Wheeler,PF,6-8,185,"April 23, 2002",us US,R,,PHI,2025
28,Guerschon Yabusele,C,6-7,265,"December 17, 1995",fr FR,2,,PHI,2025
